source	target
34955	34957
34955	35250
34955	35286
34955	35369
34955	35376
35213	35181
33941	33901
34719	34720
35369	35376
33714	33626
35002	35003
35133	35162
33862	34287
36425	36428
35404	35410
33901	33902
