object_id	date	events	cassualties	lat	lon	postal_code	mun_name	neighborhood_name	neighborhood_type
0	2014-01-19	1	1.0	25.786889	-100.585037				
0	2014-02-16	2	3.0	25.915438	-100.713043				
0	2014-03-16	1	1.0	25.892768	-100.17393				
0	2014-03-23	1	1.0	25.549256	-100.005884				
0	2014-04-20	1	1.0	25.750792	-100.129287				
0	2014-05-18	1	1.0	25.981117	-100.297794				
0	2014-06-08	1	1.0	25.725684	-100.055237				
0	2014-06-15	2	2.0	25.63878900000001	-100.145928				
33600	2014-04-20	1	1.0	25.7815621	-100.1875974	66600.0	APODACA	APODACA CENTRO	COLONIA
33626	2014-05-25	1	1.0	25.782561	-100.2072	66610.0	APODACA	EBANOS 12VO SECC	COLONIA
33651	2014-04-20	1	1.0	25.800577	-100.248517	66612.0	APODACA	FRACC VALLE DE SAN ANDRES 4TO SECT	COLONIA
33714	2014-04-06	1	1.0	25.762561	-100.208616	66632.0	APODACA	HACIENDA DEL MEZQUITAL	COLONIA
33714	2014-04-13	1	1.0	25.761395	-100.2170256	66632.0	APODACA	HACIENDA DEL MEZQUITAL	COLONIA
33774	2014-02-16	1	1.0	25.769871	-100.253294	66635.0	APODACA	HACIENDA LOS PINOS 3ER SECT	COLONIA
33774	2014-06-22	1	1.0	25.771112	-100.253656	66635.0	APODACA	HACIENDA LOS PINOS 3ER SECT	COLONIA
33810	2014-03-16	1	1.0	25.784126	-100.258377	66636.0	APODACA	PRADOS DE LA CIENEGUITA	COLONIA
33820	2014-04-06	1	1.0	25.74625	-100.163555	66640.0	APODACA	HUINALA	FRACCIONAMIENTO
33842	2014-02-16	1	1.0	25.760706	-100.155557	66646.0	APODACA	PUEBLO NUEVO 3ER SECT	COLONIA
33862	2014-06-08	1	1.0	25.70477600000001	-100.141604	66647.0	APODACA	BOSQUES DE SAN MIGUEL	COLONIA
33901	2014-01-26	1	1.0	25.593233	-99.99979	67480.0	CADEREYTA JIMÃNEZ	CADEREYTA JIMENEZ CENTRO	COLONIA
33901	2014-03-09	1	2.0	25.5934201	-99.9901032	67480.0	CADEREYTA JIMÃNEZ	CADEREYTA JIMENEZ CENTRO	COLONIA
33902	2014-01-12	1	1.0	25.601225	-99.995853	67483.0	CADEREYTA JIMÃNEZ	CANDELARIA RIOS	COLONIA
33925	2014-04-20	1	1.0	25.559807	-99.980907	67484.0	CADEREYTA JIMÃNEZ	CARLOS SALINAS DE GORTARI	FRACCIONAMIENTO
33941	2014-04-13	1	1.0	25.5768825	-100.0093295	67485.0	CADEREYTA JIMÃNEZ	ADOLFO LOPEZ MATEOS 1ER SECT	COLONIA
33949	2014-02-23	1	1.0	25.937901	-100.354303	66550.0	CARMEN	PASEO DEL CARMEN	VILLA
33965	2014-02-09	1	1.0	25.955113	-100.163749	65550.0	CIÃNEGA DE FLORES	CIENEGA DE FLORES CENTRO	COLONIA
33970	2014-03-23	1	1.0	25.964816	-100.172117	65560.0	CIÃNEGA DE FLORES	CONCHITA VELAZCO SECT 2	COLONIA
34009	2014-01-26	1	2.0	25.8118604	-100.59474	66000.0	GARCÃA	CENTRO	COLONIA
34012	2014-05-25	1	1.0	25.798326	-100.594822	66005.0	GARCÃA	FOMERREY	COLONIA
34117	2014-02-16	1	1.0	25.772929	-100.320164	66055.0	GENERAL ESCOBEDO	CELESTINO GASCA	COLONIA
34212	2014-06-08	1	1.0	25.784706	-100.329777	66073.0	GENERAL ESCOBEDO	FOMERREY 9	COLONIA
34230	2014-03-30	1	1.0	25.895982	-100.106671	65750.0	GENERAL ZUAZUA	GENERAL ZUAZUA CENTRO	VILLA
34287	2014-01-19	1	1.0	25.691057	-100.144372	67114.0	GUADALUPE	VALLE SOLEADO	FRACCIONAMIENTO
34314	2014-05-18	1	1.0	25.726541	-100.193975	67117.0	GUADALUPE	EDUARDO CABALLERO ESCAMILLA	FRACCIONAMIENTO
34342	2014-03-02	1	4.0	25.70631	-100.230618	67129.0	GUADALUPE	LA PURISIMA	COLONIA
34375	2014-05-04	1	1.0	25.6841393	-100.2510284	67140.0	GUADALUPE	BENITO JUAREZ	COLONIA
34512	2014-02-09	1	1.0	25.655144	-100.218798	67180.0	GUADALUPE	LOMAS DE SAN ROQUE	COLONIA
34527	2014-04-06	1	1.0	25.647054	-100.20676	67180.0	GUADALUPE	VILLA OLIMPICA	COLONIA
34613	2014-03-02	1	1.0	25.657789	-100.172109	67190.0	GUADALUPE	XOCHIMILCO	COLONIA
34664	2014-02-09	1	1.0	25.67492	-100.164891	67196.0	GUADALUPE	DOS RIOS SECT XI	COLONIA
34719	2014-02-02	1	1.0	25.664235	-100.107379	67254.0	JUÃREZ	LOMAS DEL SOL	FRACCIONAMIENTO
