object_id	date	events	cassualties	lat	lon	postal_code	mun_name	neighborhood_name	neighborhood_type
0	2013-06-30	1	2.0	25.881079	-100.266981				
0	2013-07-07	1	1.0	25.916519	-100.18085				
0	2013-08-04	1	1.0	25.70697	-100.600777				
0	2013-08-18	2	2.0	25.948784	-100.175915				
0	2013-09-01	2	3.0	25.818127	-100.165915				
0	2013-09-08	1	1.0	25.78088	-100.062962				
0	2013-09-15	1	1.0	25.799891	-100.622406				
0	2013-10-13	1	2.0	25.8166667	-100.5833333				
0	2013-11-03	1	1.0	25.638625	-100.070761				
0	2013-11-10	1	1.0	25.766272	-100.059571				
0	2013-12-01	1	1.0	25.699507	-100.472803				
0	2013-12-15	2	5.0	25.712437	-100.547529				
0	2013-12-22	2	6.0	25.75533900000001	-100.132018				
33600	2013-12-15	1	1.0	25.7815621	-100.1875974	66600.0	APODACA	APODACA CENTRO	COLONIA
33668	2013-11-24	1	1.0	25.78401	-100.237992	66612.0	APODACA	RES EBANOS 5TO SECT	COLONIA
33674	2013-10-20	1	2.0	25.789362	-100.253817	66612.0	APODACA	COSMOPOLIS METROPLEX	COLONIA
33674	2013-10-27	1	1.0	25.789362	-100.253817	66612.0	APODACA	COSMOPOLIS METROPLEX	COLONIA
33691	2013-09-15	1	1.0	25.7379	-100.083046	66616.0	APODACA	JESUS MARIA	PARQUE INDUSTRIAL
33708	2013-07-07	1	1.0	25.766059	-100.237917	66630.0	APODACA	FRACC ARBOLEDAS DEL MEZQUITAL	COLONIA
33711	2013-07-21	1	1.0	25.746716	-100.229588	66632.0	APODACA	VALLE DEL MEZQUITAL	COLONIA
33721	2013-10-13	1	1.0	25.7670837	-100.195616	66633.0	APODACA	KALOS	COLONIA
33724	2013-10-20	1	1.0	25.73502	-100.190334	66633.0	APODACA	NORIA NORTE	COLONIA
33727	2013-06-30	1	1.0	25.7663437	-100.1815316	66633.0	APODACA	PARQUE INDUSTRIAL APODACA ASTEC	COLONIA
33727	2013-07-14	1	2.0	25.7663437	-100.1815316	66633.0	APODACA	PARQUE INDUSTRIAL APODACA ASTEC	COLONIA
33752	2013-09-29	1	1.0	25.739031	-100.18939	66634.0	APODACA	VALLE DE HUINALA 3ER SECT	UNIDAD HABITACIONAL
33791	2013-09-08	1	1.0	25.778223	-100.245953	66636.0	APODACA	FRACC PASEO DE LOS PINOS 2DO SECT	COLONIA
33813	2013-07-07	1	1.0	25.763402	-100.249147	66636.0	APODACA	FRACC LA HACIENDA	COLONIA
33814	2013-11-24	1	1.0	25.760204	-100.248887	66636.0	APODACA	FRACC LA HACIENDA 2DO SECT	COLONIA
33822	2013-12-01	1	1.0	25.743225	-100.174461	66640.0	APODACA	SAN ANDRES	FRACCIONAMIENTO
33823	2013-07-21	1	1.0	25.730729	-100.178779	66640.0	APODACA	SAN MIGUEL GOLONDRINAS 3ER SECT	FRACCIONAMIENTO
33841	2013-12-15	1	1.0	25.759754	-100.155404	66646.0	APODACA	PUEBLO NUEVO 2DO SECT	COLONIA
33880	2013-12-22	1	2.0	25.727064	-100.175405	66649.0	APODACA	HOLOXIDRINAS	COLONIA
33901	2013-06-30	1	1.0	25.591932	-100.000305	67480.0	CADEREYTA JIMÃNEZ	CADEREYTA JIMENEZ CENTRO	COLONIA
33901	2013-09-15	1	1.0	25.593233	-100.000305	67480.0	CADEREYTA JIMÃNEZ	CADEREYTA JIMENEZ CENTRO	COLONIA
33901	2013-09-22	1	1.0	25.592768	-99.999619	67480.0	CADEREYTA JIMÃNEZ	CADEREYTA JIMENEZ CENTRO	COLONIA
33901	2013-12-15	1	2.0	25.5934201	-99.9901032	67480.0	CADEREYTA JIMÃNEZ	CADEREYTA JIMENEZ CENTRO	COLONIA
33922	2013-08-04	1	1.0	25.568691	-99.981508	67484.0	CADEREYTA JIMÃNEZ	PRADERAS DE CADEREYTA	FRACCIONAMIENTO
