Año,Fecha,Latitud,Longitud,Título de la Noticia,Muertos,URL
2017,2017-04-09,25.702041,-99.621152,Ejecutan a 2 en una brecha,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1088205&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1088205&v=2
2017,2017-04-04,25.602091,-99.991619,Saca moto y lo matan,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1083607&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1083607
2017,2017-04-19,25.8024762,-100.2268479,Confirman que taxista fue asesinado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1093395&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1093395
2017,2017-04-04,25.662146,-100.319136,Ejecutan a mecánico en la Independencia,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1083442&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1083442&v=2
2017,2017-05-19,25.606344,-99.965549,Hallan cuerpos enterrados,4.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1118110&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1118110&v=3
2017,2017-05-16,25.5899906,-100.007531,Asesinan a taquero en Cadereyta,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1115410&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1115410&v=3
2017,2017-05-01,25.596842,-100.010909,Dan a ganadero el tiro de gracia frente a su esposa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1103505&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1103505&v=2
2017,2017-05-19,25.6734077,-100.0871112,Matan a hombre; hieren a su hijo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1118110&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1118110&v=3
2017,2017-05-01,25.702208,-100.17549,Lo asesinan de 2 balazos en la cabeza,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1103506&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1103506
2017,2017-05-16,25.705936,-100.208377,Balean en la espalda a cliente de car wash,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1115346&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1115346&v=4
2017,2017-05-02,25.522767,-100.206745,Matan a plagiado; lo tiran en Santiago,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1104500&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1104500&v=3
2017,2017-05-28,25.8304934,-100.2639498,Levantan a dos en Santa Catarina; los hallan muertos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1124710&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1124710&v=3
2017,2017-05-28,25.6907351,-100.3169723,Ejecutan a hombre y balean a su hijo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1124705&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1124705&v=4
2017,2017-05-19,25.649731,-100.316868,Lo hallan asesinado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1118110&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1118110&v=3
2017,2017-05-02,25.7062436,-100.5527791,Ejecutan a dueño de vulcanizadora,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1104493&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1104493&v=2
2017,2017-06-12,26.3098282,-99.5362535,Ejecuta a balazos a rival,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1136882&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1136882&v=4
2017,2017-06-12,25.818429,-100.611553,Muere baleado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1136882&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1136882&v=4
2017,2017-06-19,25.6694222,-100.4667303,Muere baleado desde un auto,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1142469&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1142469&v=2
2017,2017-06-19,25.7757107,-100.2729311,Asesinan en parque,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1142469&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1142469&v=2
2017,2017-06-18,25.6966479,-100.1639609,Hallan ejecutado a un secuestrado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1141626&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1141626&v=3
2017,2017-06-25,25.572243,-99.981597,Reparan un tubular y mueren a balazos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1147243&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1147243&v=4
2017,2017-07-09,25.6396446,-100.0944765,Hallan policías a ejecutado en Juárez,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1158186&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1158186&v=3
2017,2017-07-10,25.648757,-100.216218,Lo ejecutan desde un auto frente a su casa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1159065&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1159065
2017,2017-07-31,25.669205,-100.229709,Ejecutan a dueño de taller,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1174938&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1174938&v=4
2017,2017-07-09,25.66117,-100.3132534,Siguen a amigos; a uno lo asesinan,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1157870&v=7&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1157870&v=7
2017,2017-07-31,25.660952,-100.451949,Muere uno por ataque,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1175219&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1175219&v=4
2017,2017-07-03,25.8003164,-100.3932926,Lo matan sicarios afuera de su casa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1153441&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1153441&v=4
2017,2017-07-31,25.856245,-100.313242,Atacan a pareja; él fallece,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1174972&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1174972&v=2
2017,2017-07-31,25.858411,-100.306214,Tiran en una zanja a dos embolsados,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1174972&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1174972&v=2
2017,2017-07-17,25.983415,-100.298775,La matan de un balazo y tiran cuerpo en brecha,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1164299&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1164299&v=2
2017,2017-09-27,25.7291493,-100.0825887,Lo asesinan de un balazo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1219098&v=10&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1219098&v=10
2017,2017-09-10,25.730613,-100.1662,Lo ejecutan frente a su esposa mientras conducía,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1206434&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1206434&v=3
2017,2017-09-19,25.7575002,-100.1696314,Ejecutan a dueño de bar,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1213064&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1213064&v=6
2017,2017-09-18,25.777628,-100.2318861,Ejecutan a ex reo al salir de restaurante,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1212099&v=7&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1212099&v=7
2017,2017-09-20,25.719692,-100.218417,Matan a ganadero en Paseo La Fe,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1214071&v=9&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1214071&v=9
2017,2017-09-19,25.7135796,-100.2315609,Acribillan a 2 en sus autos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1212665&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1212665&v=5
2017,2017-09-30,25.658364,-100.2244067,Ejecutan a un ganadero,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1221907&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1221907&v=6
2017,2017-09-28,25.673914,-100.2573399,Catean empresa; hallan a asesinado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1219950&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1219950&v=3
2017,2017-09-24,25.6356682,-100.2681324,Matan a albañil desde vehículo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1217282&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1217282&v=5
2017,2017-09-16,25.7082994,-100.3185625,Hieren a niña de 9 años en ejecución,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1210814&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1210814&v=4
2017,2017-09-24,25.6849664,-100.4432238,Viaja en taxi y lo ejecutan,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1217680&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1217680&v=2
2017,2017-09-14,25.768176,-100.3911197,Hallan cuerpo de ejecutada en una bolsa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1209950&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1209950&v=2
2017,2017-09-19,25.7858716,-100.3848772,Ejecutan a hombre en su auto,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1212656&v=8&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1212656&v=8
2017,2017-09-23,25.840183,-100.373458,Entran a casa y ejecutan a hombre,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1217037&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1217037&v=4
2017,2017-10-23,25.6453581,-100.0538208,Irrumpen reunión y ejecutan a dos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1239998&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1239998&v=4
2017,2017-10-25,25.7316437,-100.1389334,Ejecutan a dueño de depósito,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1241826&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1241826&v=5
2017,2017-10-06,25.620259,-100.181838,Muere baleado frente a esposa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1226281&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1226281
2017,2017-10-01,25.76512,-100.191457,Acribillan a hombre en estacionamiento,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1222663&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1222663&v=2
2017,2017-10-14,25.6927546,-100.2115008,Ejecutan a 2 en Morones,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1232680&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1232680&v=6
2017,2017-10-12,25.7711086,-100.2536804,Ejecutan a uno afuera de tienda,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1231644&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1231644&v=3
2017,2017-10-03,25.7671894,-100.2564035,Lanzan desde taxis 2 ataques a balazos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1224136&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1224136&v=4
2017,2017-10-03,25.6774279,-100.2717929,Muere en hospital hombre baleado con dos familiares,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1223958&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1223958&v=5
2017,2017-10-24,25.6916807,-100.3148255,Usan pistoleros taxi para levantar y matar,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1240197&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1240197&v=5
2017,2017-10-17,25.6907133,-100.3168703,Deja un muerto ataque a balazos,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1235367&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1235367&v=4
2017,2017-10-23,25.6535872,-100.3067387,Asesinan a una mujer en la Independencia,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1240033&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1240033&v=2
2017,2017-10-14,25.65663,-100.324485,Lo matan de un tiro en la Independencia,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1232955&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1232955&v=6
2017,2017-10-14,25.724658,-100.343829,Asesinan a interno en el Topo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1232751&v=7&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1232751&v=7
2017,2017-10-04,25.7410304,-100.3371349,Muere un baleado en Tierra y Libertad,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1224621&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1224621&v=2
2017,2017-10-24,25.6682173,-100.4057399,Fallece tras ser baleado en San Pedro,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1240243&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1240243&v=4
2017,2017-10-30,25.6571571,-100.449628,Alarma ejecución cerca de colegio,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1245590&v=17&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1245590&v=17
2017,2017-10-31,25.7675799,-100.3603683,Asesinan a 2 en 15 minutos sicarios en taxi,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1246059&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1246059&v=2
2017,2017-10-06,25.7691108,-100.3656988,Muere baleado frente a su esposa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1226281&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1226281
2017,2017-10-01,25.7969759,-100.3784262,Matan a tío y sobrino en ataque a balazos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1222734&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1222734&v=4
2017,2017-10-05,25.846478,-100.39511,Otra vez desde taxi: acribillan a un menor,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1225192&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1225192
2017,2017-11-17,25.543472,-99.954435,Hallan muerto a hombre,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1259356&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1259356&v=2
2017,2017-11-26,25.5810189,-100.0068584,Ejecutan a menor,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1265704&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1265704&v=2
2017,2017-11-28,25.1937375,-99.8271001,Lo hallan muerto de 33 puñaladas,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1266363&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1266363&v=2
2017,2017-11-09,24.853161,-99.55635,Lo matan a balazos frente a su esposa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1252438&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1252438&v=4
2017,2017-11-04,25.597671,-100.110527,Tiran en lona a un mutilado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1249053&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1249053&v=3
2017,2017-11-19,25.618662,-100.13955,"Lo engañan, entran a su casa y lo asesinan",1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1260537&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1260537&v=4
2017,2017-11-12,25.667004,-100.1353494,Someten y ejecutan a albañil,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1255247&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1255247&v=2
2017,2017-11-09,25.508172,-100.191861,Tiran en Santiago a un ejecutado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1252571&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1252571&v=6
2017,2017-11-26,25.5351084,-100.2124864,Ejecutan a menor,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1265704&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1265704&v=2
2017,2017-11-07,25.6878909,-100.206778,Ejecutan a hombre en Morones Prieto,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1251375&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1251375&v=5
2017,2017-11-30,25.6902481,-100.288366,Disparan de auto y ejecutan a cuatro,4.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1268925&v=11&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1268925&v=11
2017,2017-11-19,25.6827322,-100.3028286,Ejecutan a dos y hieren a otros en tres ataques,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1260455&v=14&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1260455&v=14
2017,2017-11-11,25.6864068,-100.3200105,Ejecutan a hombre en bar en el Centro,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1254875&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1254875&v=2
2017,2017-11-17,25.6977754,-100.3278229,Le dan tiro de gracia,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1258723&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1258723&v=3
2017,2017-11-12,25.7229436,-100.3229221,Asesinan a hombre y huyen,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1255089&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1255089&v=2
2017,2017-11-02,25.7329465,-100.3341877,Ejecutan a menor; hieren a otro,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1247997&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1247997&v=2
2017,2017-11-24,25.7329623,-100.3414895,Lanzan desde auto cuerpo de levantado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1263667&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1263667&v=3
2017,2017-11-21,25.7656949,-100.3605815,Ejecutan de un tiro desde auto,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1261818&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1261818&v=4
2017,2017-11-12,25.7785593,-100.3290062,"Disparan desde taxis, matan a 3 y hieren a 3",3.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1255325&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1255325&v=6
2017,2017-11-16,25.837648,-100.296065,Lo levantan... y lo acribillan,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1257787&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1257787&v=6
2017,2017-11-17,25.85826,-100.306857,Persiguen y asesinan a dos a balazos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1259359&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1259359
2017,2017-11-19,25.6773941,-100.4217046,"Amarran, torturan y matan a mujer",1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1260587&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1260587&v=5
2017,2017-11-11,25.6675754,-100.4243229,Revela ejecución disputa por cártel,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1254994&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1254994&v=4
2017,2017-11-10,25.6578287,-100.4496243,Ejecutan a mujer en Morones Prieto,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1253341&v=9&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1253341&v=9
2017,2017-11-10,25.6851708,-100.4665153,Baleado fallece en hospital,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1255203&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1255203&v=3
2017,2017-11-08,25.674225,-100.4776922,Ejecutan a joven de un balazo en la cabeza,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1252108&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1252108&v=3
2017,2017-11-14,25.7810988,-100.4463477,Ejecutan a 2 mujeres y a una la decapitan,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1256656&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1256656&v=4
2017,2017-11-23,25.7919304,-100.4917615,Atropellan y ejecutan,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1254330&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1254330&v=4
2017,2017-11-17,25.7523424,-100.5062876,Matan a huachicolero en García,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1259361&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1259361&v=2
2017,2017-12-15,25.4714461,-99.9990923,Matan a encargado; balean a 2 clientes,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1279991&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1279991&v=2
2017,2017-12-05,25.588141,-100.0122017,Deja 3 ejecutados ataque en car wash,3.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1272035&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1272035&v=6
2017,2017-12-12,25.810062,-100.08647,Localizan asesinado en brecha,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1277333&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1277333&v=5
2017,2017-12-01,25.8691577,-100.2496721,Muere interno a balazos en el Penal de Apodaca,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1269415&v=12&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1269415&v=12
2017,2017-12-04,25.7710885,-100.2687394,Ejecutan a cliente al salir de un bar,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1271187&v=10&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1271187&v=10
2017,2017-12-07,25.6594464,-100.3085214,Lo ejecutan en consultorio,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1273811&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1273811&v=5
2017,2017-12-13,25.633119399999998,-100.2979174,Lo ejecutan por narcomenudeo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1278400&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1278400&v=3
2018,2018-01-28,25.5643306,-99.9812817,Asesinan a 11 en 3 horas,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1310002&v=16&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1310002&v=16
2018,2018-01-28,25.5807787,-99.9864564,Asesinan a 11 en 3 horas,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1310002&v=16&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1310002&v=16
2018,2018-01-12,25.883217,-100.036735,Hallan enterrado a desaparecido,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1297159&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1297159&v=3
2018,2018-01-07,25.8343297,-100.1397248,Ejecutan a ligado al narcomenudeo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1293601&v=11&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1293601&v=11
2018,2018-01-28,25.7185061,-100.2601878,Asesinan a 11 en 3 horas,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1310002&v=16&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1310002&v=16
