,source,target,weight
3086,33941,35484,1
3087,33941,35500,1
3088,33941,35524,1
3089,33941,35534,1
3090,33941,35565,1
3091,33941,35588,3
3092,33941,35629,1
3093,33941,35638,1
3094,33941,35716,1
3095,33941,35785,1
3096,33941,35851,1
3097,33941,35915,1
3098,33941,36253,1
3099,33941,36311,1
3100,33941,36329,1
3101,33941,36425,1
3102,33941,36452,1
3103,33941,36463,1
3104,33941,36469,1
3105,33941,36488,2
3106,33943,34148,1
3107,33943,34802,1
3108,33943,34955,1
3109,33943,35091,1
3110,33943,35121,1
3111,33943,35376,1
3112,33943,36277,1
3113,33944,34029,1
3114,33944,34286,1
3115,33944,34298,1
3116,33944,34454,1
3117,33944,34590,1
3118,33944,35266,1
3119,33944,35360,1
3120,33944,35376,1
3121,33944,35395,1
3122,33944,35532,1
3123,33944,35629,1
3124,33944,35656,1
3125,33944,35973,1
3126,33944,36001,1
3127,33944,36134,1
3128,33945,34230,1
3129,33945,34287,1
3130,33945,34298,1
3131,33945,34319,1
3132,33945,34329,1
3133,33945,34375,1
3134,33945,34382,1
3135,33945,34407,1
3136,33945,34507,1
3137,33945,34634,1
3138,33945,34955,1
3139,33945,35228,1
3140,33945,35267,1
3141,33945,35378,1
3142,33945,35412,1
3143,33945,35420,1
3144,33945,35460,1
3145,33945,35557,1
3146,33945,35912,1
3147,33945,35937,1
3148,33945,36356,1
3149,33949,34117,1
3150,33949,34342,1
3151,33949,34613,1
3152,33949,35170,1
3153,33953,33965,2
3154,33953,34018,1
3155,33953,34029,1
3156,33953,34034,1
3157,33953,34041,3
3158,33953,34043,1
3159,33953,34066,1
3160,33953,34079,1
3161,33953,34097,1
3162,33953,34101,1
3163,33953,34138,1
3164,33953,34161,1
3165,33953,34212,1
3166,33953,34251,1
3167,33953,34286,1
3168,33953,34298,1
3169,33953,34308,1
3170,33953,34313,1
3171,33953,34314,1
3172,33953,34318,1
3173,33953,34358,1
3174,33953,34431,1
3175,33953,34454,1
3176,33953,34461,1
3177,33953,34553,1
3178,33953,34590,1
3179,33953,34603,1
3180,33953,34615,1
3181,33953,34625,1
3182,33953,34632,1
3183,33953,34713,2
3184,33953,34719,1
3185,33953,34750,1
3186,33953,34955,3
3187,33953,34958,1
3188,33953,34961,1
3189,33953,34975,1
3190,33953,34978,1
3191,33953,34990,1
3192,33953,35009,1
3193,33953,35068,1
3194,33953,35102,1
3195,33953,35121,1
3196,33953,35123,1
3197,33953,35145,1
3198,33953,35162,1
3199,33953,35164,1
3200,33953,35168,1
3201,33953,35178,1
3202,33953,35250,1
3203,33953,35251,1
3204,33953,35257,1
3205,33953,35264,1
3206,33953,35266,1
3207,33953,35279,1
3208,33953,35283,1
3209,33953,35350,1
3210,33953,35360,1
3211,33953,35376,3
3212,33953,35395,2
3213,33953,35412,2
3214,33953,35416,2
3215,33953,35450,1
3216,33953,35455,1
3217,33953,35458,1
3218,33953,35498,1
3219,33953,35506,1
3220,33953,35524,2
3221,33953,35532,1
3222,33953,35588,4
3223,33953,35629,1
3224,33953,35641,1
3225,33953,35656,1
3226,33953,35712,1
3227,33953,35777,1
3228,33953,35851,1
3229,33953,35869,1
3230,33953,35915,1
3231,33953,35973,1
3232,33953,36000,1
3233,33953,36001,1
3234,33953,36128,1
3235,33953,36377,1
3236,33953,36426,1
3237,33953,36459,1
3238,33953,36463,1
3239,33953,36469,1
3240,33953,36476,1
3241,33953,36484,1
3242,33965,34029,2
3243,33965,34035,1
3244,33965,34080,1
3245,33965,34094,1
3246,33965,34101,1
3247,33965,34117,1
3248,33965,34138,1
3249,33965,34191,1
3250,33965,34230,1
3251,33965,34263,1
3252,33965,34270,1
3253,33965,34284,1
3254,33965,34287,1
3255,33965,34298,1
3256,33965,34319,1
3257,33965,34329,1
3258,33965,34375,1
3259,33965,34382,1
3260,33965,34391,1
3261,33965,34407,1
3262,33965,34461,1
3263,33965,34495,1
3264,33965,34507,2
3265,33965,34536,2
3266,33965,34603,1
3267,33965,34634,1
3268,33965,34713,1
3269,33965,34718,1
3270,33965,34719,1
3271,33965,34887,1
3272,33965,34955,6
3273,33965,34960,1
3274,33965,34961,1
3275,33965,34990,1
3276,33965,35025,1
3277,33965,35061,1
3278,33965,35102,1
3279,33965,35123,1
3280,33965,35125,1
3281,33965,35133,1
3282,33965,35146,1
3283,33965,35161,1
3284,33965,35162,1
3285,33965,35169,1
3286,33965,35170,1
3287,33965,35228,1
3288,33965,35232,2
3289,33965,35233,1
3290,33965,35250,1
3291,33965,35261,1
3292,33965,35267,1
3293,33965,35290,1
3294,33965,35376,2
3295,33965,35378,1
3296,33965,35384,1
3297,33965,35392,1
3298,33965,35409,1
3299,33965,35412,1
3300,33965,35420,1
3301,33965,35450,1
3302,33965,35454,1
3303,33965,35460,1
3304,33965,35465,1
3305,33965,35545,1
3306,33965,35557,1
3307,33965,35629,1
3308,33965,35694,1
3309,33965,35716,1
3310,33965,35752,1
3311,33965,35829,1
3312,33965,35912,1
3313,33965,35937,1
3314,33965,35945,1
3315,33965,35991,1
3316,33965,36059,1
3317,33965,36061,1
3318,33965,36320,1
3319,33965,36328,1
3320,33965,36356,1
3321,33965,36459,1
3322,33965,36484,1
3323,33970,34230,1
3324,33970,34735,1
3325,33970,35181,1
3326,33970,35506,1
3327,33970,35955,1
3328,33987,33987,1
3329,33987,34066,1
3330,33987,34171,1
3331,33987,34614,1
3332,33987,34735,1
3333,33987,34750,1
3334,33987,34955,3
3335,33987,35038,1
3336,33987,35133,1
3337,33987,35172,1
3338,33987,35297,1
3339,33987,35376,1
3340,33987,35418,1
3341,33987,35420,1
3342,33987,35453,1
3343,33987,35587,1
3344,33987,35588,1
3345,33987,35637,1
3346,33987,35825,1
3347,33987,35860,1
3348,33987,35872,1
3349,33987,35978,1
3350,34009,34287,1
3351,34009,34587,1
3352,34009,34719,1
3353,34009,34741,1
3354,34009,34955,2
3355,34009,35170,1
3356,34009,35172,1
3357,34009,35233,1
3358,34009,35250,2
3359,34009,35282,1
3360,34009,35286,1
3361,34009,35548,1
3362,34009,35638,1
3363,34009,35752,1
3364,34009,36276,1
3365,34012,34212,1
3366,34012,34314,1
3367,34012,34955,1
3368,34012,35376,1
3369,34012,35410,1
3370,34012,36362,1
3371,34014,35324,1
3372,34014,36128,1
3373,34017,34037,1
3374,34017,34042,1
3375,34017,34308,1
3376,34017,34647,1
3377,34017,34746,1
3378,34017,34955,2
3379,34017,35010,1
3380,34017,35030,1
3381,34017,35075,1
3382,34017,35102,1
3383,34017,35174,1
3384,34017,35245,1
3385,34017,35282,1
3386,34017,35350,1
3387,34017,35376,1
3388,34017,35384,1
3389,34017,35404,1
3390,34017,35449,2
3391,34017,35465,1
3392,34017,35534,1
3393,34017,35808,1
3394,34017,35946,1
3395,34017,36050,1
3396,34018,34041,1
3397,34018,34359,1
3398,34018,34565,1
3399,34018,34643,1
3400,34018,34648,1
3401,34018,35068,1
3402,34018,35264,1
3403,34018,35305,1
3404,34018,35424,1
3405,34018,35696,1
3406,34018,36014,1
3407,34018,36426,1
3408,34020,34141,1
3409,34020,34333,1
3410,34020,34404,1
3411,34020,34733,1
3412,34020,34759,1
3413,34020,34761,1
3414,34020,34803,1
3415,34020,35064,2
3416,34020,35078,1
3417,34020,35172,1
3418,34020,35291,1
3419,34020,35410,1
3420,34020,35449,1
3421,34020,35489,1
3422,34020,35546,1
3423,34020,35638,2
3424,34020,35707,1
3425,34020,35740,1
3426,34020,35875,1
3427,34020,36310,1
3428,34020,36420,1
3429,34025,34041,1
3430,34025,34955,1
3431,34025,35376,1
3432,34025,35497,1
3433,34029,34041,2
3434,34029,34066,3
3435,34029,34093,1
3436,34029,34097,1
3437,34029,34101,1
3438,34029,34174,1
3439,34029,34286,1
3440,34029,34287,1
3441,34029,34291,1
3442,34029,34294,1
3443,34029,34298,2
3444,34029,34308,1
3445,34029,34314,2
3446,34029,34318,1
3447,34029,34319,1
3448,34029,34329,1
3449,34029,34359,1
3450,34029,34373,1
3451,34029,34375,1
3452,34029,34382,1
3453,34029,34395,1
3454,34029,34461,1
3455,34029,34507,1
3456,34029,34585,1
3457,34029,34603,1
3458,34029,34614,1
3459,34029,34619,1
3460,34029,34630,1
3461,34029,34634,1
3462,34029,34643,1
3463,34029,34648,1
3464,34029,34650,1
3465,34029,34654,1
3466,34029,34700,1
3467,34029,34713,2
3468,34029,34763,1
3469,34029,34768,1
3470,34029,34776,1
3471,34029,34955,7
3472,34029,34961,1
3473,34029,35009,1
3474,34029,35022,1
3475,34029,35026,1
3476,34029,35038,1
3477,34029,35068,2
3478,34029,35092,1
3479,34029,35096,1
3480,34029,35102,1
3481,34029,35117,1
3482,34029,35123,1
3483,34029,35125,1
3484,34029,35130,1
3485,34029,35133,1
3486,34029,35161,1
3487,34029,35162,2
3488,34029,35168,1
3489,34029,35172,1
3490,34029,35178,4
3491,34029,35228,1
3492,34029,35240,1
3493,34029,35245,2
3494,34029,35246,1
3495,34029,35251,1
3496,34029,35257,1
3497,34029,35264,2
3498,34029,35271,1
3499,34029,35279,2
3500,34029,35285,1
3501,34029,35286,1
3502,34029,35289,1
3503,34029,35293,1
3504,34029,35305,1
3505,34029,35325,1
3506,34029,35339,1
3507,34029,35353,1
3508,34029,35362,1
3509,34029,35364,1
3510,34029,35371,1
3511,34029,35376,2
3512,34029,35377,1
3513,34029,35378,1
3514,34029,35380,1
3515,34029,35384,2
3516,34029,35392,1
3517,34029,35404,1
3518,34029,35410,1
3519,34029,35412,3
3520,34029,35420,1
3521,34029,35424,1
3522,34029,35442,1
3523,34029,35443,1
3524,34029,35449,1
3525,34029,35453,1
3526,34029,35455,1
3527,34029,35460,1
3528,34029,35478,1
3529,34029,35517,1
3530,34029,35524,1
3531,34029,35530,1
3532,34029,35545,1
3533,34029,35549,1
3534,34029,35588,5
3535,34029,35629,1
3536,34029,35696,1
3537,34029,35749,1
3538,34029,35777,1
3539,34029,35781,1
3540,34029,35785,1
3541,34029,35788,1
3542,34029,35792,1
3543,34029,35860,1
3544,34029,35912,1
3545,34029,35937,3
3546,34029,36000,1
3547,34029,36179,1
3548,34029,36241,2
3549,34029,36250,1
3550,34029,36289,1
3551,34029,36328,1
3552,34029,36356,1
3553,34029,36371,1
3554,34029,36399,1
3555,34029,36410,1
3556,34029,36426,1
3557,34029,36433,1
3558,34029,36459,1
3559,34029,36463,1
3560,34029,36469,1
3561,34029,36472,1
3562,34029,36488,1
3563,34029,36502,1
3564,34029,36515,1
3565,34034,34088,1
3566,34034,34270,1
3567,34034,34298,1
3568,34034,34713,1
3569,34034,34720,1
3570,34034,34955,2
3571,34034,34971,1
3572,34034,35008,1
3573,34034,35078,1
3574,34034,35116,1
3575,34034,35143,1
3576,34034,35169,1
3577,34034,35172,2
3578,34034,35238,1
3579,34034,35449,1
3580,34034,35454,1
3581,34034,35548,1
3582,34034,35640,1
3583,34034,35856,1
3584,34034,35935,1
3585,34034,35942,1
3586,34034,36276,1
3587,34034,36425,1
3588,34035,34037,1
3589,34035,34041,1
3590,34035,34097,2
3591,34035,34101,2
3592,34035,34298,1
3593,34035,34308,1
3594,34035,34314,1
3595,34035,34512,1
3596,34035,34603,1
3597,34035,34619,1
3598,34035,34700,1
3599,34035,34713,1
3600,34035,34763,1
3601,34035,34765,1
3602,34035,34955,3
3603,34035,35009,1
3604,34035,35022,1
3605,34035,35029,1
3606,34035,35068,1
3607,34035,35098,1
3608,34035,35162,1
3609,34035,35168,2
3610,34035,35245,1
3611,34035,35251,1
3612,34035,35257,1
3613,34035,35285,1
3614,34035,35293,1
3615,34035,35376,3
3616,34035,35377,1
3617,34035,35412,1
3618,34035,35452,1
3619,34035,35455,1
3620,34035,35517,1
3621,34035,35588,2
3622,34035,35629,1
3623,34035,35777,1
3624,34035,35923,1
3625,34035,35937,1
3626,34035,36000,1
3627,34035,36289,1
3628,34035,36426,1
3629,34035,36515,1
3630,34036,34148,1
3631,34036,34344,1
3632,34036,34375,1
3633,34036,34431,1
3634,34036,34802,2
3635,34036,34955,2
3636,34036,35091,1
3637,34036,35121,1
3638,34036,35239,1
3639,34036,36277,1
3640,34036,36295,1
3641,34036,36310,1
3642,34036,36329,1
3643,34036,36393,1
3644,34036,36402,1
3645,34036,36452,1
3646,34036,36471,1
3647,34037,34134,1
3648,34037,34171,1
3649,34037,34184,1
3650,34037,34262,1
3651,34037,34298,1
3652,34037,34308,1
3653,34037,34353,1
3654,34037,34368,1
3655,34037,34507,1
3656,34037,34600,1
3657,34037,34603,1
3658,34037,34607,1
3659,34037,34713,1
3660,34037,34728,1
3661,34037,34750,1
3662,34037,34890,1
3663,34037,34955,2
3664,34037,35068,1
3665,34037,35102,1
3666,34037,35264,1
3667,34037,35271,1
3668,34037,35279,1
3669,34037,35295,1
3670,34037,35358,1
3671,34037,35376,2
3672,34037,35404,1
3673,34037,35412,1
3674,34037,35478,1
3675,34037,35500,1
3676,34037,35532,1
3677,34037,35557,1
3678,34037,35565,1
3679,34037,35627,1
3680,34037,35724,1
3681,34037,35873,1
3682,34037,35931,1
3683,34037,36383,1
3684,34037,36421,1
3685,34041,34041,1
3686,34041,34066,1
3687,34041,34093,1
3688,34041,34101,1
3689,34041,34134,1
3690,34041,34218,1
3691,34041,34253,1
3692,34041,34286,1
3693,34041,34298,2
3694,34041,34313,2
3695,34041,34315,1
3696,34041,34358,1
3697,34041,34366,1
3698,34041,34375,1
3699,34041,34391,1
3700,34041,34454,1
3701,34041,34502,1
3702,34041,34525,1
3703,34041,34536,2
3704,34041,34590,1
3705,34041,34608,1
3706,34041,34614,1
3707,34041,34677,1
3708,34041,34719,1
3709,34041,34735,1
3710,34041,34747,1
3711,34041,34750,1
3712,34041,34751,2
3713,34041,34757,1
3714,34041,34955,7
3715,34041,34958,1
3716,34041,34959,1
3717,34041,34961,2
3718,34041,34990,1
3719,34041,34998,1
3720,34041,35009,2
3721,34041,35010,1
3722,34041,35028,1
3723,34041,35030,1
3724,34041,35064,2
3725,34041,35079,1
3726,34041,35102,2
3727,34041,35121,1
3728,34041,35123,1
3729,34041,35130,1
3730,34041,35132,1
3731,34041,35133,1
3732,34041,35143,1
3733,34041,35161,1
3734,34041,35209,1
3735,34041,35213,1
3736,34041,35232,1
3737,34041,35238,1
3738,34041,35240,1
3739,34041,35245,1
3740,34041,35246,1
3741,34041,35250,1
3742,34041,35253,2
3743,34041,35264,4
3744,34041,35266,1
3745,34041,35267,2
3746,34041,35283,1
3747,34041,35285,1
3748,34041,35289,1
3749,34041,35290,2
3750,34041,35330,1
3751,34041,35350,2
3752,34041,35360,1
3753,34041,35376,7
3754,34041,35384,1
3755,34041,35395,2
3756,34041,35404,2
3757,34041,35407,1
3758,34041,35412,1
3759,34041,35416,2
3760,34041,35420,1
3761,34041,35424,1
3762,34041,35442,1
3763,34041,35450,1
3764,34041,35465,1
3765,34041,35478,2
3766,34041,35481,1
3767,34041,35484,1
3768,34041,35524,1
3769,34041,35532,1
3770,34041,35588,3
3771,34041,35629,2
3772,34041,35656,1
3773,34041,35710,1
3774,34041,35716,2
3775,34041,35785,1
3776,34041,35897,1
3777,34041,35915,1
3778,34041,35917,1
3779,34041,35937,1
3780,34041,35957,1
3781,34041,35973,1
3782,34041,35991,1
3783,34041,36001,3
3784,34041,36059,1
3785,34041,36128,1
3786,34041,36310,1
3787,34041,36311,1
3788,34041,36320,1
3789,34041,36377,1
3790,34041,36404,1
3791,34041,36429,1
3792,34041,36449,1
3793,34041,36471,1
3794,34041,36476,1
3795,34041,36488,2
3796,34042,34171,1
3797,34042,34187,1
3798,34042,34298,1
3799,34042,34713,1
3800,34042,34887,1
3801,34042,34955,1
3802,34042,35093,1
3803,34042,35295,1
3804,34042,35330,1
3805,34042,35358,1
3806,34042,35376,1
3807,34042,35392,1
3808,34042,35412,1
3809,34043,34713,1
3810,34043,34725,1
3811,34043,34742,1
3812,34043,34955,1
3813,34043,34998,2
3814,34043,35002,1
3815,34043,35068,1
3816,34043,35132,1
3817,34043,35245,1
3818,34043,35283,1
3819,34043,35376,1
3820,34043,35588,1
3821,34043,35786,1
3822,34043,35875,1
3823,34043,36059,1
3824,34043,36327,1
3825,34045,34230,1
3826,34045,34287,1
3827,34045,34298,1
3828,34045,34319,1
3829,34045,34329,1
3830,34045,34375,1
3831,34045,34382,1
3832,34045,34383,1
3833,34045,34407,1
3834,34045,34507,1
3835,34045,34634,1
3836,34045,34955,2
3837,34045,35132,1
3838,34045,35133,1
3839,34045,35209,1
3840,34045,35228,1
3841,34045,35267,1
3842,34045,35378,1
3843,34045,35412,1
3844,34045,35420,1
3845,34045,35460,1
3846,34045,35484,1
3847,34045,35557,1
3848,34045,35912,1
3849,34045,35937,1
3850,34045,36319,1
3851,34045,36356,1
3852,34047,34066,1
3853,34047,34971,1
3854,34047,35209,1
3855,34047,35274,1
3856,34047,35400,1
3857,34047,35424,1
3858,34047,35749,1
3859,34047,35856,1
3860,34047,35935,1
3861,34047,36241,1
3862,34047,36378,1
3863,34053,34271,1
3864,34053,34294,1
3865,34053,34298,2
3866,34053,34314,1
3867,34053,34319,1
3868,34053,34329,1
3869,34053,34375,1
3870,34053,34382,1
3871,34053,34395,1
3872,34053,34507,1
3873,34053,34632,1
3874,34053,34634,1
3875,34053,34713,1
3876,34053,34786,1
3877,34053,34955,2
3878,34053,34968,1
3879,34053,35067,1
3880,34053,35102,2
3881,34053,35162,1
3882,34053,35164,1
3883,34053,35178,1
3884,34053,35228,1
3885,34053,35264,2
3886,34053,35325,1
3887,34053,35371,1
3888,34053,35376,1
3889,34053,35378,1
3890,34053,35384,1
3891,34053,35395,1
3892,34053,35412,1
3893,34053,35442,1
3894,34053,35449,1
3895,34053,35460,1
3896,34053,35496,1
3897,34053,35524,1
3898,34053,35588,2
3899,34053,35788,1
3900,34053,35792,1
3901,34053,35851,1
3902,34053,35912,1
3903,34053,35937,1
3904,34053,36179,1
3905,34053,36241,1
3906,34053,36356,1
3907,34061,34294,1
3908,34061,34314,1
3909,34061,34395,1
3910,34061,34713,1
3911,34061,34955,2
3912,34061,35162,1
3913,34061,35178,1
3914,34061,35240,1
3915,34061,35371,1
3916,34061,35436,1
3917,34061,35442,1
3918,34061,35449,1
3919,34061,35507,1
3920,34061,35694,1
3921,34061,35788,1
3922,34061,35792,1
3923,34061,36179,1
3924,34061,36241,1
3925,34061,36488,1
3926,34065,34603,1
3927,34065,34713,2
3928,34065,34719,1
3929,34065,34725,1
3930,34065,34742,1
3931,34065,34794,1
3932,34065,34955,2
3933,34065,34998,1
3934,34065,35002,1
3935,34065,35068,1
3936,34065,35082,1
3937,34065,35132,1
3938,34065,35245,1
3939,34065,35283,1
3940,34065,35368,1
3941,34065,35376,1
3942,34065,35786,1
3943,34065,35875,1
3944,34065,36327,1
3945,34065,36383,1
3946,34065,36482,1
3947,34066,34134,1
3948,34066,34191,1
3949,34066,34253,1
3950,34066,34284,1
3951,34066,34286,1
3952,34066,34298,2
3953,34066,34366,1
3954,34066,34435,1
3955,34066,34454,1
3956,34066,34525,1
3957,34066,34575,1
3958,34066,34583,1
3959,34066,34585,1
3960,34066,34590,1
3961,34066,34603,1
3962,34066,34614,1
3963,34066,34719,1
3964,34066,34742,1
3965,34066,34887,1
3966,34066,34955,5
3967,34066,34960,1
3968,34066,34961,1
3969,34066,35009,2
3970,34066,35010,1
3971,34066,35025,1
3972,34066,35028,1
3973,34066,35030,1
3974,34066,35050,1
3975,34066,35125,1
3976,34066,35143,1
3977,34066,35161,1
3978,34066,35162,1
3979,34066,35178,1
3980,34066,35213,1
3981,34066,35240,1
3982,34066,35250,1
3983,34066,35261,2
3984,34066,35264,1
3985,34066,35266,1
3986,34066,35279,1
3987,34066,35283,1
3988,34066,35285,1
3989,34066,35350,1
3990,34066,35360,1
3991,34066,35368,1
3992,34066,35369,1
3993,34066,35376,4
3994,34066,35380,1
3995,34066,35384,1
3996,34066,35392,1
3997,34066,35395,2
3998,34066,35416,1
3999,34066,35418,1
4000,34066,35442,1
4001,34066,35450,1
4002,34066,35465,1
4003,34066,35478,2
4004,34066,35481,1
4005,34066,35532,1
4006,34066,35545,1
4007,34066,35588,1
4008,34066,35629,1
4009,34066,35656,1
4010,34066,35694,1
4011,34066,35710,1
4012,34066,35837,1
4013,34066,35917,1
4014,34066,35937,2
4015,34066,35942,1
4016,34066,35945,1
4017,34066,35957,1
4018,34066,35973,1
4019,34066,36001,2
4020,34066,36037,1
4021,34066,36134,1
4022,34066,36429,1
4023,34066,36449,1
4024,34066,36459,1
4025,34066,36471,1
4026,34066,36476,1
4027,34066,36488,2
4028,34077,34724,1
4029,34077,35062,1
4030,34077,36417,1
4031,34079,34270,1
4032,34079,34298,1
4033,34079,34955,2
4034,34079,35169,1
4035,34079,35172,1
4036,34079,35454,1
4037,34079,35640,1
4038,34080,34097,1
4039,34080,34118,1
4040,34080,34291,1
4041,34080,34298,1
4042,34080,34619,1
4043,34080,34700,1
4044,34080,34713,1
4045,34080,34719,1
4046,34080,34763,1
4047,34080,34955,1
4048,34080,35009,1
4049,34080,35022,1
4050,34080,35149,1
4051,34080,35245,1
4052,34080,35293,1
4053,34080,35369,1
4054,34080,35376,1
4055,34080,35377,1
4056,34080,35458,1
4057,34080,35517,1
4058,34080,35529,1
4059,34080,35588,1
4060,34080,35629,1
4061,34080,35937,1
4062,34080,36251,1
4063,34080,36266,1
4064,34080,36289,1
4065,34080,36515,1
4066,34087,34803,1
4067,34087,35064,1
4068,34087,35291,1
4069,34087,35546,1
4070,34087,35638,1
4071,34087,36420,1
4072,34088,34587,1
4073,34088,35030,1
4074,34088,35937,1
4075,34088,35973,1
4076,34090,34164,1
4077,34090,34182,1
4078,34090,35074,1
4079,34090,35098,1
4080,34090,35264,1
4081,34090,35404,1
4082,34090,35449,1
4083,34090,36307,1
4084,34093,34117,1
4085,34093,34166,1
4086,34093,34180,1
4087,34093,34198,1
4088,34093,34363,1
4089,34093,34630,1
4090,34093,34719,1
4091,34093,34747,1
4092,34093,34955,1
4093,34093,34979,1
4094,34093,34992,1
4095,34093,35009,1
4096,34093,35062,1
4097,34093,35092,1
4098,34093,35102,1
4099,34093,35116,1
4100,34093,35264,2
4101,34093,35271,1
4102,34093,35300,1
4103,34093,35339,1
4104,34093,35404,1
4105,34093,35412,1
4106,34093,35524,1
4107,34093,35588,1
4108,34093,35913,1
4109,34093,35925,1
4110,34093,36001,1
4111,34093,36250,1
4112,34093,36488,1
4113,34094,34413,1
4114,34094,34481,1
4115,34094,35080,1
4116,34095,34166,1
4117,34095,34180,1
4118,34095,34363,1
4119,34095,34719,1
4120,34095,34747,1
4121,34095,34961,1
4122,34095,34992,1
4123,34095,35062,1
4124,34095,35116,1
4125,34095,35152,1
4126,34095,35300,1
4127,34095,35404,1
4128,34095,35412,1
4129,34097,34101,1
4130,34097,34218,1
4131,34097,34376,1
4132,34097,34495,1
4133,34097,34536,2
4134,34097,34713,2
4135,34097,34725,1
4136,34097,34728,1
4137,34097,34742,1
4138,34097,34746,1
4139,34097,34890,1
4140,34097,34955,2
4141,34097,34961,1
4142,34097,34990,1
4143,34097,34998,2
4144,34097,35002,1
4145,34097,35061,1
4146,34097,35068,1
4147,34097,35102,1
4148,34097,35123,1
4149,34097,35132,1
4150,34097,35133,1
4151,34097,35146,1
4152,34097,35232,1
4153,34097,35245,1
4154,34097,35271,1
4155,34097,35283,1
4156,34097,35290,1
4157,34097,35376,2
4158,34097,35384,1
4159,34097,35404,1
4160,34097,35588,2
4161,34097,35627,1
4162,34097,35716,1
4163,34097,35786,1
4164,34097,35873,1
4165,34097,35875,1
4166,34097,35931,1
4167,34097,35991,1
4168,34097,36059,2
4169,34097,36320,1
4170,34097,36327,1
4171,34097,36421,1
4172,34101,34101,1
4173,34101,34164,1
4174,34101,34182,1
4175,34101,34261,1
4176,34101,34298,1
4177,34101,34308,1
4178,34101,34313,1
4179,34101,34314,1
4180,34101,34331,1
4181,34101,34362,1
4182,34101,34536,1
4183,34101,34603,2
4184,34101,34619,1
4185,34101,34681,1
4186,34101,34700,1
4187,34101,34713,2
4188,34101,34717,1
4189,34101,34719,1
4190,34101,34727,1
4191,34101,34728,1
4192,34101,34733,1
4193,34101,34746,1
4194,34101,34751,1
4195,34101,34763,1
4196,34101,34794,1
4197,34101,34890,1
4198,34101,34955,6
4199,34101,34960,1
4200,34101,34961,1
4201,34101,34969,1
4202,34101,34988,1
4203,34101,34990,1
4204,34101,35009,2
4205,34101,35010,1
4206,34101,35022,1
4207,34101,35029,1
4208,34101,35030,1
4209,34101,35064,1
4210,34101,35068,1
4211,34101,35082,1
4212,34101,35102,1
4213,34101,35111,1
4214,34101,35123,1
4215,34101,35143,1
4216,34101,35157,1
4217,34101,35162,1
4218,34101,35168,1
4219,34101,35232,1
4220,34101,35245,2
4221,34101,35248,1
4222,34101,35250,2
4223,34101,35251,2
4224,34101,35253,1
4225,34101,35257,1
4226,34101,35264,1
4227,34101,35267,1
4228,34101,35271,1
4229,34101,35281,1
4230,34101,35290,1
4231,34101,35293,1
4232,34101,35362,1
4233,34101,35368,1
4234,34101,35376,5
4235,34101,35377,1
4236,34101,35380,1
4237,34101,35404,2
4238,34101,35412,1
4239,34101,35424,1
4240,34101,35442,1
4241,34101,35445,1
4242,34101,35455,1
4243,34101,35482,1
4244,34101,35517,1
4245,34101,35524,1
4246,34101,35588,2
4247,34101,35627,1
4248,34101,35629,1
4249,34101,35716,1
4250,34101,35777,1
4251,34101,35779,1
4252,34101,35783,1
4253,34101,35785,1
4254,34101,35873,1
4255,34101,35917,1
4256,34101,35931,1
4257,34101,35937,1
4258,34101,35940,1
4259,34101,35991,1
4260,34101,36000,1
4261,34101,36030,1
4262,34101,36271,1
4263,34101,36277,1
4264,34101,36289,1
4265,34101,36320,1
4266,34101,36337,1
4267,34101,36352,1
4268,34101,36383,1
4269,34101,36404,1
4270,34101,36415,1
4271,34101,36421,1
4272,34101,36426,1
4273,34101,36482,1
4274,34101,36515,1
4275,34117,34271,1
4276,34117,34286,1
4277,34117,34298,1
4278,34117,34391,1
4279,34117,34512,1
4280,34117,34664,1
4281,34117,34720,1
4282,34117,34786,1
4283,34117,34887,1
4284,34117,34955,2
4285,34117,34968,1
4286,34117,35026,1
4287,34117,35067,1
4288,34117,35102,1
4289,34117,35171,1
4290,34117,35178,1
4291,34117,35213,1
4292,34117,35240,1
4293,34117,35264,1
4294,34117,35279,1
4295,34117,35286,1
4296,34117,35290,1
4297,34117,35325,2
4298,34117,35362,1
4299,34117,35364,1
4300,34117,35376,1
4301,34117,35384,1
4302,34117,35404,1
4303,34117,35410,1
4304,34117,35464,1
4305,34117,35488,1
4306,34117,35496,1
4307,34117,35534,1
4308,34117,35588,3
4309,34117,35749,1
4310,34117,35781,1
4311,34117,35959,1
4312,34117,35974,1
4313,34117,35976,1
4314,34117,36241,1
4315,34117,36279,1
4316,34117,36328,1
4317,34118,34495,1
4318,34118,34536,1
4319,34118,34713,2
4320,34118,34955,1
4321,34118,35061,1
4322,34118,35102,1
4323,34118,35133,1
4324,34118,35146,1
4325,34118,35358,1
4326,34118,35376,1
4327,34118,35384,1
4328,34118,35514,1
4329,34118,35645,1
4330,34118,36059,1
4331,34118,36459,1
4332,34121,34187,1
4333,34121,34608,1
4334,34121,34887,1
4335,34121,35093,1
4336,34121,35102,1
4337,34121,35245,1
4338,34121,35250,1
4339,34121,35330,1
4340,34121,35376,1
4341,34121,35392,1
4342,34121,35407,1
4343,34121,35524,1
4344,34125,34741,1
4345,34125,35172,1
4346,34131,34362,1
4347,34131,34969,1
4348,34131,35078,1
4349,34131,35449,1
4350,34134,34218,1
4351,34134,34308,1
4352,34134,34391,1
4353,34134,34527,1
4354,34134,34735,1
4355,34134,34747,1
4356,34134,34757,1
4357,34134,34760,1
