,source,target,weight
5616,34342,35974,1
5617,34342,35976,1
5618,34343,34363,1
5619,34343,34719,1
5620,34343,34747,1
5621,34343,34961,1
5622,34343,34992,1
5623,34343,35062,1
5624,34343,35116,1
5625,34343,35152,1
5626,34343,35300,1
5627,34343,35404,1
5628,34343,35412,1
5629,34344,34404,1
5630,34344,34407,1
5631,34344,34413,1
5632,34344,34481,1
5633,34344,34504,1
5634,34344,34720,1
5635,34344,34803,1
5636,34344,34955,1
5637,34344,35080,1
5638,34344,35143,1
5639,34344,35224,1
5640,34344,35267,1
5641,34344,35286,1
5642,34344,35291,1
5643,34344,35376,1
5644,34344,35380,1
5645,34344,35420,1
5646,34344,35454,1
5647,34344,35557,1
5648,34344,35638,1
5649,34344,36313,1
5650,34344,36415,1
5651,34344,36420,1
5652,34353,34634,1
5653,34353,34648,1
5654,34353,34681,1
5655,34353,34955,1
5656,34353,35009,1
5657,34353,35050,1
5658,34353,35168,1
5659,34353,35264,1
5660,34353,35377,1
5661,34353,35384,1
5662,34353,35393,1
5663,34353,35418,1
5664,34353,35716,1
5665,34353,35776,1
5666,34353,35931,1
5667,34355,34750,1
5668,34355,34955,2
5669,34355,35259,1
5670,34355,35277,1
5671,34355,35288,1
5672,34355,35376,1
5673,34355,35587,1
5674,34355,35637,1
5675,34355,35825,1
5676,34355,35837,1
5677,34355,35872,1
5678,34357,34366,1
5679,34357,34418,1
5680,34357,34461,1
5681,34357,34519,1
5682,34357,34614,1
5683,34357,34955,2
5684,34357,35009,1
5685,34357,35010,1
5686,34357,35030,1
5687,34357,35143,1
5688,34357,35162,1
5689,34357,35240,1
5690,34357,35264,1
5691,34357,35283,1
5692,34357,35376,2
5693,34357,35384,1
5694,34357,35395,1
5695,34357,35416,1
5696,34357,35478,1
5697,34357,35588,1
5698,34357,35917,1
5699,34357,35937,1
5700,34357,36404,1
5701,34357,36488,1
5702,34358,34359,1
5703,34358,34565,1
5704,34358,34643,1
5705,34358,34648,1
5706,34358,35068,1
5707,34358,35264,1
5708,34358,35305,1
5709,34358,35424,1
5710,34358,35696,1
5711,34358,36014,1
5712,34358,36426,1
5713,34359,34454,1
5714,34359,34590,1
5715,34359,34955,1
5716,34359,34958,1
5717,34359,34961,1
5718,34359,35121,1
5719,34359,35266,1
5720,34359,35360,1
5721,34359,35376,1
5722,34359,35395,1
5723,34359,35532,1
5724,34359,35629,1
5725,34359,35656,1
5726,34359,35915,1
5727,34359,35973,1
5728,34359,36001,1
5729,34359,36377,1
5730,34362,34391,1
5731,34362,34750,1
5732,34362,35376,1
5733,34362,35629,1
5734,34362,36061,1
5735,34362,36319,1
5736,34362,36328,1
5737,34363,34713,1
5738,34363,34978,1
5739,34363,35009,1
5740,34363,35010,1
5741,34363,35068,1
5742,34363,35102,1
5743,34363,35161,1
5744,34363,35178,1
5745,34363,35240,1
5746,34363,35261,1
5747,34363,35264,1
5748,34363,35273,1
5749,34363,35282,1
5750,34363,35297,1
5751,34363,35325,1
5752,34363,35369,1
5753,34363,35380,1
5754,34363,35384,1
5755,34363,35385,1
5756,34363,35410,1
5757,34363,35427,1
5758,34363,35450,1
5759,34363,35588,1
5760,34363,35749,1
5761,34363,35781,1
5762,34363,35918,1
5763,34363,35936,1
5764,34363,35964,1
5765,34363,36061,1
5766,34363,36328,1
5767,34363,36446,1
5768,34366,34529,1
5769,34366,34536,1
5770,34366,34632,1
5771,34366,34786,1
5772,34366,34955,3
5773,34366,34968,1
5774,34366,35010,1
5775,34366,35026,1
5776,34366,35061,1
5777,34366,35067,1
5778,34366,35102,3
5779,34366,35164,1
5780,34366,35259,1
5781,34366,35264,2
5782,34366,35279,1
5783,34366,35286,1
5784,34366,35325,1
5785,34366,35364,1
5786,34366,35376,2
5787,34366,35384,1
5788,34366,35395,1
5789,34366,35404,1
5790,34366,35496,1
5791,34366,35524,1
5792,34366,35588,2
5793,34366,35851,1
5794,34366,36241,1
5795,34368,34395,1
5796,34368,34456,1
5797,34368,34634,1
5798,34368,34713,1
5799,34368,34955,1
5800,34368,35000,1
5801,34368,35168,1
5802,34368,35264,1
5803,34368,35274,1
5804,34368,35384,1
5805,34368,35418,1
5806,34368,35535,1
5807,34368,35776,1
5808,34368,35931,1
5809,34369,35172,2
5810,34369,35285,1
5811,34369,35381,1
5812,34369,35441,1
5813,34369,35464,1
5814,34369,35638,1
5815,34369,35740,1
5816,34369,35875,1
5817,34369,36281,1
5818,34372,35004,1
5819,34372,35125,1
5820,34372,36430,1
5821,34373,34454,1
5822,34373,34590,1
5823,34373,35266,1
5824,34373,35360,1
5825,34373,35376,1
5826,34373,35395,1
5827,34373,35532,1
5828,34373,35629,1
5829,34373,35656,1
5830,34373,35973,1
5831,34373,36001,1
5832,34373,36134,1
5833,34375,34395,1
5834,34375,34461,1
5835,34375,34479,1
5836,34375,34507,1
5837,34375,34634,1
5838,34375,34718,1
5839,34375,34735,1
5840,34375,34742,1
5841,34375,34747,1
5842,34375,34748,1
5843,34375,34757,1
5844,34375,34762,1
5845,34375,34955,4
5846,34375,34956,1
5847,34375,34959,1
5848,34375,35002,1
5849,34375,35009,1
5850,34375,35029,1
5851,34375,35087,1
5852,34375,35102,1
5853,34375,35145,1
5854,34375,35237,1
5855,34375,35261,1
5856,34375,35264,2
5857,34375,35290,1
5858,34375,35350,1
5859,34375,35358,1
5860,34375,35365,1
5861,34375,35376,2
5862,34375,35377,1
5863,34375,35404,1
5864,34375,35412,1
5865,34375,35416,1
5866,34375,35418,1
5867,34375,35420,1
5868,34375,35450,1
5869,34375,35454,1
5870,34375,35517,1
5871,34375,35524,1
5872,34375,35545,1
5873,34375,35557,1
5874,34375,35572,1
5875,34375,35588,1
5876,34375,35629,1
5877,34375,35724,1
5878,34375,35897,1
5879,34375,36128,1
5880,34375,36404,1
5881,34375,36471,1
5882,34375,36474,1
5883,34375,36484,1
5884,34375,36488,1
5885,34376,34955,1
5886,34376,35111,1
5887,34376,35286,1
5888,34376,35638,1
5889,34376,36319,1
5890,34376,36431,1
5891,34380,34461,1
5892,34380,34650,1
5893,34380,34654,1
5894,34380,34955,1
5895,34380,34961,1
5896,34380,35123,1
5897,34380,35178,1
5898,34380,35289,1
5899,34380,35384,1
5900,34380,35443,1
5901,34380,35478,1
5902,34380,35530,1
5903,34380,35549,1
5904,34380,36459,1
5905,34380,36488,1
5906,34380,36502,1
5907,34382,34395,1
5908,34382,34461,1
5909,34382,34507,1
5910,34382,34634,1
5911,34382,34718,1
5912,34382,34748,1
5913,34382,34955,2
5914,34382,34956,1
5915,34382,35002,1
5916,34382,35102,1
5917,34382,35237,1
5918,34382,35261,1
5919,34382,35264,1
5920,34382,35365,1
5921,34382,35376,1
5922,34382,35377,1
5923,34382,35454,1
5924,34382,35545,1
5925,34382,35557,1
5926,34382,35572,1
5927,34382,35629,1
5928,34382,36484,1
5929,34383,34525,1
5930,34383,34724,1
5931,34383,34955,2
5932,34383,35068,1
5933,34383,35075,1
5934,34383,35087,1
5935,34383,35261,1
5936,34383,35442,1
5937,34383,35534,1
5938,34391,34395,1
5939,34391,34456,1
5940,34391,34525,1
5941,34391,34713,1
5942,34391,34719,1
5943,34391,34955,3
5944,34391,34969,1
5945,34391,35000,1
5946,34391,35001,1
5947,34391,35028,1
5948,34391,35102,1
5949,34391,35248,1
5950,34391,35274,1
5951,34391,35285,1
5952,34391,35350,1
5953,34391,35376,1
5954,34391,35384,1
5955,34391,35424,1
5956,34391,35442,1
5957,34391,35460,1
5958,34391,35497,1
5959,34391,35535,1
5960,34391,35588,1
5961,34391,35781,1
5962,34391,35820,1
5963,34391,35957,1
5964,34391,36065,1
5965,34391,36429,1
5966,34391,36457,1
5967,34391,36476,1
5968,34395,34407,1
5969,34395,34461,1
5970,34395,34507,2
5971,34395,34603,1
5972,34395,34634,2
5973,34395,34683,1
5974,34395,34742,1
5975,34395,34955,2
5976,34395,34956,1
5977,34395,35036,1
5978,34395,35050,1
5979,34395,35102,2
5980,34395,35123,1
5981,34395,35228,1
5982,34395,35261,1
5983,34395,35264,1
5984,34395,35267,1
5985,34395,35365,1
5986,34395,35376,1
5987,34395,35377,1
5988,34395,35378,1
5989,34395,35412,1
5990,34395,35420,1
5991,34395,35454,1
5992,34395,35460,1
5993,34395,35557,3
5994,34395,35724,1
5995,34395,35912,1
5996,34395,35937,1
5997,34395,36356,1
5998,34395,36375,1
5999,34395,36383,1
6000,34404,34654,1
6001,34404,34717,1
6002,34404,34742,1
6003,34404,34745,1
6004,34404,34961,1
6005,34404,34988,1
6006,34404,35034,1
6007,34404,35102,1
6008,34404,35123,1
6009,34404,35242,1
6010,34404,35384,1
6011,34404,35404,1
6012,34404,35443,1
6013,34404,35449,1
6014,34404,35549,1
6015,34404,35915,1
6016,34404,36247,1
6017,34404,36415,1
6018,34404,36459,1
6019,34404,36476,1
6020,34407,34507,1
6021,34407,34718,1
6022,34407,34748,1
6023,34407,34955,1
6024,34407,35002,1
6025,34407,35034,1
6026,34407,35237,1
6027,34407,35376,1
6028,34407,35545,1
6029,34407,35572,1
6030,34407,35629,1
6031,34407,35915,1
6032,34407,36247,1
6033,34407,36476,1
6034,34407,36484,1
6035,34409,34565,1
6036,34409,35629,1
6037,34409,36152,1
6038,34413,34741,1
6039,34413,35102,1
6040,34413,35250,1
6041,34413,35300,1
6042,34418,34786,1
6043,34418,35074,1
6044,34418,35125,1
6045,34418,35246,1
6046,34431,34615,1
6047,34431,34955,1
6048,34431,35092,1
6049,34431,35131,1
6050,34431,35140,1
6051,34431,35169,1
6052,34431,35454,1
6053,34431,36329,1
6054,34435,34461,1
6055,34435,34650,1
6056,34435,34654,1
6057,34435,34955,1
6058,34435,34961,1
6059,34435,34971,1
6060,34435,35123,1
6061,34435,35178,1
6062,34435,35209,1
6063,34435,35274,1
6064,34435,35289,1
6065,34435,35384,1
6066,34435,35443,1
6067,34435,35478,1
6068,34435,35530,1
6069,34435,35549,1
6070,34435,35749,1
6071,34435,35856,1
6072,34435,35935,1
6073,34435,36378,1
6074,34435,36459,1
6075,34435,36488,1
6076,34435,36502,1
6077,34452,34530,1
6078,34452,34750,1
6079,34452,34984,1
6080,34452,35169,1
6081,34452,35376,1
6082,34454,34643,1
6083,34454,34648,1
6084,34454,34768,1
6085,34454,34776,1
6086,34454,35068,1
6087,34454,35096,1
6088,34454,35264,1
6089,34454,35285,1
6090,34454,35305,1
6091,34454,35362,1
6092,34454,35384,1
6093,34454,35424,1
6094,34454,35545,1
6095,34454,35696,1
6096,34454,35937,1
6097,34454,36399,1
6098,34456,34507,1
6099,34456,34603,1
6100,34456,35102,1
6101,34456,35557,1
6102,34456,35724,1
6103,34456,36383,1
6104,34458,34587,1
6105,34458,34640,1
6106,34458,34713,1
6107,34458,34718,1
6108,34458,34719,1
6109,34458,34955,1
6110,34458,34989,1
6111,34458,35003,1
6112,34458,35052,1
6113,34458,35161,1
6114,34458,35203,1
6115,34458,35234,1
6116,34458,35285,1
6117,34458,35286,1
6118,34458,35330,1
6119,34458,35368,1
6120,34458,35369,1
6121,34458,35376,2
6122,34458,35442,1
6123,34458,35724,1
6124,34458,36421,1
6125,34458,36477,1
6126,34458,36486,1
6127,34461,34507,1
6128,34461,34536,1
6129,34461,34634,1
6130,34461,34713,1
6131,34461,34768,1
6132,34461,34786,1
6133,34461,34955,5
6134,34461,34982,1
6135,34461,35001,1
6136,34461,35020,1
6137,34461,35074,1
6138,34461,35102,2
6139,34461,35125,1
6140,34461,35162,1
6141,34461,35169,1
6142,34461,35178,1
6143,34461,35228,1
6144,34461,35264,1
6145,34461,35279,1
6146,34461,35282,1
6147,34461,35371,1
6148,34461,35378,1
6149,34461,35384,1
6150,34461,35412,1
6151,34461,35425,1
6152,34461,35442,1
6153,34461,35445,1
6154,34461,35449,1
6155,34461,35454,1
6156,34461,35460,1
6157,34461,35461,1
6158,34461,35534,1
6159,34461,35557,1
6160,34461,35588,1
6161,34461,35638,1
6162,34461,35781,1
6163,34461,35788,1
6164,34461,35792,1
6165,34461,35820,1
6166,34461,35856,1
6167,34461,35875,1
6168,34461,35912,1
6169,34461,35915,1
6170,34461,35937,1
6171,34461,36065,1
6172,34461,36179,1
6173,34461,36241,1
6174,34461,36329,1
6175,34461,36356,1
6176,34461,36425,1
6177,34461,36452,1
6178,34461,36488,2
6179,34479,34577,1
6180,34479,34778,1
6181,34479,34955,1
6182,34479,35082,1
6183,34479,35102,1
6184,34479,35111,1
6185,34479,35232,1
6186,34479,35376,1
6187,34479,35388,1
6188,34480,35245,1
6189,34480,35246,1
6190,34480,35380,1
6191,34480,36371,1
6192,34480,36410,1
6193,34481,34741,1
6194,34481,35102,1
6195,34481,35250,1
6196,34481,35300,1
6197,34495,34619,1
6198,34495,34700,1
6199,34495,34713,1
6200,34495,34719,1
6201,34495,34763,1
6202,34495,34955,1
6203,34495,35009,1
6204,34495,35022,1
6205,34495,35149,1
6206,34495,35245,1
6207,34495,35293,1
6208,34495,35369,1
6209,34495,35376,1
6210,34495,35377,1
6211,34495,35458,1
6212,34495,35517,1
6213,34495,35529,1
6214,34495,35588,1
6215,34495,35629,1
6216,34495,35937,1
6217,34495,36251,1
6218,34495,36266,1
6219,34495,36289,1
6220,34495,36515,1
6221,34502,34735,1
6222,34502,34747,1
6223,34502,34757,1
6224,34502,34955,1
6225,34502,34959,1
6226,34502,35009,1
6227,34502,35264,1
6228,34502,35290,1
6229,34502,35350,1
6230,34502,35376,1
6231,34502,35404,1
6232,34502,35412,1
6233,34502,35416,1
6234,34502,35420,1
6235,34502,35450,1
6236,34502,35588,1
6237,34502,35897,1
6238,34502,36128,1
6239,34502,36404,1
6240,34502,36488,1
6241,34504,34580,1
6242,34504,34802,1
6243,34504,35239,1
6244,34504,36402,1
6245,34504,36471,1
6246,34507,34507,1
6247,34507,34634,3
6248,34507,34713,1
6249,34507,34718,1
6250,34507,34748,1
6251,34507,34955,5
6252,34507,34956,1
6253,34507,35000,1
6254,34507,35001,1
6255,34507,35002,1
6256,34507,35102,2
6257,34507,35168,1
6258,34507,35228,1
6259,34507,35237,1
6260,34507,35261,1
6261,34507,35264,2
6262,34507,35267,1
6263,34507,35274,1
6264,34507,35365,1
6265,34507,35376,1
6266,34507,35377,1
6267,34507,35378,1
6268,34507,35384,1
6269,34507,35412,1
6270,34507,35418,1
6271,34507,35420,1
6272,34507,35454,1
6273,34507,35460,1
6274,34507,35535,1
6275,34507,35545,1
6276,34507,35557,3
6277,34507,35572,1
6278,34507,35629,1
6279,34507,35776,1
6280,34507,35781,1
6281,34507,35820,1
6282,34507,35912,1
6283,34507,35931,1
6284,34507,35937,1
6285,34507,36065,1
6286,34507,36356,1
6287,34507,36484,1
6288,34512,34719,1
6289,34512,34728,1
6290,34512,34890,1
6291,34512,35170,1
6292,34512,35233,1
6293,34512,35250,1
6294,34512,35271,1
6295,34512,35376,1
6296,34512,35404,1
6297,34512,35627,1
6298,34512,35752,1
6299,34512,35873,1
6300,34512,35931,1
6301,34512,36421,1
6302,34513,34654,1
6303,34513,35125,1
6304,34513,35993,1
6305,34515,34713,1
6306,34515,34720,1
6307,34515,34971,1
6308,34515,35143,1
6309,34515,35548,1
6310,34515,35856,1
6311,34515,35935,1
6312,34515,36425,1
6313,34519,34786,1
6314,34519,34982,1
6315,34519,35074,1
6316,34519,35125,1
6317,34519,35856,1
6318,34519,35875,1
6319,34524,34982,1
6320,34524,35172,1
6321,34524,35264,1
6322,34525,34527,1
6323,34525,34581,1
6324,34525,34760,1
6325,34525,34955,1
6326,34525,35171,1
6327,34525,35289,1
6328,34525,35290,1
6329,34525,35362,1
6330,34525,35380,1
6331,34525,35407,1
6332,34525,35447,1
6333,34525,35464,1
6334,34525,35488,1
6335,34525,35524,1
6336,34525,35534,1
6337,34525,35545,1
6338,34525,35588,2
6339,34525,35629,1
6340,34525,35788,1
6341,34525,35836,1
6342,34525,35959,1
6343,34525,36061,1
6344,34525,36266,1
6345,34525,36279,1
6346,34525,36319,1
6347,34525,36459,1
6348,34525,36488,1
6349,34527,34719,1
6350,34527,34735,1
6351,34527,35002,1
6352,34527,35028,1
6353,34527,35213,1
6354,34527,35285,1
6355,34527,35350,1
6356,34527,35376,1
6357,34527,35442,1
6358,34527,35478,1
6359,34527,35481,1
6360,34527,35710,1
6361,34527,35955,1
6362,34527,35957,1
6363,34527,36001,1
6364,34527,36425,1
6365,34527,36429,1
6366,34527,36449,1
6367,34527,36471,1
6368,34527,36476,1
6369,34529,34614,1
6370,34529,34955,2
6371,34529,35009,1
6372,34529,35010,1
6373,34529,35030,1
6374,34529,35143,1
6375,34529,35240,1
6376,34529,35264,1
6377,34529,35283,1
6378,34529,35376,1
6379,34529,35384,1
6380,34529,35395,1
6381,34529,35416,1
6382,34529,35478,1
6383,34529,35588,1
6384,34529,35917,1
6385,34529,35937,1
6386,34529,36488,1
6387,34530,36336,1
6388,34532,34713,1
6389,34532,34955,1
6390,34532,35245,1
6391,34532,35246,1
6392,34532,35380,1
6393,34532,35442,1
6394,34532,35686,1
6395,34532,35797,1
6396,34532,36410,1
6397,34536,34603,1
6398,34536,34614,1
6399,34536,34619,2
6400,34536,34650,1
6401,34536,34654,1
6402,34536,34700,2
6403,34536,34713,2
6404,34536,34719,1
6405,34536,34735,1
6406,34536,34747,1
6407,34536,34757,1
6408,34536,34763,2
6409,34536,34955,7
6410,34536,34959,1
6411,34536,34961,1
6412,34536,35009,4
6413,34536,35010,1
6414,34536,35022,2
6415,34536,35030,1
6416,34536,35068,1
6417,34536,35123,1
6418,34536,35143,1
6419,34536,35149,1
6420,34536,35162,1
6421,34536,35168,1
6422,34536,35178,1
6423,34536,35240,1
6424,34536,35245,2
6425,34536,35251,1
6426,34536,35257,1
6427,34536,35264,2
6428,34536,35283,1
6429,34536,35289,1
6430,34536,35290,1
6431,34536,35293,2
6432,34536,35350,1
6433,34536,35369,1
6434,34536,35376,4
6435,34536,35377,2
6436,34536,35384,2
6437,34536,35395,1
6438,34536,35404,1
6439,34536,35412,2
6440,34536,35416,2
6441,34536,35420,1
6442,34536,35443,1
6443,34536,35450,1
6444,34536,35455,1
6445,34536,35458,1
6446,34536,35478,2
6447,34536,35517,2
6448,34536,35529,1
6449,34536,35530,1
6450,34536,35549,1
6451,34536,35588,5
6452,34536,35629,2
6453,34536,35777,1
6454,34536,35897,1
6455,34536,35917,1
6456,34536,35937,3
6457,34536,36000,1
6458,34536,36128,1
6459,34536,36251,1
6460,34536,36266,1
6461,34536,36289,2
6462,34536,36404,1
6463,34536,36426,1
6464,34536,36459,1
6465,34536,36488,3
6466,34536,36502,1
6467,34536,36515,2
6468,34553,34575,1
6469,34553,35143,1
6470,34553,35245,1
6471,34553,35250,2
6472,34553,35259,1
6473,34553,35380,1
6474,34553,35716,1
6475,34553,35917,1
6476,34553,35940,1
6477,34553,36271,1
6478,34553,36281,1
6479,34553,36352,1
6480,34565,34648,1
6481,34565,34681,1
6482,34565,34955,1
6483,34565,34958,1
6484,34565,34961,1
6485,34565,35009,1
6486,34565,35050,1
6487,34565,35121,1
6488,34565,35250,1
6489,34565,35324,1
6490,34565,35377,1
6491,34565,35393,1
6492,34565,35716,1
6493,34565,35915,1
6494,34565,36128,1
6495,34565,36377,1
6496,34575,34622,1
6497,34575,34713,1
6498,34575,34719,1
6499,34575,34750,1
6500,34575,34975,1
6501,34575,34978,1
6502,34575,34990,1
6503,34575,35102,1
6504,34575,35123,1
6505,34575,35250,1
6506,34575,35289,2
6507,34575,35376,1
6508,34575,35384,1
6509,34575,35436,1
6510,34575,35482,1
6511,34575,35545,1
6512,34575,36001,1
6513,34575,36476,1
6514,34577,34742,1
6515,34577,34762,1
6516,34577,34955,1
6517,34577,35029,1
6518,34577,35087,1
6519,34577,35145,1
6520,34577,35358,1
6521,34577,35517,1
6522,34577,35524,1
6523,34577,35724,1
6524,34577,36474,1
6525,34580,34720,1
6526,34580,36313,1
6527,34581,34713,1
6528,34581,34720,1
6529,34581,34724,1
6530,34581,34955,1
6531,34581,35068,1
6532,34581,35087,1
6533,34581,35143,1
6534,34581,35442,1
6535,34581,35534,1
6536,34581,35548,1
6537,34581,36425,1
6538,34582,34776,1
6539,34582,35130,1
6540,34582,35289,1
6541,34582,35420,1
6542,34582,35557,1
6543,34582,35944,1
6544,34583,34622,1
6545,34583,35102,1
6546,34583,35289,2
6547,34583,35376,1
6548,34583,35384,1
6549,34583,35436,1
6550,34583,35482,1
6551,34583,35545,1
6552,34583,36001,1
6553,34585,34614,1
6554,34585,34955,1
6555,34585,35038,1
6556,34585,35068,1
6557,34585,35133,1
6558,34585,35178,1
6559,34585,35420,1
6560,34585,35453,1
6561,34585,35860,1
6562,34585,36472,1
6563,34587,34724,1
6564,34587,34763,1
6565,34587,34765,1
6566,34587,34955,2
6567,34587,35008,1
6568,34587,35029,1
6569,34587,35078,1
6570,34587,35102,1
6571,34587,35133,1
6572,34587,35285,1
6573,34587,35376,2
6574,34587,35404,1
6575,34587,35449,1
6576,34587,35452,1
6577,34587,35464,1
6578,34587,35483,1
6579,34587,35937,1
6580,34587,35941,1
6581,34587,36257,1
6582,34587,36276,1
6583,34590,34643,1
6584,34590,34648,1
6585,34590,34768,1
6586,34590,34776,1
6587,34590,35068,1
6588,34590,35096,1
6589,34590,35264,1
6590,34590,35285,1
6591,34590,35305,1
6592,34590,35362,1
6593,34590,35384,1
6594,34590,35424,1
6595,34590,35545,1
6596,34590,35696,1
6597,34590,35937,1
6598,34590,36399,1
6599,34600,34634,1
6600,34600,34648,1
6601,34600,34681,1
6602,34600,34955,1
6603,34600,35009,1
6604,34600,35050,1
6605,34600,35168,1
6606,34600,35264,1
6607,34600,35377,1
6608,34600,35384,1
6609,34600,35393,1
6610,34600,35418,1
6611,34600,35716,1
6612,34600,35776,1
6613,34600,35931,1
6614,34601,34697,1
6615,34601,34779,1
6616,34601,34955,1
6617,34601,35102,1
6618,34601,35159,1
6619,34601,35175,1
6620,34601,35245,1
6621,34601,35259,1
6622,34601,35369,1
6623,34601,35376,1
6624,34601,35546,1
6625,34601,35733,1
6626,34603,34632,1
6627,34603,34634,1
6628,34603,34713,2
6629,34603,34725,1
6630,34603,34728,1
6631,34603,34751,1
6632,34603,34955,3
6633,34603,34961,1
6634,34603,34990,1
6635,34603,35000,1
6636,34603,35064,1
6637,34603,35102,2
6638,34603,35123,1
6639,34603,35164,1
6640,34603,35168,1
6641,34603,35232,1
6642,34603,35236,1
6643,34603,35253,1
6644,34603,35264,3
6645,34603,35267,1
6646,34603,35274,1
6647,34603,35279,1
6648,34603,35290,1
6649,34603,35359,1
6650,34603,35380,1
6651,34603,35384,1
6652,34603,35395,1
6653,34603,35404,1
6654,34603,35412,2
6655,34603,35418,1
6656,34603,35524,1
6657,34603,35535,1
6658,34603,35588,2
6659,34603,35716,1
6660,34603,35776,1
6661,34603,35841,1
6662,34603,35851,1
6663,34603,35931,1
6664,34603,35937,1
6665,34603,35991,1
6666,34603,36320,1
6667,34603,36462,1
6668,34603,36463,1
6669,34603,36469,1
6670,34603,36484,1
6671,34607,34634,1
6672,34607,34648,1
6673,34607,34681,1
6674,34607,34955,1
6675,34607,35009,1
6676,34607,35050,1
6677,34607,35168,1
6678,34607,35264,1
6679,34607,35377,1
6680,34607,35384,1
6681,34607,35393,1
6682,34607,35418,1
6683,34607,35716,1
6684,34607,35776,1
6685,34607,35931,1
6686,34608,34625,1
6687,34608,34713,1
6688,34608,34728,1
6689,34608,34735,1
6690,34608,34763,1
6691,34608,34990,1
6692,34608,35009,1
6693,34608,35168,1
6694,34608,35169,1
6695,34608,35172,1
6696,34608,35261,1
6697,34608,35264,1
6698,34608,35384,1
6699,34608,35498,1
6700,34608,35641,1
6701,34608,35712,1
6702,34608,36516,1
6703,34613,34720,1
6704,34613,34742,1
6705,34613,35239,1
6706,34613,35974,1
6707,34613,35976,1
6708,34614,34955,3
6709,34614,35010,1
6710,34614,35026,1
6711,34614,35061,1
6712,34614,35102,1
6713,34614,35259,1
6714,34614,35279,1
6715,34614,35286,1
6716,34614,35364,1
6717,34614,35368,1
6718,34614,35369,1
6719,34614,35376,1
6720,34614,35404,1
6721,34614,35418,1
6722,34614,36241,1
6723,34615,34802,1
6724,34615,34955,4
6725,34615,35091,1
6726,34615,35121,1
6727,34615,35169,1
6728,34615,35172,1
6729,34615,35454,1
6730,34615,35640,1
6731,34615,36277,1
6732,34615,36295,1
6733,34615,36310,1
6734,34615,36329,1
6735,34615,36393,1
6736,34615,36452,1
6737,34619,34713,1
6738,34619,34955,1
6739,34619,34961,1
6740,34619,34990,1
6741,34619,35061,1
6742,34619,35102,1
6743,34619,35123,1
6744,34619,35133,1
6745,34619,35146,1
6746,34619,35232,1
6747,34619,35290,1
6748,34619,35384,1
6749,34619,35716,1
6750,34619,35991,1
6751,34619,36059,1
6752,34619,36320,1
6753,34622,34802,1
6754,34622,34961,1
6755,34622,35009,1
6756,34622,35050,1
6757,34622,35096,1
6758,34622,35178,1
6759,34622,35243,1
6760,34622,35250,1
6761,34622,35261,1
6762,34622,35282,1
6763,34622,35380,1
6764,34622,35837,1
6765,34622,35937,1
6766,34622,35942,1
6767,34622,35969,1
6768,34622,36037,1
6769,34625,34998,1
6770,34625,35102,1
6771,34625,35245,1
6772,34625,35250,1
6773,34625,35376,2
6774,34625,35407,1
6775,34625,35524,1
6776,34625,35588,1
6777,34625,36059,1
6778,34630,34955,1
6779,34630,35161,1
6780,34630,35162,1
6781,34630,35261,1
6782,34630,35376,1
6783,34630,35392,1
6784,34630,35465,2
6785,34630,35545,1
6786,34630,35945,1
6787,34632,34887,1
6788,34632,34955,1
6789,34632,34960,1
6790,34632,35025,1
6791,34632,35125,1
6792,34632,35384,1
6793,34632,35447,1
6794,34632,35450,1
6795,34632,35694,1
6796,34632,36459,1
6797,34632,36471,1
6798,34634,34634,1
6799,34634,34713,1
6800,34634,34718,1
6801,34634,34748,1
6802,34634,34750,1
6803,34634,34955,4
6804,34634,34956,1
6805,34634,35002,1
6806,34634,35068,1
6807,34634,35102,2
6808,34634,35162,1
6809,34634,35178,1
6810,34634,35228,1
6811,34634,35237,1
6812,34634,35261,1
6813,34634,35264,2
6814,34634,35365,1
6815,34634,35371,1
6816,34634,35376,1
6817,34634,35377,1
6818,34634,35378,1
6819,34634,35412,1
6820,34634,35442,1
6821,34634,35449,1
6822,34634,35454,1
6823,34634,35460,1
6824,34634,35478,1
6825,34634,35532,1
6826,34634,35545,1
6827,34634,35557,2
6828,34634,35572,1
6829,34634,35629,1
6830,34634,35724,1
6831,34634,35788,1
6832,34634,35792,1
6833,34634,35912,1
6834,34634,35937,1
6835,34634,36179,1
6836,34634,36241,1
6837,34634,36356,1
6838,34634,36383,1
6839,34634,36484,1
6840,34640,34765,1
6841,34640,34955,2
6842,34640,35029,1
6843,34640,35102,1
6844,34640,35133,1
6845,34640,35285,1
6846,34640,35376,1
6847,34640,35404,1
6848,34640,35452,1
6849,34640,35464,1
6850,34640,35937,1
6851,34640,35941,1
6852,34643,34955,1
6853,34643,34958,1
6854,34643,34961,1
6855,34643,35121,1
6856,34643,35266,1
6857,34643,35360,1
6858,34643,35376,1
6859,34643,35395,1
6860,34643,35532,1
6861,34643,35629,1
6862,34643,35656,1
6863,34643,35915,1
6864,34643,35973,1
6865,34643,36001,1
6866,34643,36377,1
6867,34647,34713,1
6868,34647,34802,1
6869,34647,34887,1
6870,34647,34955,2
6871,34647,35009,1
6872,34647,35093,1
6873,34647,35096,1
6874,34647,35172,1
6875,34647,35243,1
6876,34647,35282,1
6877,34647,35295,1
6878,34647,35330,1
6879,34647,35358,1
6880,34647,35376,1
6881,34647,35392,1
6882,34647,35412,1
6883,34647,35640,1
6884,34647,35937,1
6885,34647,35969,1
6886,34648,34750,1
6887,34648,34955,2
