year,date,lat,lon,news,cassualties,url,neighborhood,x,y,cve_mun,nom_mun,cve_loc,nom_loc
2017,2017-09-27,25.729149300000003,-100.0825887,Lo asesinan de un balazo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1219098&v=10&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1219098&v=10,,2691489.7461744114,1521254.3926037913,41,Pesquería,8,Dulces Nombres (La Lajita)
2017,2017-09-10,25.730613,-100.1662,Lo ejecutan frente a su esposa mientras conducía,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1206434&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1206434&v=3,JOYAS DEL PEDREGAL,2683137.980043731,1521306.5657842872,6,Apodaca,1,Ciudad Apodaca
2017,2017-09-19,25.7575002,-100.1696314,Ejecutan a dueño de bar,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1213064&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1213064&v=6,PUEBLO NUEVO 5TO SECT,2682757.4770285403,1524266.570768113,6,Apodaca,1,Ciudad Apodaca
2017,2017-09-18,25.777628,-100.2318861,Ejecutan a ex reo al salir de restaurante,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1212099&v=7&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1212099&v=7,RES EBANOS 10MO SECT,2676514.4696764364,1526407.785419545,6,Apodaca,1,Ciudad Apodaca
2017,2017-09-20,25.719692,-100.218417,Matan a ganadero en Paseo La Fe,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1214071&v=9&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1214071&v=9,LA FE,2677938.4014231865,1520036.782153069,46,San Nicolás de los Garza,1,San Nicolás de los Garza
2017,2017-09-19,25.7135796,-100.2315609,Acribillan a 2 en sus autos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1212665&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1212665&v=5,PARQUE LA TALAVERNA,2676634.0104612317,1519346.6383630128,46,San Nicolás de los Garza,1,San Nicolás de los Garza
2017,2017-09-30,25.658364,-100.2244067,Ejecutan a un ganadero,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1221907&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1221907&v=6,RAFAEL RAMIREZ,2677423.9133577114,1513268.0595216197,26,Guadalupe,1,Guadalupe
2017,2017-09-28,25.673914,-100.2573399,Catean empresa; hallan a asesinado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1219950&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1219950&v=3,CENTRO DE GUADALUPE,2674112.436983924,1514942.02964942,26,Guadalupe,1,Guadalupe
2017,2017-09-24,25.6356682,-100.2681324,Matan a albañil desde vehículo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1217282&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1217282&v=5,COUNTRY LA SILLA,2673085.1088243537,1510712.5340076115,26,Guadalupe,1,Guadalupe
2017,2017-09-16,25.7082994,-100.3185625,Hieren a niña de 9 años en ejecución,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1210814&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1210814&v=4,HIDALGO,2667951.410653316,1518659.976245249,39,Monterrey,1,Monterrey
2017,2017-09-24,25.6849664,-100.4432238,Viaja en taxi y lo ejecutan,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1217680&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1217680&v=2,CONJUNTO HAB MARTIRES DE CANANEA,2655527.9738995656,1515946.91997943,48,Santa Catarina,1,Ciudad Santa Catarina
2017,2017-09-14,25.768176,-100.3911197,Hallan cuerpo de ejecutada en una bolsa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1209950&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1209950&v=2,GIRASOL,2660630.241034944,1525178.4810995061,39,Monterrey,1,Monterrey
2017,2017-09-19,25.7858716,-100.3848772,Ejecutan a hombre en su auto,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1212656&v=8&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1212656&v=8,BARRIO TOPO CHICO,2661231.491526735,1527136.5589694148,39,Monterrey,1,Monterrey
2017,2017-09-23,25.840183,-100.373458,Entran a casa y ejecutan a hombre,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1217037&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1217037&v=4,,2662303.4592318363,1533137.853837461,21,General Escobedo,1,Ciudad General Escobedo
2017,2017-10-23,25.6453581,-100.0538208,Irrumpen reunión y ejecutan a dos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1239998&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1239998&v=4,,2694487.950913887,1512055.4140138826,,,,
2017,2017-10-25,25.7316437,-100.1389334,Ejecutan a dueño de depósito,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1241826&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1241826&v=5,,2685859.415083193,1521455.2782126947,6,Apodaca,174,Campestre Huinalá
2017,2017-10-06,25.620259,-100.181838,Muere baleado frente a esposa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1226281&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1226281,LOMAS DE SANTA MONICA 1RA SECC,2681730.5693470123,1509120.522851849,31,Juárez,45,Jardines de la Silla (Jardines)
2017,2017-10-01,25.76512,-100.191457,Acribillan a hombre en estacionamiento,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1222663&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1222663&v=2,PARQUE INDUSTRIAL APODACA ASTEC,2680567.770089332,1525079.0403459736,6,Apodaca,1,Ciudad Apodaca
2017,2017-10-14,25.6927546,-100.2115008,Ejecutan a 2 en Morones,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1232680&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1232680&v=6,LAS QUINTAS,2678666.1690169587,1517075.5416738864,26,Guadalupe,1,Guadalupe
2017,2017-10-12,25.7711086,-100.2536804,Ejecutan a uno afuera de tienda,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1231644&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1231644&v=3,HACIENDA LOS PINOS 3ER SECT,2674347.5606061616,1525662.3237604927,6,Apodaca,1,Ciudad Apodaca
2017,2017-10-03,25.7671894,-100.2564035,Lanzan desde taxis 2 ataques a balazos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1224136&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1224136&v=4,FRACC ENRAMADA 5TO SECTC,2674080.9610884967,1525226.9021202414,6,Apodaca,1,Ciudad Apodaca
2017,2017-10-03,25.6774279,-100.2717929,Muere en hospital hombre baleado con dos familiares,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1223958&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1223958&v=5,ESMERALDA,2672663.8124637255,1515311.9550855483,26,Guadalupe,1,Guadalupe
2017,2017-10-24,25.6916807,-100.3148255,Usan pistoleros taxi para levantar y matar,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1240197&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1240197&v=5,OBRERISTA,2668346.1954373205,1516832.145175913,39,Monterrey,1,Monterrey
2017,2017-10-17,25.6907133,-100.3168703,Deja un muerto ataque a balazos,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1235367&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1235367&v=4,OBRERISTA,2668143.184353294,1516723.0912906718,39,Monterrey,1,Monterrey
2017,2017-10-23,25.6535872,-100.3067387,Asesinan a una mujer en la Independencia,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1240033&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1240033&v=2,NUEVO CROC INFONAVIT,2669203.601794952,1512641.9443997098,39,Monterrey,1,Monterrey
2017,2017-10-14,25.65663,-100.324485,Lo matan de un tiro en la Independencia,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1232955&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1232955&v=6,INDEPENDENCIA,2667426.417867967,1512956.5745496126,39,Monterrey,1,Monterrey
2017,2017-10-14,25.724658,-100.343829,Asesinan a interno en el Topo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1232751&v=7&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1232751&v=7,SIMON BOLIVAR,2665406.935914349,1520434.1743021363,39,Monterrey,1,Monterrey
2017,2017-10-04,25.7410304,-100.3371349,Muere un baleado en Tierra y Libertad,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1224621&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1224621&v=2,TIERRA Y LIBERTAD SECT NORTE,2666054.5364457667,1522247.018569235,39,Monterrey,1,Monterrey
2017,2017-10-24,25.6682173,-100.4057399,Fallece tras ser baleado en San Pedro,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1240243&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1240243&v=4,RINCON COLONIAL,2659293.135707961,1514141.4899343266,19,San Pedro Garza García,1,San Pedro Garza García
2017,2017-10-30,25.657157100000006,-100.449628,Alarma ejecución cerca de colegio,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1245590&v=17&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1245590&v=17,JOSE MARIA MORELOS,2654921.338711572,1512874.0508695708,48,Santa Catarina,1,Ciudad Santa Catarina
2017,2017-10-31,25.7675799,-100.3603683,Asesinan a 2 en 15 minutos sicarios en taxi,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1246059&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1246059&v=2,BENITO JUAREZ I,2663701.072684515,1525147.528001299,39,Monterrey,1,Monterrey
2017,2017-10-06,25.7691108,-100.3656988,Muere baleado frente a su esposa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1226281&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1226281,EL PORVENIR,2663166.9743382675,1525310.2453423308,39,Monterrey,1,Monterrey
2017,2017-10-01,25.7969759,-100.3784262,Matan a tío y sobrino en ataque a balazos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1222734&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1222734&v=4,NUEVA ESCOBEDO,2661861.59896847,1528368.171895496,21,General Escobedo,1,Ciudad General Escobedo
2017,2017-10-05,25.846478,-100.39511,Otra vez desde taxi: acribillan a un menor,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1225192&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1225192,LOS NARANJOS,2660135.251434389,1533807.623744877,21,General Escobedo,1,Ciudad General Escobedo
2017,2017-11-17,25.543472,-99.954435,Hallan muerto a hombre,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1259356&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1259356&v=2,,2704579.442431102,1500961.9735824575,9,Cadereyta Jiménez,41,Chihuahua
2017,2017-11-26,25.5810189,-100.0068584,Ejecutan a menor,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1265704&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1265704&v=2,DELIA,2699279.33200775,1505027.1445868162,9,Cadereyta Jiménez,1,Cadereyta Jiménez
2017,2017-11-04,25.597671,-100.110527,Tiran en lona a un mutilado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1249053&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1249053&v=3,,2688890.7138563856,1506722.5483664526,,,,
2017,2017-11-19,25.618662,-100.13955,"Lo engañan, entran a su casa y lo asesinan",1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1260537&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1260537&v=4,MONTE KRISTAL,2685959.427231741,1508998.674633992,31,Juárez,313,Arboledas de San Roque
2017,2017-11-12,25.667004,-100.1353494,Someten y ejecutan a albañil,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1255247&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1255247&v=2,31 DE DICIEMBRE,2686309.977178468,1514333.5122738043,31,Juárez,1,Ciudad Benito Juárez
2017,2017-11-09,25.508172,-100.191861,Tiran en Santiago a un ejecutado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1252571&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1252571&v=6,FRACC EL FAISAN,2680884.5813170224,1496751.688209596,49,Santiago,1,Santiago
2017,2017-11-07,25.6878909,-100.206778,Ejecutan a hombre en Morones Prieto,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1251375&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1251375&v=5,VALLE HERMOSO 2DO SECT,2679144.6440524436,1516545.2188643513,26,Guadalupe,1,Guadalupe
2017,2017-11-30,25.6902481,-100.288366,Disparan de auto y ejecutan a cuatro,4.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1268925&v=11&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1268925&v=11,TAMPICO,2670991.217035183,1516705.5045024275,39,Monterrey,1,Monterrey
2017,2017-11-19,25.6827322,-100.3028286,Ejecutan a dos y hieren a otros en tres ataques,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1260455&v=14&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1260455&v=14,CENTRO DE MONTERREY,2669556.285647477,1515859.7158901598,39,Monterrey,1,Monterrey
2017,2017-11-11,25.6864068,-100.3200105,Ejecutan a hombre en bar en el Centro,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1254875&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1254875&v=2,CENTRO DE MONTERREY,2667835.057309867,1516244.625554942,39,Monterrey,1,Monterrey
2017,2017-11-12,25.7229436,-100.3229221,Asesinan a hombre y huyen,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1255089&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1255089&v=2,LUIS ECHEVERRIA (FOMERREY 75),2667497.088665956,1520269.4222174,39,Monterrey,1,Monterrey
2017,2017-11-02,25.7329465,-100.3341877,Ejecutan a menor; hieren a otro,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1247997&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1247997&v=2,PABLO GONZALEZ,2666359.184705741,1521359.1559107683,39,Monterrey,1,Monterrey
2017,2017-11-24,25.7329623,-100.3414895,Lanzan desde auto cuerpo de levantado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1263667&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1263667&v=3,TIERRA Y LIBERTAD SECTOR SUR,2665629.990434173,1521352.446765889,39,Monterrey,1,Monterrey
2017,2017-11-21,25.7656949,-100.3605815,Ejecutan de un tiro desde auto,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1261818&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1261818&v=4,AMPL MUNICIPAL,2663682.163522232,1524939.4514376428,39,Monterrey,1,Monterrey
2017,2017-11-12,25.7785593,-100.3290062,"Disparan desde taxis, matan a 3 y hieren a 3",3.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1255325&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1255325&v=6,FOMERREY 9,2666818.02416901,1526394.219398194,21,General Escobedo,1,Ciudad General Escobedo
2017,2017-11-16,25.837648,-100.296065,Lo levantan... y lo acribillan,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1257787&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1257787&v=6,ANDRES CABALLERO MORENO,2670029.0364312576,1532948.0055614295,21,General Escobedo,1,Ciudad General Escobedo
2017,2017-11-17,25.85826,-100.306857,Persiguen y asesinan a dos a balazos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1259359&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1259359,,2668925.3627559,1535207.9990504442,10,El Carmen,132,Villas del Arco
2017,2017-11-19,25.6773941,-100.4217046,"Amarran, torturan y matan a mujer",1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1260587&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1260587&v=5,ESTACION LEONA,2657686.9267401495,1515135.5763289246,48,Santa Catarina,1,Ciudad Santa Catarina
2017,2017-11-11,25.6675754,-100.4243229,Revela ejecución disputa por cártel,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1254994&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1254994&v=4,SOCIEDAD COOPERATIVA FRATERNIDAD,2657437.23718883,1514050.2021515823,48,Santa Catarina,1,Ciudad Santa Catarina
2017,2017-11-10,25.6578287,-100.4496243,Ejecutan a mujer en Morones Prieto,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1253341&v=9&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1253341&v=9,JOSE MARIA MORELOS,2654920.907987667,1512948.0970886897,48,Santa Catarina,1,Ciudad Santa Catarina
2017,2017-11-10,25.6851708,-100.4665153,Baleado fallece en hospital,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1255203&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1255203&v=3,EL MOLINO,2653200.9111975506,1515944.3861018158,48,Santa Catarina,1,Ciudad Santa Catarina
2017,2017-11-08,25.674225,-100.4776922,Ejecutan a joven de un balazo en la cabeza,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1252108&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1252108&v=3,HDA SANTA CATARINA (FOMERREY 29),2652097.1483670855,1514725.7197471089,48,Santa Catarina,1,Ciudad Santa Catarina
2017,2017-11-14,25.7810988,-100.4463477,Ejecutan a 2 mujeres y a una la decapitan,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1256656&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1256656&v=4,CIUDAD MITRAS,2655101.073901802,1526542.5268510785,,,,
2017,2017-11-23,25.7919304,-100.4917615,Atropellan y ejecutan,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1254330&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1254330&v=4,,2650555.0250463476,1527688.4160326468,18,García,25,Valle de Lincoln
2017,2017-11-17,25.7523424,-100.5062876,Matan a huachicolero en García,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1259361&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1259361&v=2,,2649150.5188075583,1523308.3439164911,,,,
2017,2017-12-15,25.4714461,-99.9990923,Matan a encargado; balean a 2 clientes,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1279991&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1279991&v=2,,2700224.278637299,1492959.5042454437,,,,
2017,2017-12-05,25.588141,-100.0122017,Deja 3 ejecutados ataque en car wash,3.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1272035&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1272035&v=6,GALINDO,2698734.247151503,1505804.850183133,9,Cadereyta Jiménez,1,Cadereyta Jiménez
2017,2017-12-12,25.810062,-100.08647,Localizan asesinado en brecha,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1277333&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1277333&v=5,,2690983.116027346,1530170.1662332597,,,,
2017,2017-12-01,25.8691577,-100.24967209999998,Muere interno a balazos en el Penal de Apodaca,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1269415&v=12&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1269415&v=12,,2674615.7723172735,1536478.1177847115,,,,
2017,2017-12-04,25.7710885,-100.26873940000002,Ejecutan a cliente al salir de un bar,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1271187&v=10&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1271187&v=10,HACIENDA LOS CANTU 2DO SECT,2672844.213158295,1525641.8801124513,21,General Escobedo,1,Ciudad General Escobedo
2017,2017-12-07,25.6594464,-100.3085214,Lo ejecutan en consultorio,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1273811&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1273811&v=5,INDEPENDENCIA,2669017.850370387,1513285.7968002711,39,Monterrey,1,Monterrey
2017,2017-12-13,25.633119399999998,-100.29791740000002,Lo ejecutan por narcomenudeo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1278400&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1278400&v=3,15 DE SEPTIEMBRE,2670111.8329305933,1510395.90681579,39,Monterrey,1,Monterrey
2018,2018-01-28,25.5643306,-99.9812817,Asesinan a 11 en 3 horas,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1310002&v=16&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1310002&v=16,CARLOS SALINAS DE GORTARI,2701862.2831661953,1503223.2623536626,9,Cadereyta Jiménez,1,Cadereyta Jiménez
2018,2018-01-12,25.883217,-100.036735,Hallan enterrado a desaparecido,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1297159&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1297159&v=3,,2695836.2725626556,1538303.366091286,,,,
2018,2018-01-07,25.8343297,-100.1397248,Ejecutan a ligado al narcomenudeo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1293601&v=11&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1293601&v=11,ARTEMIO TREVIÑO,2685633.523884251,1532775.9773124533,6,Apodaca,329,Artemio Treviño
2018,2018-01-12,25.7279849,-100.2678043,Balean a pareja y muere mujer,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1297810&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1297810&v=6,LAGO DE CHAPULTEPEC,2672994.967139613,1520890.6636493788,46,San Nicolás de los Garza,1,San Nicolás de los Garza
2018,2018-01-29,25.630407,-100.2878835,Muere baleado al evitar asalto en una tienda,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1310698&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1310698&v=4,SIERRA VENTANA,2671118.1768691754,1510108.8177330198,39,Monterrey,1,Monterrey
2018,2018-01-25,25.7165488,-100.3269457,Lo ejecutan en su casa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1307563&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1307563&v=4,NIÑO ARTILLERO,2667103.4773961892,1519559.6900688112,39,Monterrey,1,Monterrey
2018,2018-01-06,25.7308664,-100.3401864,Lo ejecutan cuando caminaba en la Ferrocarrilera,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1293282&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1293282,RESIDENCIAL AZTLAN,2665762.7953712037,1521122.8728466027,39,Monterrey,1,Monterrey
2018,2018-01-14,25.724893,-100.343142,Asesinan a 2 reos en el Topo Chico,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1299119&v=9&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1299119&v=9,SIMON BOLIVAR,2665475.246352426,1520460.8761185103,39,Monterrey,1,Monterrey
2018,2018-01-10,25.766234,-100.3667325,Ejecutan a uno sicarios en taxi,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1295657&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1295657&v=4,EL PORVENIR,2663067.387523465,1524991.8837775837,39,Monterrey,1,Monterrey
2018,2018-01-08,25.844176,-100.397913,Matan a 2 menores en ataque a baile,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1293970&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1293970&v=6,LOS NARANJOS,2659858.4164436595,1533550.6693636377,21,General Escobedo,1,Ciudad General Escobedo
2018,2018-01-15,25.700627,-100.463518,Matan a balazos a tres en su casa,3.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1299568&v=8&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1299568&v=8,RINCON DEL PONIENTE,2653482.0847428003,1517651.6476838896,48,Santa Catarina,1,Ciudad Santa Catarina
