year,date,lat,lon,news,cassualties,url,object_id,postal_code,mun_name,neighborhood_name,neighborhood_type,area
2017,2017-03-21,25.6491649,-100.0974606,Ejecutan a joven en Ju�rez,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1071906&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1071906,34757,67267.0,JUÁREZ,JOAQUIN GARZA Y GARZA,COLONIA,4.7504750545000015e-05
2017,2017-03-29,25.82778,-100.115558,Encuentran desnudo a hombre asesinado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1078800&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1078800&v=3,0,,,,,
2017,2017-03-13,25.94935610000001,-100.171388,Ejecutan de 10 balazos en Ci�nega de Flores,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1065722&v=8&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1065722&v=8,0,,,,,
2017,2017-03-20,25.968131,-100.278401,Lo ejecutan de un balazo en la nuca,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1071103&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1071103,35631,65500.0,SALINAS VICTORIA,VILLAS DE SALINAS,VILLA,1.14479621128e-05
2017,2017-03-06,25.7505209,-100.3060575,Hallan en veh�culo cuerpo encobijado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1060647&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1060647&v=5,35685,66420.0,SAN NICOLÁS DE LOS GARZA,PERIFERICO,COLONIA,2.80238526408e-05
2017,2017-03-13,25.6600369,-100.4491061,Ahora Santa Catarina: tiran a 2 embolsados,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1065832&v=9&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1065832&v=9,36329,66354.0,SANTA CATARINA,JOSE MARIA MORELOS,UNIDAD HABITACIONAL,3.80790020217e-05
2017,2017-03-28,25.7865302,-100.58596690000002,Lo cazan sicarios al llegar a su casa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1077587&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1077587&v=4,0,,,,,
2017,2017-04-04,25.602091,-99.991619,Saca moto y lo matan,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1083607&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1083607,33910,67483.0,CADEREYTA JIMÉNEZ,NUEVA CADEREYTA,COLONIA,2.33615398901e-05
2017,2017-04-19,25.8024762,-100.2268479,Confirman que taxista fue asesinado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1093395&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1093395,33627,66610.0,APODACA,FRACC BALCONES DE SANTA ROSA,COLONIA,6.6203047085e-05
2017,2017-04-04,25.662146,-100.319136,Ejecutan a mec�nico en la Independencia,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1083442&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1083442&v=2,35376,64720.0,MONTERREY,INDEPENDENCIA,FRACCIONAMIENTO,0.000221969402392
2017,2017-05-19,25.606344,-99.965549,Hallan cuerpos enterrados,4.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1118110&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1118110&v=3,0,,,,,
2017,2017-05-16,25.5899906,-100.007531,Asesinan a taquero en Cadereyta,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1115410&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1115410&v=3,33901,67480.0,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,COLONIA,0.000832080719522
2017,2017-05-01,25.596842,-100.010909,Dan a ganadero el tiro de gracia frente a su esposa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1103505&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1103505&v=2,33901,67480.0,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,COLONIA,0.000832080719522
2017,2017-05-19,25.6734077,-100.0871112,Matan a hombre; hieren a su hijo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1118110&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1118110&v=3,0,,,,,
2017,2017-05-01,25.702208,-100.17549,Lo asesinan de 2 balazos en la cabeza,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1103506&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1103506,34282,67114.0,GUADALUPE,MIXCOAC,FRACCIONAMIENTO,5.24288568491e-05
2017,2017-05-16,25.705936,-100.208377,Balean en la espalda a cliente de car wash,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1115346&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1115346&v=4,34256,67110.0,GUADALUPE,VILLA DE SAN MIGUEL,COLONIA,8.48398003118e-05
2017,2017-05-02,25.522767,-100.206745,Matan a plagiado; lo tiran en Santiago,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1104500&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1104500&v=3,0,,,,,
2017,2017-05-28,25.8304934,-100.2639498,Levantan a dos en Santa Catarina; los hallan muertos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1124710&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1124710&v=3,33687,66613.0,APODACA,SEPTIMA ZONA MILITAR,COLONIA,0.0012507569953299998
2017,2017-05-28,25.6907351,-100.3169723,Ejecutan a hombre y balean a su hijo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1124705&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1124705&v=4,35172,64299.0,MONTERREY,INDUSTRIAL,FRACCIONAMIENTO,0.00011863483304899997
2017,2017-05-19,25.649731,-100.316868,Lo hallan asesinado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1118110&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1118110&v=3,35376,64720.0,MONTERREY,INDEPENDENCIA,FRACCIONAMIENTO,0.000221969402392
2017,2017-05-02,25.7062436,-100.5527791,Ejecutan a due�o de vulcanizadora,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1104493&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1104493&v=2,0,,,,,
2017,2017-06-12,25.818429,-100.611553,Muere baleado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1136882&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1136882&v=4,0,,,,,
2017,2017-06-19,25.6694222,-100.4667303,Muere baleado desde un auto,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1142469&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1142469&v=2,36322,66350.0,SANTA CATARINA,SANTA MARTHA 2DO SECT,COLONIA,6.1990506852599995e-06
2017,2017-06-19,25.7757107,-100.2729311,Asesinan en parque,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1142469&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1142469&v=2,34154,66059.0,GENERAL ESCOBEDO,CDA DE ANAHUAC,COLONIA,4.60159007476e-05
2017,2017-06-18,25.6966479,-100.1639609,Hallan ejecutado a un secuestrado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1141626&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1141626&v=3,34287,67114.0,GUADALUPE,VALLE SOLEADO,FRACCIONAMIENTO,0.000596332088668
2017,2017-06-25,25.572243,-99.981597,Reparan un tubular y mueren a balazos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1147243&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1147243&v=4,33922,67484.0,CADEREYTA JIMÉNEZ,PRADERAS DE CADEREYTA,FRACCIONAMIENTO,0.000148194651546
2017,2017-07-09,25.639644600000004,-100.0944765,Hallan polic�as a ejecutado en Ju�rez,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1158186&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1158186&v=3,34750,67266.0,JUÁREZ,EL MIRADOR,COLONIA,0.000167920949439
2017,2017-07-10,25.648757,-100.216218,Lo ejecutan desde un auto frente a su casa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1159065&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1159065,34530,67180.0,GUADALUPE,23 DE NOVIEMBRE,COLONIA,2.0950600333e-05
2017,2017-07-31,25.669205,-100.229709,Ejecutan a due�o de taller,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1174938&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1174938&v=4,34452,67170.0,GUADALUPE,PROGRESO,COLONIA,4.1885497968e-06
2017,2017-07-09,25.66117,-100.3132534,Siguen a amigos; a uno lo asesinan,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1157870&v=7&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1157870&v=7,35376,64720.0,MONTERREY,INDEPENDENCIA,FRACCIONAMIENTO,0.000221969402392
2017,2017-07-31,25.660952,-100.451949,Muere uno por ataque,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1175219&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1175219&v=4,36336,66354.0,SANTA CATARINA,BOSQUES DE LA HUASTECA,UNIDAD HABITACIONAL,2.5767495054e-06
2017,2017-07-03,25.8003164,-100.3932926,Lo matan sicarios afuera de su casa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1153441&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1153441&v=4,34171,66064.0,GENERAL ESCOBEDO,FRACC NUEVA ESPERANZA,COLONIA,4.88711492696e-05
2017,2017-07-31,25.856245,-100.313242,Atacan a pareja; �l fallece,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1174972&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1174972&v=2,0,,,,,
2017,2017-07-31,25.858411,-100.306214,Tiran en una zanja a dos embolsados,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1174972&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1174972&v=2,0,,,,,
2017,2017-07-17,25.983415,-100.298775,La matan de un balazo y tiran cuerpo en brecha,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1164299&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1164299&v=2,0,,,,,
2017,2017-09-27,25.729149300000003,-100.0825887,Lo asesinan de un balazo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1219098&v=10&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1219098&v=10,0,,,,,
2017,2017-09-10,25.730613,-100.1662,Lo ejecutan frente a su esposa mientras conduc�a,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1206434&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1206434&v=3,33870,66648.0,APODACA,JOYAS DEL PEDREGAL,COLONIA,1.53152009388e-05
2017,2017-09-19,25.7575002,-100.1696314,Ejecutan a due�o de bar,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1213064&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1213064&v=6,33844,66646.0,APODACA,PUEBLO NUEVO 5TO SECT,COLONIA,5.40750508829e-05
2017,2017-09-18,25.777628,-100.2318861,Ejecutan a ex reo al salir de restaurante,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1212099&v=7&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1212099&v=7,33617,66610.0,APODACA,RES EBANOS 10MO SECT,COLONIA,7.3095994155e-06
2017,2017-09-20,25.719692,-100.218417,Matan a ganadero en Paseo La Fe,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1214071&v=9&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1214071&v=9,35875,66477.0,SAN NICOLÁS DE LOS GARZA,LA FE,FRACCIONAMIENTO,0.00013569443466799998
2017,2017-09-19,25.7135796,-100.2315609,Acribillan a 2 en sus autos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1212665&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1212665&v=5,35856,66473.0,SAN NICOLÁS DE LOS GARZA,PARQUE LA TALAVERNA,RESIDENCIAL,3.97472990165e-05
2017,2017-09-30,25.658364,-100.2244067,Ejecutan a un ganadero,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1221907&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1221907&v=6,34519,67180.0,GUADALUPE,RAFAEL RAMIREZ,COLONIA,1.91418447402e-05
2017,2017-09-28,25.673914,-100.2573399,Catean empresa; hallan a asesinado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1219950&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1219950&v=3,34236,67100.0,GUADALUPE,CENTRO DE GUADALUPE,UNIDAD HABITACIONAL,8.99979512408e-05
2017,2017-09-24,25.6356682,-100.2681324,Matan a alba�il desde veh�culo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1217282&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1217282&v=5,34461,67173.0,GUADALUPE,COUNTRY LA SILLA,COLONIA,0.00013170667462000002
2017,2017-09-16,25.7082994,-100.3185625,Hieren a ni�a de 9 a�os en ejecuci�n,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1210814&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1210814&v=4,35169,64290.0,MONTERREY,HIDALGO,COLONIA,5.35529956576e-05
2017,2017-09-24,25.6849664,-100.4432238,Viaja en taxi y lo ejecutan,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1217680&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1217680&v=2,36404,66365.0,SANTA CATARINA,CONJUNTO HAB MARTIRES DE CANANEA,COLONIA,4.34361482945e-05
2017,2017-09-14,25.768176,-100.3911197,Hallan cuerpo de ejecutada en una bolsa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1209950&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1209950&v=2,34984,64102.0,MONTERREY,GIRASOL,COLONIA,6.70007987853e-05
2017,2017-09-19,25.7858716,-100.3848772,Ejecutan a hombre en su auto,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1212656&v=8&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1212656&v=8,34982,64102.0,MONTERREY,BARRIO TOPO CHICO,COLONIA,2.77666508987e-05
2017,2017-09-23,25.840183,-100.373458,Entran a casa y ejecutan a hombre,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1217037&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1217037&v=4,0,,,,,
2017,2017-10-23,25.6453581,-100.0538208,Irrumpen reuni�n y ejecutan a dos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1239998&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1239998&v=4,0,,,,,
2017,2017-10-25,25.7316437,-100.1389334,Ejecutan a due�o de dep�sito,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1241826&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1241826&v=5,0,,,,,
2017,2017-10-06,25.620259,-100.181838,Muere baleado frente a esposa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1226281&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1226281,34786,67286.0,JUÁREZ,LOMAS DE SANTA MONICA 1RA SECC,FRACCIONAMIENTO,9.36926976274e-05
2017,2017-10-01,25.76512,-100.191457,Acribillan a hombre en estacionamiento,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1222663&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1222663&v=2,33727,66633.0,APODACA,PARQUE INDUSTRIAL APODACA ASTEC,COLONIA,0.000140609799565
2017,2017-10-14,25.6927546,-100.2115008,Ejecutan a 2 en Morones,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1232680&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1232680&v=6,34418,67167.0,GUADALUPE,LAS QUINTAS,COLONIA,2.55546345236e-05
2017,2017-10-12,25.7711086,-100.2536804,Ejecutan a uno afuera de tienda,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1231644&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1231644&v=3,33774,66635.0,APODACA,HACIENDA LOS PINOS 3ER SECT,COLONIA,4.81965007815e-06
2017,2017-10-03,25.7671894,-100.2564035,Lanzan desde taxis 2 ataques a balazos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1224136&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1224136&v=4,33762,66635.0,APODACA,FRACC ENRAMADA 5TO SECTC,COLONIA,6.54215004391e-06
2017,2017-10-03,25.6774279,-100.2717929,Muere en hospital hombre baleado con dos familiares,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1223958&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1223958&v=5,34357,67140.0,GUADALUPE,ESMERALDA,COLONIA,2.19889575582e-05
2017,2017-10-24,25.6916807,-100.3148255,Usan pistoleros taxi para levantar y matar,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1240197&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1240197&v=5,35246,64470.0,MONTERREY,OBRERISTA,COLONIA,1.54802009672e-05
2017,2017-10-17,25.6907133,-100.3168703,Deja un muerto ataque a balazos,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1235367&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1235367&v=4,35246,64470.0,MONTERREY,OBRERISTA,COLONIA,1.54802009672e-05
2017,2017-10-23,25.6535872,-100.3067387,Asesinan a una mujer en la Independencia,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1240033&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1240033&v=2,35362,64700.0,MONTERREY,NUEVO CROC INFONAVIT,COLONIA,7.00822898786e-05
2017,2017-10-14,25.65663,-100.324485,Lo matan de un tiro en la Independencia,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1232955&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1232955&v=6,35376,64720.0,MONTERREY,INDEPENDENCIA,FRACCIONAMIENTO,0.000221969402392
2017,2017-10-14,25.724658,-100.343829,Asesinan a interno en el Topo,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1232751&v=7&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1232751&v=7,35162,64270.0,MONTERREY,SIMON BOLIVAR,COLONIA,2.07716006142e-05
2017,2017-10-04,25.7410304,-100.3371349,Muere un baleado en Tierra y Libertad,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1224621&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1224621&v=2,35125,64249.0,MONTERREY,TIERRA Y LIBERTAD SECT NORTE,COLONIA,1.70192495626e-05
2017,2017-10-24,25.6682173,-100.4057399,Fallece tras ser baleado en San Pedro,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1240243&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1240243&v=4,36026,66230.0,SAN PEDRO GARZA GARCÍA,RINCON COLONIAL,COLONIA,1.09758996758e-05
2017,2017-10-30,25.65715710000001,-100.449628,Alarma ejecuci�n cerca de colegio,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1245590&v=17&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1245590&v=17,36329,66354.0,SANTA CATARINA,JOSE MARIA MORELOS,UNIDAD HABITACIONAL,3.80790020217e-05
2017,2017-10-31,25.7675799,-100.3603683,Asesinan a 2 en 15 minutos sicarios en taxi,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1246059&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1246059&v=2,35092,64218.0,MONTERREY,BENITO JUAREZ I,COLONIA,1.00484494958e-05
2017,2017-10-06,25.7691108,-100.3656988,Muere baleado frente a su esposa,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1226281&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1226281,35074,64206.0,MONTERREY,EL PORVENIR,COLONIA,1.75152496682e-05
2017,2017-10-01,25.7969759,-100.3784262,Matan a t�o y sobrino en ataque a balazos,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1222734&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1222734&v=4,34177,66064.0,GENERAL ESCOBEDO,NUEVA ESCOBEDO,COLONIA,3.22678497908e-05
2017,2017-10-05,25.846478,-100.39511,Otra vez desde taxi: acribillan a un menor,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1225192&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1225192,34181,66064.0,GENERAL ESCOBEDO,LOS NARANJOS,COLONIA,0.000246894995808
2017,2017-11-17,25.543472,-99.954435,Hallan muerto a hombre,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1259356&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1259356&v=2,0,,,,,
2017,2017-11-26,25.5810189,-100.0068584,Ejecutan a menor,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1265704&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1265704&v=2,33943,67485.0,CADEREYTA JIMÉNEZ,DELIA,COLONIA,1.12193491876e-05
2017,2017-11-04,25.597671,-100.110527,Tiran en lona a un mutilado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1249053&v=3&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1249053&v=3,0,,,,,
2017,2017-11-19,25.618662,-100.13955,"Lo enga�an, entran a su casa y lo asesinan",1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1260537&v=4&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1260537&v=4,34802,67289.0,JUÁREZ,MONTE KRISTAL,COLONIA,0.000409677121832
2017,2017-11-12,25.667004,-100.1353494,Someten y ejecutan a alba�il,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1255247&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1255247&v=2,34615,67190.0,GUADALUPE,31 DE DICIEMBRE,COLONIA,3.50275348271e-05
2017,2017-11-09,25.508172,-100.191861,Tiran en Santiago a un ejecutado,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1252571&v=6&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1252571&v=6,36452,67300.0,SANTIAGO,FRACC EL FAISAN,CONGREGACION,0.000103411617066
2017,2017-11-07,25.6878909,-100.206778,Ejecutan a hombre en Morones Prieto,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1251375&v=5&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1251375&v=5,34431,67169.0,GUADALUPE,VALLE HERMOSO 2DO SECT,COLONIA,2.03731962e-05
2017,2017-11-30,25.6902481,-100.288366,Disparan de auto y ejecutan a cuatro,4.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1268925&v=11&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1268925&v=11,35277,64550.0,MONTERREY,TAMPICO,COLONIA,1.28514005067e-05
2017,2017-11-19,25.6827322,-100.3028286,Ejecutan a dos y hieren a otros en tres ataques,2.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1260455&v=14&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1260455&v=14,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2017,2017-11-11,25.6864068,-100.3200105,Ejecutan a hombre en bar en el Centro,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1254875&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1254875&v=2,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2017,2017-11-12,25.7229436,-100.3229221,Asesinan a hombre y huyen,1.0,https://www.elnorte.com/aplicacioneslibre/preacceso/articulo/default.aspx?id=1255089&v=2&urlredirect=https://www.elnorte.com/aplicaciones/articulo/default.aspx?id=1255089&v=2,35140,64260.0,MONTERREY,LUIS ECHEVERRIA (FOMERREY 75),COLONIA,8.70386990393e-06
