year,date,lat,lon,news,cassualties,url,object_id,postal_code,mun_name,neighborhood_name,neighborhood_type,area
2012,2012-02-28,25.709957,-100.235796, Ejecutan a hombre dentro de casa. ,1.0, http://www.elnorte.com/seguridad/Articulo/676/1351912/,34343,67129.0,GUADALUPE,RINCON DE LA PURISIMA,COLONIA,1.07735998135e-05
2012,2012-02-28,25.779698,-100.39398, Pistoleros asesinan a dos empleados de bar. ,2.0, http://www.elnorte.com/seguridad/articulo/676/1351912/,34978,64102.0,MONTERREY,BARRIO DEL PRADO,COLONIA,2.97411991414e-05
2012,2012-02-28,25.686958999999998,-100.280345, Lo persiguen y lo matan. ,1.0, http://www.elnorte.com/seguridad/Articulo/676/1351912/,35273,64550.0,MONTERREY,FABRILES,COLONIA,2.44947011489e-05
2012,2012-02-28,25.628373,-100.296723, Polic&#237;a Ministerial mata a delincuente ,1.0, http://www.elnorte.com/seguridad/Articulo/676/1351912/,35427,64790.0,MONTERREY,FOMERREY 16,COLONIA,1.09034992127e-05
2012,2012-02-28,25.701515,-100.296824, Encuentran hombre acribillado en camioneta ,1.0, http://www.elnorte.com/seguridad/Articulo/676/1351912/,35261,64520.0,MONTERREY,CEMENTOS,RESIDENCIAL,2.19000501457e-05
2012,2012-02-27,25.75027,-100.351846, Ejecutan a guardia ,1.0, http://www.elnorte.com/seguridad/articulo/676/1351535/,35102,64228.0,MONTERREY,FRANCISCO VILLA,COLONIA,8.15412492746e-05
2012,2012-02-27,25.691211,-100.281148, Deja dos muertos ataque a j&#243;venes ,2.0, http://www.elnorte.com/seguridad/articulo/676/1351534/,35282,64560.0,MONTERREY,NUEVA MADERO,COLONIA,1.50412517795e-05
2012,2012-02-27,25.758603,-100.38086700000001, Los ejecutan dentro de casa ,2.0, http://www.elnorte.com/seguridad/articulo/676/1351294/,35009,64107.0,MONTERREY,SAN BERNABE FOMERREY 25,COLONIA,9.89250068539e-05
2012,2012-02-25,25.711582,-100.375477, Asesinan a joven en Cumbres ,1.0, http://www.elnorte.com/seguridad/articulo/676/1350972/,35300,64613.0,MONTERREY,CUMBRES 2DO SECT SECC C,COLONIA,6.93328487445e-05
2012,2012-02-25,25.640287,-100.297578, Ejecutan a 3; hieren a otro ,3.0, http://www.elnorte.com/seguridad/articulo/676/1350966/,35404,64760.0,MONTERREY,LA CAMPANA,COLONIA,1.99421346157e-05
2012,2012-02-24,25.736344,-100.350071, Ejecutan en Aztl&#225;n a dos limpiavidrios. ,2.0, http://www.elnorte.com/seguridad/articulo/676/1350722/,35116,64240.0,MONTERREY,MOCTEZUMA,COLONIA,2.93464997137e-05
2012,2012-02-22,25.779148,-100.39174799999999, Acribillan a mec&#225;nico  ,1.0, http://www.elnorte.com/seguridad/articulo/676/1350039/,34992,64102.0,MONTERREY,SANTA ISABEL,COLONIA,2.8711598857e-05
2012,2012-02-21,25.635662,-100.293724, Ejecutan a uno y lesionan a dos ,1.0, http://www.elnorte.com/seguridad/articulo/675/1349653/,35412,64769.0,MONTERREY,BUROCRATAS MUNICIPALES,COLONIA,3.43320797576e-05
2012,2012-02-21,25.779148,-100.39174799999999, Ejecutan a 4 taxistas y a dulcero  ,5.0, http://www.elnorte.com/seguridad/articulo/675/1349643/,34992,64102.0,MONTERREY,SANTA ISABEL,COLONIA,2.8711598857e-05
2012,2012-02-20,25.722964,-100.342617, ...Y matan a otros 3 en el Topo ,3.0, http://www.elnorte.com/local/articulo/675/1349619/,35062,64180.0,MONTERREY,VALLE MORELOS,FRACCIONAMIENTO,2.11276509065e-05
2012,2012-02-19,25.63466,-100.295772, Lo ejecutan de 4 balazos en la zona sur  ,1.0, http://www.elnorte.com/seguridad/articulo/675/1348958/,35412,64769.0,MONTERREY,BUROCRATAS MUNICIPALES,COLONIA,3.43320797576e-05
2012,2012-02-17,25.710743,-100.346983, Lo matan en Mitras  ,1.0, http://www.elnorte.com/seguridad/articulo/675/1348356/,35178,64320.0,MONTERREY,MITRAS NORTE,COLONIA,0.000181787657436
2012,2012-02-16,25.688887,-100.371409, Matan a polic&#237;a que custodiaba el Casino Red ,1.0, http://www.elnorte.com/seguridad/articulo/675/1348121/,35325,64634.0,MONTERREY,VALLE DE SAN JERONIMO,COLONIA,9.73245596298e-06
2012,2012-02-14,25.699514,-100.351176, Lo matan frente a k&#237;nder ,1.0, http://www.elnorte.com/seguridad/articulo/674/1347289/,35240,64430.0,MONTERREY,URDIALES,COLONIA,2.22936004609e-05
2012,2012-02-14,25.636351,-100.304608, Ejecutan a ni&#241;o de 13 a&#241;os ,1.0, http://www.elnorte.com/seguridad/articulo/674/1347297/,35410,64765.0,MONTERREY,LADERAS DEL MIRADOR,UNIDAD HABITACIONAL,3.6238594912e-05
2012,2012-12-02,25.74398900000001,-100.35701800000001, Ejecutan a otro hombre en Valle de Santa Luc&#237;a  ,1.0, http://www.elnorte.com/seguridad/articulo/674/1346606/,35029,64140.0,MONTERREY,UNIDAD MODELO,UNIDAD HABITACIONAL,6.59821899969e-05
2012,2012-11-02,25.746803,-100.354, Matan a mujer en Valle de Santa Luc&#237;a  ,1.0, http://www.elnorte.com/local/articulo/674/1346491/,35102,64228.0,MONTERREY,FRANCISCO VILLA,COLONIA,8.15412492746e-05
2012,2012-11-02,25.727732,-100.33435300000001, Confunden a un guardia con celador y lo ejecutan ,1.0, http://www.elnorte.com/seguridad/articulo/674/1346434/,35133,64250.0,MONTERREY,FERROCARRILERA,COLONIA,3.0824799442e-05
2012,2012-11-02,25.640114999999998,-100.301383, Matan sicarios a 2 afuera de dep&#243;sito ,2.0, http://www.elnorte.com/seguridad/articulo/674/1346428/,35404,64760.0,MONTERREY,LA CAMPANA,COLONIA,1.99421346157e-05
2012,2012-09-02,25.647047,-100.216949, Ejecutan a 2 guardias y a inocente ,3.0, http://www.elnorte.com/seguridad/articulo/673/1345884/,34536,67182.0,GUADALUPE,ARBOLEDAS DE LA SILLA,COLONIA,8.85532248229e-05
2012,2012-09-02,25.649859,-100.308397, Matan a mujer y la arrastran con un cinto ,1.0, http://www.elnorte.com/seguridad/articulo/673/1345885/,35384,64730.0,MONTERREY,ARTURO B DE LA GARZA,COLONIA,1.07916010195e-05
2012,2012-08-02,25.753970000000002,-100.376459, Lo matan en campo deportivo  ,1.0, http://www.elnorte.com/seguridad/Articulo/673/1345488/,35009,64107.0,MONTERREY,SAN BERNABE FOMERREY 25,COLONIA,9.89250068539e-05
2012,2012-08-02,25.785460999999998,-100.413103, Ejecutan sicarios a tres taxistas ,3.0, http://www.elnorte.com/seguridad/Articulo/673/1345547/,34041,64103.0,GENERAL ESCOBEDO,LA ALIANZA,COLONIA,0.000371168102743
2012,2012-07-02,25.680364,-100.35388499999999, Ejecutan a vigilante de Galer&#237;as Monterrey ,1.0, http://www.elnorte.com/local/articulo/673/1345200/,35350,64640.0,MONTERREY,SAN JERONIMO,COLONIA,8.37010703566e-05
2012,2012-07-02,25.663132,-100.297043, Atacan 3 antros; matan a hombre ,1.0, http://www.elnorte.com/seguridad/articulo/673/1345201/,35449,64810.0,MONTERREY,ESPAÑA,FRACCIONAMIENTO,3.44010509793e-05
2012,2012-06-02,25.750889,-100.35150300000001, Ejecuta comando a ex polic&#237;a estatal ,1.0, http://www.elnorte.com/seguridad/articulo/673/1344858/,35102,64228.0,MONTERREY,FRANCISCO VILLA,COLONIA,8.15412492746e-05
2012,2012-06-02,25.579492000000002,-100.247755, Tiran en puente a otro ejecutado ,1.0, http://www.elnorte.com/seguridad/articulo/673/1344832/,35524,64984.0,MONTERREY,FRACCIONAMIENTO LA RIOJA,COLONIA,0.00011703796945
2012,2012-05-02,25.777767,-100.37084399999999, Lo ejecutan y le prenden fuego en su casa... y frente a su mam&#225; ,1.0, http://www.elnorte.com/seguridad/articulo/673/1344581/,35068,64200.0,MONTERREY,CROC,UNIDAD HABITACIONAL,0.000142549868359
2012,2012-04-02,25.682559,-100.350468, Matan a uno en el Centro y a otro en zona poniente ,2.0, http://www.elnorte.com/seguridad/Articulo/673/1344266/,34960,64020.0,MONTERREY,GONZALITOS,COLONIA,1.52318494791e-05
2012,2012-04-02,25.661764,-100.31724799999999, Sale celador de trabajar y lo asesinan ,1.0, http://www.elnorte.com/seguridad/articulo/673/1344231/,35376,64720.0,MONTERREY,INDEPENDENCIA,FRACCIONAMIENTO,0.000221969402392
2012,2012-04-02,25.577682,-100.24373100000001, Asesinan a un hombre en el retorno de La Rioja ,1.0, http://www.elnorte.com/seguridad/articulo/673/1344221/,35524,64984.0,MONTERREY,FRACCIONAMIENTO LA RIOJA,COLONIA,0.00011703796945
2012,2012-03-02,25.74946,-100.323437, Ejecutan a tres; dos son hermanos ,3.0, http://www.elnorte.com/seguridad/Articulo/672/1343978/,35161,64269.0,MONTERREY,LAZARO CARDENAS,COLONIA,5.42864527235e-05
2012,2012-03-02,25.703543,-100.364644, Asesinan a un hombre que iba con su familia ,1.0, http://www.elnorte.com/seguridad/Articulo/672/1343977/,35297,64610.0,MONTERREY,CUMBRES 1ER SECT SECC A,COLONIA,3.10209513676e-05
2012,2012-03-02,25.649859,-100.308397, Lo torturan y lo matan ,1.0, http://www.elnorte.com/seguridad/Articulo/672/1343980/,35384,64730.0,MONTERREY,ARTURO B DE LA GARZA,COLONIA,1.07916010195e-05
2012,2012-02-02,25.658011,-100.29642, Lo lanzan de puente y muere ,1.0, http://www.elnorte.com/seguridad/articulo/672/1343592/,35364,64700.0,MONTERREY,ROMA,COLONIA,4.22191435986e-05
2012,2012-01-02,25.673211,-100.309201, Matan a 2 en el Centro ,2.0, http://www.elnorte.com/seguridad/Articulo/672/1343295/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2012,2012-01-02,25.710743,-100.346983, Arranca febrero con tres ejecuciones ,3.0, http://www.elnorte.com/seguridad/Articulo/672/1343295/,35178,64320.0,MONTERREY,MITRAS NORTE,COLONIA,0.000181787657436
2012,2012-02-14,25.785,-100.05111099999999, Tiran a un asesinado e intentan quemarlo ,1.0, http://www.elnorte.com/seguridad/articulo/674/1347393/,35588,66650.0,PESQUERÍA,PESQUERIA,VILLA,0.000146911950995
2012,2012-02-25,25.664692000000002,-100.26696, Lo queman vivo en una camioneta ,1.0, http://www.elnorte.com/seguridad/articulo/676/1350963/,34363,67140.0,GUADALUPE,LA HERRADURA,COLONIA,1.74260324505e-05
2012,2012-07-02,25.729898000000002,-100.19284499999999, Persiguen en camionetas a conductor y lo ejecutan ,1.0, http://www.elnorte.com/seguridad/articulo/673/1345162/,34308,67117.0,GUADALUPE,PROL EDUARDO CABALLERO ESCAMILLA,FRACCIONAMIENTO,8.0950510228e-06
2012,2012-07-02,25.704727,-100.1336, Lo matan de 2 tiros ,1.0, http://www.elnorte.com/seguridad/articulo/673/1345199/,33860,66647.0,APODACA,LOMA DE LA PAZ,COLONIA,0.000151797053218
2012,2012-06-02,25.662067999999998,-100.193961, Asesinan a 2 ,2.0, http://www.elnorte.com/seguridad/articulo/673/1344859/,34608,67190.0,GUADALUPE,UNIDAD HAB TRES CAMINOS,COLONIA,3.7532000463800004e-06
2012,2012-03-02,25.720501000000002,-100.188536, Va a lavar veh&#237;culo y sicarios lo matan ,1.0, http://www.elnorte.com/seguridad/Articulo/672/1343934/,34273,67113.0,GUADALUPE,LOMAS DE SAN MIGUEL,COLONIA,2.59011011886e-05
2012,2012-02-28,25.724911,-100.176242, Ejecutan a dos. ,2.0, http://www.elnorte.com/seguridad/Articulo/676/1351912/,33880,66649.0,APODACA,HOLOXIDRINAS,COLONIA,4.50909006361e-05
2012,2012-02-26,25.766284,-100.25361, Ejecutan a 5 j&#243;venes dentro de una casa ,5.0, http://www.elnorte.com/seguridad/articulo/676/1351157/,33763,66635.0,APODACA,FRACC ENRAMADA 6TO SECT,COLONIA,8.03589805406e-06
2012,2012-02-19,25.857792,-100.245091, Deja batalla en penal 44 reos masacrados  ,44.0, http://www.elnorte.com/local/articulo/675/1348948/,0,,,,,
2012,2012-02-18,25.754138,-100.237009, Hallan a muerta en brecha ,1.0, http://www.elnorte.com/seguridad/articulo/675/1348641/,33712,66632.0,APODACA,BALCONES DEL MEZQUITAL,COLONIA,1.37514486039e-05
2012,2012-02-18,25.762257,-100.166824, Matan en tiroteo a dos polic&#237;as de Apodaca  ,2.0, http://www.elnorte.com/local/articulo/675/1348705/,33840,66646.0,APODACA,PUEBLO NUEVO,COLONIA,1.67232999706e-05
2012,2012-05-02,25.771344,-100.265331, Lo asesinan y lo queman entre basura ,1.0, http://www.elnorte.com/seguridad/articulo/673/1344517/,33771,66635.0,APODACA,HACIENDA LAS PALMAS,COLONIA,5.33330140258e-06
2012,2012-05-02,25.724703,-100.20894799999999, Decapitan a 2 mujeres y les cortan un dedo ,2.0, http://www.elnorte.com/seguridad/articulo/673/1344519/,35875,66477.0,SAN NICOLÁS DE LOS GARZA,LA FE,FRACCIONAMIENTO,0.00013569443466799998
2012,2012-02-02,25.719504999999998,-100.196439, Deg&#252;ellan a 3 j&#243;venes y los tiran en basurero ,3.0, http://www.elnorte.com/seguridad/articulo/672/1343638/,34286,67114.0,GUADALUPE,REAL DE SAN MIGUEL 3ER SECT,FRACCIONAMIENTO,2.05015856685e-05
2012,2012-02-24,25.800237,-100.41635699999999, Calcinan cabeza a ejecutado ,1.0, http://www.elnorte.com/seguridad/articulo/676/1350698/,0,,,,,
2012,2012-02-22,25.807328,-100.373542, Ejecutan a ex polic&#237;a tras sacarlo de su casa. ,1.0, http://www.elnorte.com/seguridad/articulo/676/1350039/,34166,66062.0,GENERAL ESCOBEDO,LA ISLA (U DE P),COLONIA,1.44712005954e-05
2012,2012-02-20,25.800356,-100.38701999999999, Ejecutan a un hombre en ataque a lote de autos  ,1.0, http://www.elnorte.com/seguridad/articulo/675/1349318/,34180,66064.0,GENERAL ESCOBEDO,SANTA MARTHA,COLONIA,2.85952194987e-05
2012,2012-02-18,25.801126,-100.242496, Matan a uno en narcocasa ,1.0, http://www.elnorte.com/seguridad/articulo/675/1348625/,33650,66612.0,APODACA,FRACC VALLE DE SAN ANDRES 3ER SECT,COLONIA,4.4444906323699995e-06
2012,2012-02-14,25.777157,-100.28998399999999, Hallan a ejecutado ,1.0, http://www.elnorte.com/seguridad/articulo/674/1347393/,34093,66054.0,GENERAL ESCOBEDO,PUERTA DEL NORTE,RANCHO O RANCHERIA,3.92043973327e-05
2012,2012-10-02,25.784805,-100.322113, Persiguen y asesinan a polic&#237;a de San Nicol&#225;s ,1.0, http://www.elnorte.com/seguridad/articulo/674/1346234/,34097,66055.0,GENERAL ESCOBEDO,FELIPE CARRILLO PUERTO,COLONIA,4.45417510646e-05
2012,2012-09-02,25.803644,-100.287095, Sobrevive a balacera pero asesinan a dos,2.0, http://www.elnorte.com/seguridad/articulo/673/1345886/,34080,66052.0,GENERAL ESCOBEDO,NUEVA ESPERANZA,COLONIA,7.24524987781e-05
2012,2012-02-28,25.779273999999997,-100.295192, Ejecutan a uno y dejan herido a otro ,1.0, http://www.elnorte.com/seguridad/Articulo/676/1351912/,34095,66054.0,GENERAL ESCOBEDO,EXHACIENDA EL CANADA,RANCHO O RANCHERIA,1.16744003998e-05
2012,2012-10-02,25.777714000000003,-100.424125, Plagian y matan a un ex Bronco ,1.0, http://www.elnorte.com/seguridad/articulo/674/1346232/,34037,66023.0,GARCÍA,FRACC VILLAS DEL PONIENTE,FRACCIONAMIENTO,0.000332570676751
2012,2012-07-02,25.777383,-100.428042, Lo acribillan cuando come orden de tacos ,1.0, http://www.elnorte.com/seguridad/articulo/673/1345166/,34037,66023.0,GARCÍA,FRACC VILLAS DEL PONIENTE,FRACCIONAMIENTO,0.000332570676751
2012,2012-02-16,25.662418,-100.460029, Tiran sicarios a un asesinado en La Huasteca ,1.0, http://www.elnorte.com/seguridad/articulo/675/1348022/,36328,66354.0,SANTA CATARINA,INFONAVIT LA HUASTECA,UNIDAD HABITACIONAL,8.42591783529e-05
2012,2012-01-02,25.404498,-100.133216, Matan en Santiago a misioneros de EU ,2.0, http://www.elnorte.com/seguridad/Articulo/672/1343324/,36503,67323.0,SANTIAGO,SANTIAGO,COLONIA,2.17692386969e-05
2012,2012-02-28,25.593517000000002,-99.990181, Abate Ej&#233;rcito a sicarios. ,2.0, http://www.elnorte.com/seguridad/Articulo/676/1351912/,33901,67480.0,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,COLONIA,0.000832080719522
2012,2012-02-24,25.562148,-99.981441, Lo asesinan de un balazo en la cara. ,1.0, http://www.elnorte.com/seguridad/articulo/676/1350739/,33925,67484.0,CADEREYTA JIMÉNEZ,CARLOS SALINAS DE GORTARI,FRACCIONAMIENTO,2.53762489527e-05
2012,2012-02-24,25.556729,-100.005884, Asesinan a hombre ,1.0, http://www.elnorte.com/seguridad/articulo/676/1350739/,0,,,,,
2012,2012-02-18,25.590289000000002,-99.981215, Abaten militares a un l&#237;der halc&#243;n en Cadereyta  ,1.0, http://www.elnorte.com/seguridad/articulo/675/1348693/,33918,67484.0,CADEREYTA JIMÉNEZ,JOSE LUIS LOZANO FERNANDEZ,FRACCIONAMIENTO,5.05189514784e-05
2012,2012-02-13,25.561717,-100.017848, Baja pistolero de auto y acribilla a un bolero ,1.0, http://www.elnorte.com/seguridad/articulo/674/1347040/,0,,,,,
2012,2012-01-25,25.590756,-100.122528, Ejecutan a uno en Ju&#225;rez ,1.0, http://www.elnorte.com/seguridad/articulo/671/1340995/,0,,,,,
2012,2012-12-01,25.684139000000002,-100.250999, Dejan en un auto a tres ejecutados ,3.0, http://www.elnorte.com/seguridad/Articulo/669/1336973/,34375,67140.0,GUADALUPE,BENITO JUAREZ,COLONIA,2.74960998677e-05
2012,2012-05-01,25.647326,-100.094528, Lo matan de 2 tiros en la cara ,1.0, http://www.elnorte.com/seguridad/articulo/668/1334790/,34713,67250.0,JUÁREZ,BENITO JUAREZ CENTRO,COLONIA,0.000136453050588
2012,2012-01-25,25.718014,-100.261701, Ejecutan a unos gemelos en cochera de una casa ,2.0, http://www.elnorte.com/seguridad/Articulo/671/1341030/,35937,66490.0,SAN NICOLÁS DE LOS GARZA,CONSTITUYENTES DE QUERETARO SECT 2,UNIDAD HABITACIONAL,2.96374503733e-05
2012,2012-01-22,25.718014,-100.261701, Ejecutan a mujer con tiro de gracia ,1.0, http://www.elnorte.com/seguridad/articulo/671/1340017/,35937,66490.0,SAN NICOLÁS DE LOS GARZA,CONSTITUYENTES DE QUERETARO SECT 2,UNIDAD HABITACIONAL,2.96374503733e-05
2012,2012-01-31,25.684210999999998,-100.31521500000001, Ejecutan a joven junto con su pap&#225; ,2.0, http://www.elnorte.com/seguridad/Articulo/672/1342950/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2012,2012-01-31,25.685848999999997,-100.30629300000001, Lo matan a tiros tras un levant&#243;n ,1.0, http://www.elnorte.com/seguridad/Articulo/672/1342947/,35286,64580.0,MONTERREY,TERMINAL,COLONIA,7.1321200207e-05
2012,2012-01-30,25.748847,-100.362323, Acribillan a dos; hieren a taxista ,2.0, http://www.elnorte.com/seguridad/Articulo/672/1342606/,35026,64120.0,MONTERREY,LOMA LINDA,COLONIA,4.51099011476e-05
2012,2012-01-29,25.692439999999998,-100.30103199999999, Ejecutan a otra mujer: van 5 en una semana ,1.0, http://www.elnorte.com/seguridad/Articulo/672/1342238/,35279,64550.0,MONTERREY,ASARCO,COLONIA,3.26755492034e-05
2012,2012-01-28,25.691745,-100.27473499999999, Ejecutan a otro ,1.0, http://www.elnorte.com/seguridad/Articulo/672/1342034/,35283,64560.0,MONTERREY,VENUSTIANO CARRANZA,COLONIA,7.46948890874e-05
2012,2012-01-28,25.635170000000002,-100.27824100000001, Dejan en Contry a descuartizado ,1.0, http://www.elnorte.com/seguridad/Articulo/672/1342015/,35478,64860.0,MONTERREY,CONTRY,COLONIA,0.00012090840245799998
2012,2012-01-27,25.641379,-100.304188, Ejecutan a hombre en la Col. Altamira ,1.0, http://www.elnorte.com/seguridad/Articulo/671/1341779/,35395,64750.0,MONTERREY,ALTAMIRA,COLONIA,2.13521512951e-05
2012,2012-01-26,25.750752,-100.386813, Matan sicarios a dos mujeres en zona norte ,2.0, http://www.elnorte.com/seguridad/articulo/671/1341346/,35010,64108.0,MONTERREY,PLUTARCO ELIAS CALLES,EJIDO,0.000130395088503
2012,2012-01-26,25.745176999999998,-100.35808, Matan a hombre en Valle de Santa Luc&#237;a ,1.0, http://www.elnorte.com/seguridad/articulo/671/1341145/,35030,64140.0,MONTERREY,VALLE DE SANTA LUCIA,UNIDAD HABITACIONAL,6.25754503283e-05
2012,2012-01-26,25.672043,-100.303427, Ejecutan a mujer ,1.0, http://www.elnorte.com/seguridad/articulo/671/1341208/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2012,2012-01-26,25.677789,-100.33054399999999, Fusilan a 8 tras levantarlos ,8.0, http://www.elnorte.com/seguridad/articulo/671/1341208/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2012,2012-01-25,25.629182,-100.272764, Acribillan a joven en la Mar&#237;a Luisa ,1.0, http://www.elnorte.com/seguridad/Articulo/671/1341037/,35478,64860.0,MONTERREY,CONTRY,COLONIA,0.00012090840245799998
2012,2012-01-24,25.681137,-100.305176, Y en el Centro asesinan a otro ,1.0, http://www.elnorte.com/seguridad/Articulo/671/1340694/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2012,2012-01-23,25.681137,-100.305176, Lo asesinan en el Centro ,1.0, http://www.elnorte.com/seguridad/Articulo/671/1340309/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2012,2012-01-22,25.681137,-100.305176, Asesinan de seis balazos a un hombre en el Centro ,1.0, http://www.elnorte.com/seguridad/articulo/670/1339989/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2012,2012-01-20,25.701358,-100.304188, Fusilan a dos presuntos halcones ,2.0, http://www.elnorte.com/seguridad/Articulo/670/1339598/,35259,64520.0,MONTERREY,VICTORIA,RESIDENCIAL,8.50647502488e-05
2012,2012-01-20,25.640114999999998,-100.301383, Irrumpen en domicilio y pistoleros la ejecutan ,1.0, http://www.elnorte.com/seguridad/Articulo/670/1339463/,35404,64760.0,MONTERREY,LA CAMPANA,COLONIA,1.99421346157e-05
2012,2012-01-20,25.772037,-100.415245, Muere polimilitar durante enfrentamiento ,1.0, http://www.elnorte.com/seguridad/Articulo/670/1339466/,34041,64103.0,GENERAL ESCOBEDO,LA ALIANZA,COLONIA,0.000371168102743
2012,2012-01-19,25.750752,-100.386813, Acribillan a j&#243;venes; mueren 2 ,2.0, http://www.elnorte.com/seguridad/articulo/670/1339154/,35010,64108.0,MONTERREY,PLUTARCO ELIAS CALLES,EJIDO,0.000130395088503
2012,2012-01-19,25.657192000000002,-100.311994, Asesinan a dos mujeres y las dejan bajo la cama ,2.0, http://www.elnorte.com/seguridad/articulo/670/1339121/,35376,64720.0,MONTERREY,INDEPENDENCIA,FRACCIONAMIENTO,0.000221969402392
2012,2012-01-18,25.746803,-100.354, Tiran a 2 mutilados frente a secundaria ,2.0, http://www.elnorte.com/seguridad/Articulo/670/1338740/,35102,64228.0,MONTERREY,FRANCISCO VILLA,COLONIA,8.15412492746e-05
2012,2012-01-16,25.647047,-100.216949, Bajan de un taxi y ejecutan a pareja ,2.0, http://www.elnorte.com/seguridad/Articulo/670/1338147/,34536,67182.0,GUADALUPE,ARBOLEDAS DE LA SILLA,COLONIA,8.85532248229e-05
2012,2012-01-16,25.640114999999998,-100.301383, Encuentran a un decapitado ,1.0, http://www.elnorte.com/seguridad/Articulo/670/1338089/,35404,64760.0,MONTERREY,LA CAMPANA,COLONIA,1.99421346157e-05
2012,2012-01-16,25.746803,-100.354, Sale de comer y lo matan ,1.0, http://www.elnorte.com/seguridad/Articulo/670/1338148/,35102,64228.0,MONTERREY,FRANCISCO VILLA,COLONIA,8.15412492746e-05
2012,2012-01-15,25.678037,-100.313307, Matan junto a notar&#237;a de la ex Procuradora ,1.0, http://www.elnorte.com/seguridad/Articulo/669/1337768/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2012,2012-01-15,25.678037,-100.313307, Lo acribillan en pante&#243;n ,1.0, http://www.elnorte.com/seguridad/Articulo/669/1337783/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2012,2012-01-14,25.63905,-100.295772, Ejecutan a hombre y hieren a su esposa ,1.0, http://www.elnorte.com/seguridad/Articulo/669/1337581/,35416,64770.0,MONTERREY,BALCONES DE ALTAVISTA,COLONIA,1.70374493795e-05
2012,2012-12-01,25.678037,-100.313307, Lo asesinan afuera de bar ,1.0, http://www.elnorte.com/seguridad/Articulo/669/1336987/,34955,64000.0,MONTERREY,CENTRO DE MONTERREY,COLONIA,0.000716583798616
2012,2012-12-01,25.746803,-100.354, Los matan en la cocina ,1.0, http://www.elnorte.com/seguridad/Articulo/669/1336660/,35102,64228.0,MONTERREY,FRANCISCO VILLA,COLONIA,8.15412492746e-05
2012,2012-08-01,25.655556,-100.333333, Lo sacan de casa para ejecutarlo ,1.0, http://www.elnorte.com/seguridad/articulo/668/1335599/,36128,66266.0,SAN PEDRO GARZA GARCÍA,FRACC SANTA BARBARA,COLONIA,2.98917483452e-05
2012,2012-05-01,25.731228,-100.34172, Acribillan a tres y a ni&#241;a de 7 a&#241;os  ,4.0, http://www.elnorte.com/seguridad/articulo/668/1334802/,35132,64250.0,MONTERREY,RESIDENCIAL AZTLAN,COLONIA,4.7331983236699995e-06
2012,2012-04-01,25.577682,-100.24373100000001, Lo asesinan de un balazo en La Rioja ,1.0, http://www.elnorte.com/seguridad/articulo/668/1334383/,35524,64984.0,MONTERREY,FRACCIONAMIENTO LA RIOJA,COLONIA,0.00011703796945
2012,2012-04-01,25.741944,-100.355, Bajan a joven de veh&#237;culo para matarlo ,1.0, http://www.elnorte.com/seguridad/articulo/668/1334419/,35029,64140.0,MONTERREY,UNIDAD MODELO,UNIDAD HABITACIONAL,6.59821899969e-05
2012,2012-03-01,25.662287,-100.27754, Siguen y matan a mujer ,1.0, http://www.elnorte.com/seguridad/articulo/667/1333995/,35450,64820.0,MONTERREY,NUEVA RES ESPAÑOLA,FRACCIONAMIENTO,1.68478506706e-05
2012,2012-03-01,25.66143,-100.330845, Lo matan a golpes en cerro ,1.0, http://www.elnorte.com/seguridad/articulo/667/1333990/,35369,64710.0,MONTERREY,PIO X,COLONIA,3.90880986751e-05
2012,2012-03-01,25.525226999999997,-100.201874, Fusilan a hombre afuera de un taller  ,1.0, http://www.elnorte.com/seguridad/articulo/667/1333993/,36446,64990.0,SANTIAGO,LAS MISIONES,COLONIA,0.00012206468991
2012,2012-01-01,25.662694000000002,-100.276875, Y arranca el 2012 con dos ejecuciones ,2.0, http://www.elnorte.com/seguridad/articulo/667/1333343/,35450,64820.0,MONTERREY,NUEVA RES ESPAÑOLA,FRACCIONAMIENTO,1.68478506706e-05
2012,2012-01-13,25.785,-100.05111099999999, Enfrentan a la Marina; muere uno en Pesquer&#237;a ,1.0, http://www.elnorte.com/seguridad/Articulo/669/1337420/,35588,66650.0,PESQUERÍA,PESQUERIA,VILLA,0.000146911950995
2012,2012-01-24,25.673804999999998,-100.269828, Ejecutan a 2 en la Para&#237;so ,2.0, http://www.elnorte.com/seguridad/Articulo/671/1340693/,34366,67140.0,GUADALUPE,PARAISO,COLONIA,8.66872726425e-05
