,OBJECTID,POSTALCODE,ST_NAME,MUN_NAME,SETT_NAME,SETT_TYPE,WITH_EVENT,x_centroid,y_centroid
600,34124,66056,NUEVO LEON,GENERAL ESCOBEDO,RIVERA DE LOS GIRASOLES 2DO SECT,COLONIA,False,-100.319,25.787
601,34125,66056,NUEVO LEON,GENERAL ESCOBEDO,TOPO GRANDE,COLONIA,True,-100.315,25.783
602,34126,66056,NUEVO LEON,GENERAL ESCOBEDO,VALLE DE LOS GIRASOLES,COLONIA,False,-100.326,25.795
603,34127,66056,NUEVO LEON,GENERAL ESCOBEDO,VILLAS DE ESCOBEDO,COLONIA,False,-100.318,25.785
604,34128,66056,NUEVO LEON,GENERAL ESCOBEDO,BALCONES DE ANAHUAC II,COLONIA,False,-100.324,25.772
605,34129,66056,NUEVO LEON,GENERAL ESCOBEDO,BOSQUES DE QUEBEC,COLONIA,False,-100.32,25.801
606,34130,66056,NUEVO LEON,GENERAL ESCOBEDO,FRACC BALCONES DE ANAHUAC III,COLONIA,False,-100.329,25.765
607,34131,66057,NUEVO LEON,GENERAL ESCOBEDO,INFONAVIT MONTERREAL,COLONIA,True,-100.318,25.797
608,34132,66057,NUEVO LEON,GENERAL ESCOBEDO,NUESTRA SEÃORA DE FATIMA,COLONIA,False,-100.309,25.782
609,34133,66057,NUEVO LEON,GENERAL ESCOBEDO,RES ESCOBEDO,COLONIA,False,-100.308,25.788
610,34134,66057,NUEVO LEON,GENERAL ESCOBEDO,TOPO GRANDE SUR,COLONIA,True,-100.313,25.793
611,34135,66057,NUEVO LEON,GENERAL ESCOBEDO,FUENTES DE ESCOBEDO,COLONIA,False,-100.312,25.784
612,34136,66057,NUEVO LEON,GENERAL ESCOBEDO,FUENTES DE ESCOBEDO 2DO SECT,COLONIA,False,-100.315,25.787
613,34137,66057,NUEVO LEON,GENERAL ESCOBEDO,HACIENDA ESCOBEDO,COLONIA,False,-100.305,25.784
614,34138,66058,NUEVO LEON,GENERAL ESCOBEDO,LAS MALVINAS,COLONIA,True,-100.295,25.797
615,34139,66058,NUEVO LEON,GENERAL ESCOBEDO,LAZARO CARDENAS,COLONIA,False,-100.297,25.786
616,34140,66058,NUEVO LEON,GENERAL ESCOBEDO,MARTIRES DEL 36,COLONIA,False,-100.3,25.796
617,34141,66058,NUEVO LEON,GENERAL ESCOBEDO,PRADERAS DEL TOPO GRANDE,COLONIA,True,-100.299,25.798
618,34142,66058,NUEVO LEON,GENERAL ESCOBEDO,SOLIDARIDAD,COLONIA,False,-100.298,25.792
619,34143,66058,NUEVO LEON,GENERAL ESCOBEDO,UCAM,COLONIA,False,-100.297,25.797
620,34144,66058,NUEVO LEON,GENERAL ESCOBEDO,16 DE SEPTIEMBRE,COLONIA,False,-100.296,25.781
621,34145,66058,NUEVO LEON,GENERAL ESCOBEDO,AMPL LAS MALVINAS,COLONIA,False,-100.298,25.798
622,34146,66058,NUEVO LEON,GENERAL ESCOBEDO,DESARROLLO URBANO EL CANADA,COLONIA,False,-100.298,25.777
623,34147,66058,NUEVO LEON,GENERAL ESCOBEDO,JARDINES DE ESCOBEDO 3ER SECT,COLONIA,False,-100.303,25.783
624,34148,66059,NUEVO LEON,GENERAL ESCOBEDO,HACIENDA LOS CANTU 2DO SECT,COLONIA,True,-100.268,25.773
625,34149,66059,NUEVO LEON,GENERAL ESCOBEDO,MISION ANAHUAC 1ER SECT,COLONIA,False,-100.271,25.78
626,34150,66059,NUEVO LEON,GENERAL ESCOBEDO,PRIV DE ANAHUAC SECT FRANCES,COLONIA,False,-100.276,25.772
627,34151,66059,NUEVO LEON,GENERAL ESCOBEDO,PRIVADAS DE ANAHUAC,COLONIA,False,-100.279,25.774
628,34152,66059,NUEVO LEON,GENERAL ESCOBEDO,QUINTAS DE ANAHUAC,COLONIA,False,-100.274,25.78
629,34153,66059,NUEVO LEON,GENERAL ESCOBEDO,VALLE DEL CANADA,COLONIA,False,-100.278,25.785
630,34154,66059,NUEVO LEON,GENERAL ESCOBEDO,CDA DE ANAHUAC,COLONIA,True,-100.272,25.775
631,34155,66059,NUEVO LEON,GENERAL ESCOBEDO,EL CENTENARIO,COLONIA,False,-100.289,25.77
632,34156,66059,NUEVO LEON,GENERAL ESCOBEDO,HACIENDA LOS CANTU 1ER SECT,COLONIA,False,-100.269,25.778
633,34157,66061,NUEVO LEON,GENERAL ESCOBEDO,FRACC PEDREGAL DE ESCOBEDO,FRACCIONAMIENTO,False,-100.359,25.808
634,34158,66061,NUEVO LEON,GENERAL ESCOBEDO,JARDINES DE SAN MARTIN,FRACCIONAMIENTO,False,-100.37,25.807
635,34159,66061,NUEVO LEON,GENERAL ESCOBEDO,PEDREGAL DEL TOPO,FRACCIONAMIENTO,False,-100.363,25.807
636,34160,66062,NUEVO LEON,GENERAL ESCOBEDO,PARQUE INDUSTRIAL ESCOBEDO,COLONIA,False,-100.35,25.81
637,34161,66062,NUEVO LEON,GENERAL ESCOBEDO,PARQUE INDUSTRIAL ESCOBEDO II,COLONIA,True,-100.352,25.802
638,34162,66062,NUEVO LEON,GENERAL ESCOBEDO,PASO DE CUCHARAS (PROGRESO),COLONIA,True,-100.355,25.814
639,34163,66062,NUEVO LEON,GENERAL ESCOBEDO,VILLA DEL SOL,COLONIA,False,-100.344,25.795
640,34164,66062,NUEVO LEON,GENERAL ESCOBEDO,ESCOBEDO,COLONIA,True,-100.323,25.818
641,34165,66062,NUEVO LEON,GENERAL ESCOBEDO,GLORIA MENDIOLA,COLONIA,False,-100.378,25.809
642,34166,66062,NUEVO LEON,GENERAL ESCOBEDO,LA ISLA (U DE P),COLONIA,True,-100.373,25.808
643,34167,66063,NUEVO LEON,GENERAL ESCOBEDO,SAN ISIDRO,COLONIA,False,-100.374,25.804
644,34168,66063,NUEVO LEON,GENERAL ESCOBEDO,19 DE JULIO,COLONIA,False,-100.376,25.803
645,34169,66063,NUEVO LEON,GENERAL ESCOBEDO,5 DE MAYO,COLONIA,False,-100.374,25.802
646,34170,66063,NUEVO LEON,GENERAL ESCOBEDO,BALCONES DEL RIO,COLONIA,False,-100.376,25.805
647,34171,66064,NUEVO LEON,GENERAL ESCOBEDO,FRACC NUEVA ESPERANZA,COLONIA,True,-100.392,25.798
648,34172,66064,NUEVO LEON,GENERAL ESCOBEDO,FRACC PORTAL DEL FRAILE,COLONIA,False,-100.412,25.8
649,34173,66064,NUEVO LEON,GENERAL ESCOBEDO,FRACC VILLA DE SAN MARTIN,COLONIA,False,-100.42,25.794
650,34174,66064,NUEVO LEON,GENERAL ESCOBEDO,LA CONCORDIA,COLONIA,True,-100.392,25.803
651,34175,66064,NUEVO LEON,GENERAL ESCOBEDO,LA UNIDAD,COLONIA,False,-100.411,25.794
652,34176,66064,NUEVO LEON,GENERAL ESCOBEDO,LAS FLORES,COLONIA,False,-100.396,25.803
653,34177,66064,NUEVO LEON,GENERAL ESCOBEDO,NUEVA ESCOBEDO,COLONIA,True,-100.378,25.799
654,34178,66064,NUEVO LEON,GENERAL ESCOBEDO,REAL SAN MARTIN,COLONIA,False,-100.423,25.794
655,34179,66064,NUEVO LEON,GENERAL ESCOBEDO,SAN MARTIN (RANCHO),COLONIA,True,-100.382,25.799
656,34180,66064,NUEVO LEON,GENERAL ESCOBEDO,SANTA MARTHA,COLONIA,True,-100.387,25.802
657,34181,66064,NUEVO LEON,GENERAL ESCOBEDO,LOS NARANJOS,COLONIA,True,-100.391,25.848
658,34182,66064,NUEVO LEON,GENERAL ESCOBEDO,18 DE OCTUBRE,COLONIA,True,-100.398,25.797
659,34183,66064,NUEVO LEON,GENERAL ESCOBEDO,AMPL NUEVO ESCOBEDO,COLONIA,False,-100.38,25.802
660,34184,66064,NUEVO LEON,GENERAL ESCOBEDO,FRACC GENERAL ESCOBEDO,COLONIA,True,-100.4,25.805
661,34185,66065,NUEVO LEON,GENERAL ESCOBEDO,EULALIO VILLARREAL AYALA,COLONIA,False,-100.371,25.803
662,34186,66065,NUEVO LEON,GENERAL ESCOBEDO,LA ILUSION,COLONIA,False,-100.375,25.794
663,34187,66065,NUEVO LEON,GENERAL ESCOBEDO,LADERAS DEL TOPO CHICO,COLONIA,True,-100.37,25.796
664,34188,66065,NUEVO LEON,GENERAL ESCOBEDO,SANTA LUCIA,COLONIA,True,-100.368,25.802
665,34189,66065,NUEVO LEON,GENERAL ESCOBEDO,AMPL COLINAS DEL TOPO CHICO,COLONIA,False,-100.374,25.796
666,34190,66065,NUEVO LEON,GENERAL ESCOBEDO,AMPL EULALIO VILLARREAL AYALA,COLONIA,False,-100.372,25.801
667,34191,66065,NUEVO LEON,GENERAL ESCOBEDO,COLINAS DEL TOPO CHICO,COLONIA,True,-100.375,25.798
668,34192,66067,NUEVO LEON,GENERAL ESCOBEDO,FRACC ARBOLEDAS DE ESCOBEDO,COLONIA,False,-100.263,25.806
669,34193,66070,NUEVO LEON,GENERAL ESCOBEDO,MONTE HOREB,COLONIA,False,-100.338,25.794
670,34194,66070,NUEVO LEON,GENERAL ESCOBEDO,PROVILEON,COLONIA,True,-100.336,25.786
671,34195,66070,NUEVO LEON,GENERAL ESCOBEDO,VILLA DE LOS AYALA,COLONIA,False,-100.337,25.793
672,34196,66072,NUEVO LEON,GENERAL ESCOBEDO,FRACC PASEO REAL,COLONIA,True,-100.335,25.798
673,34197,66072,NUEVO LEON,GENERAL ESCOBEDO,FRACC QUINTO CENTENARIO,COLONIA,False,-100.333,25.79
674,34198,66072,NUEVO LEON,GENERAL ESCOBEDO,HACIENDA DEL TOPO,COLONIA,True,-100.33,25.788
675,34199,66072,NUEVO LEON,GENERAL ESCOBEDO,HACIENDA LOS AYALA,COLONIA,False,-100.332,25.793
676,34200,66072,NUEVO LEON,GENERAL ESCOBEDO,LOS AYALA,COLONIA,False,-100.332,25.796
677,34201,66072,NUEVO LEON,GENERAL ESCOBEDO,BOSQUES DE ESCOBEDO,COLONIA,False,-100.337,25.807
678,34202,66072,NUEVO LEON,GENERAL ESCOBEDO,FRACC BOSQUES DE ESCOBEDO 2DO SECT,COLONIA,False,-100.337,25.8
679,34203,66072,NUEVO LEON,GENERAL ESCOBEDO,FRACC CORTIJO LOS AYALA,COLONIA,False,-100.33,25.794
680,34204,66073,NUEVO LEON,GENERAL ESCOBEDO,FRACC LOMAS DE SAN GENARO,COLONIA,False,-100.337,25.78
681,34205,66073,NUEVO LEON,GENERAL ESCOBEDO,FRACC LOMAS DE SAN GENARO 3ER SECT,COLONIA,False,-100.333,25.776
682,34206,66073,NUEVO LEON,GENERAL ESCOBEDO,FRACC LOS GIRASOLES 4TO SECT,COLONIA,False,-100.327,25.77
683,34207,66073,NUEVO LEON,GENERAL ESCOBEDO,HACIENDA SANTA JULIA,COLONIA,False,-100.333,25.783
684,34208,66073,NUEVO LEON,GENERAL ESCOBEDO,LAS ADELITAS DE VILLA,COLONIA,False,-100.334,25.77
685,34209,66073,NUEVO LEON,GENERAL ESCOBEDO,LOS GIRASOLES,COLONIA,False,-100.331,25.77
686,34210,66073,NUEVO LEON,GENERAL ESCOBEDO,SAN GENARO,COLONIA,False,-100.332,25.78
687,34211,66073,NUEVO LEON,GENERAL ESCOBEDO,AMPL LOMAS DE AZTLAN,COLONIA,False,-100.332,25.768
688,34212,66073,NUEVO LEON,GENERAL ESCOBEDO,FOMERREY 9,COLONIA,True,-100.328,25.784
689,34213,66073,NUEVO LEON,GENERAL ESCOBEDO,FRACC LAS LOMAS 2DO SECT,COLONIA,False,-100.329,25.772
690,34214,66075,NUEVO LEON,GENERAL ESCOBEDO,FOMERREY 36,COLONIA,False,-100.33,25.775
691,34215,66080,NUEVO LEON,GENERAL ESCOBEDO,ANDRES CABALLERO MORENO,COLONIA,True,-100.3,25.838
692,34216,66084,NUEVO LEON,GENERAL ESCOBEDO,UNION AGROP LAZARO CARD DEL NORTE,COLONIA,False,-100.391,25.831
693,34217,66085,NUEVO LEON,GENERAL ESCOBEDO,MONCLOVA 1ER SECT,COLONIA,False,-100.403,25.815
694,34218,66085,NUEVO LEON,GENERAL ESCOBEDO,MONCLOVA 2DO SECT,COLONIA,True,-100.39,25.815
695,34219,66085,NUEVO LEON,GENERAL ESCOBEDO,SAN MIGUEL DE LOS GARZA,COLONIA,False,-100.414,25.83
696,34220,67400,NUEVO LEON,GENERAL TERAN,ZARAGOZA,COLONIA,False,-99.679,25.257
697,34221,67400,NUEVO LEON,GENERAL TERAN,15 DE MAYO,COLONIA,False,-99.691,25.262
698,34222,67400,NUEVO LEON,GENERAL TERAN,CITRICULTORES,COLONIA,False,-99.704,25.247
699,34223,67400,NUEVO LEON,GENERAL TERAN,GENERAL TERAN CENTRO,COLONIA,False,-99.682,25.257
700,34224,67400,NUEVO LEON,GENERAL TERAN,VIMAFE,COLONIA,False,-99.692,25.262
701,34225,65850,NUEVO LEON,GENERAL TREVIÃO,GENERAL TREVIÃO CENTRO,VILLA,False,-99.485,26.221
702,34226,67960,NUEVO LEON,GENERAL ZARAGOZA,EL SALTO,PUEBLO,False,-99.766,23.958
703,34227,67960,NUEVO LEON,GENERAL ZARAGOZA,GENERAL ZARAGOZA,PUEBLO,False,-99.772,23.967
704,34228,67960,NUEVO LEON,GENERAL ZARAGOZA,NORTE,PUEBLO,False,-99.773,23.98
705,34229,67960,NUEVO LEON,GENERAL ZARAGOZA,SUR,PUEBLO,False,-99.766,23.972
706,34230,65750,NUEVO LEON,GENERAL ZUAZUA,GENERAL ZUAZUA CENTRO,VILLA,True,-100.112,25.892
707,34231,65750,NUEVO LEON,GENERAL ZUAZUA,PEDRO MARTINEZ,VILLA,True,-100.12,25.878
708,34232,65750,NUEVO LEON,GENERAL ZUAZUA,CARRIZALEJO,VILLA,True,-100.126,25.89
709,34233,65750,NUEVO LEON,GENERAL ZUAZUA,CARRIZALEJO 3ER SECT,VILLA,False,-100.124,25.883
710,34234,65750,NUEVO LEON,GENERAL ZUAZUA,CARRIZALEJO 4TO SECT,VILLA,False,-100.13,25.882
711,34235,65750,NUEVO LEON,GENERAL ZUAZUA,EJIDO ZUAZUA,VILLA,False,-100.131,25.887
712,34236,67100,NUEVO LEON,GUADALUPE,CENTRO DE GUADALUPE,UNIDAD HABITACIONAL,True,-100.259,25.678
713,34237,67100,NUEVO LEON,GUADALUPE,CONJUNTO HAB PLAZAS GUADALUPE I,UNIDAD HABITACIONAL,False,-100.266,25.675
714,34238,67100,NUEVO LEON,GUADALUPE,CONJUNTO HAB PLAZAS GUADALUPE II,UNIDAD HABITACIONAL,False,-100.266,25.676
715,34239,67105,NUEVO LEON,GUADALUPE,MARGARITA MAZA DE JUAREZ,COLONIA,False,-100.268,25.672
716,34240,67110,NUEVO LEON,GUADALUPE,BOSQUES DEL ORIENTE,COLONIA,True,-100.219,25.71
717,34241,67110,NUEVO LEON,GUADALUPE,EMILIANO ZAPATA (FOMERREY 18),COLONIA,True,-100.205,25.698
718,34242,67110,NUEVO LEON,GUADALUPE,FOVISSSTE LA TALAVERNA,COLONIA,False,-100.228,25.711
719,34243,67110,NUEVO LEON,GUADALUPE,JARDINES DE NUEVA LINDA VISTA 2DO SECT,COLONIA,False,-100.226,25.711
720,34244,67110,NUEVO LEON,GUADALUPE,JARDINES DE NUEVA LINDA VISTA 3ER SECT,COLONIA,False,-100.223,25.712
721,34245,67110,NUEVO LEON,GUADALUPE,JARDINES DE NUEVA LINDAVISTA,COLONIA,False,-100.23,25.711
722,34246,67110,NUEVO LEON,GUADALUPE,JARDINES DE SAN RAFAEL,COLONIA,False,-100.217,25.697
723,34247,67110,NUEVO LEON,GUADALUPE,KALOS,COLONIA,False,-100.22,25.704
724,34248,67110,NUEVO LEON,GUADALUPE,LA VICTORIA,COLONIA,False,-100.22,25.707
725,34249,67110,NUEVO LEON,GUADALUPE,NUEVA LINDAVISTA,COLONIA,True,-100.227,25.706
726,34250,67110,NUEVO LEON,GUADALUPE,NUEVO SAN RAFAEL (FOMERREY 7),COLONIA,True,-100.205,25.693
727,34251,67110,NUEVO LEON,GUADALUPE,PROVIVIENDA GUADALUPE,COLONIA,True,-100.195,25.713
728,34252,67110,NUEVO LEON,GUADALUPE,PROVIVIENDA LA ESPERANZA,COLONIA,False,-100.195,25.709
729,34253,67110,NUEVO LEON,GUADALUPE,SAN RAFAEL,COLONIA,True,-100.22,25.694
730,34254,67110,NUEVO LEON,GUADALUPE,VALLE DE SAN RAFAEL SECT 1,COLONIA,False,-100.209,25.7
731,34255,67110,NUEVO LEON,GUADALUPE,VETERANOS DE LA REVOLUCION,COLONIA,False,-100.198,25.693
732,34256,67110,NUEVO LEON,GUADALUPE,VILLA DE SAN MIGUEL,COLONIA,True,-100.212,25.707
733,34257,67110,NUEVO LEON,GUADALUPE,18 DE MARZO,COLONIA,False,-100.228,25.695
734,34258,67110,NUEVO LEON,GUADALUPE,ANGEL MARTINEZ VILLARREAL,COLONIA,False,-100.228,25.695
735,34259,67110,NUEVO LEON,GUADALUPE,ARBOLEDAS NUEVA LINDAVISTA,COLONIA,False,-100.225,25.71
736,34260,67112,NUEVO LEON,GUADALUPE,LOS OLIVOS,COLONIA,False,-100.214,25.713
737,34261,67112,NUEVO LEON,GUADALUPE,PASEO SAN MIGUEL,COLONIA,True,-100.21,25.713
738,34262,67112,NUEVO LEON,GUADALUPE,PEDREGAL DE LINDA VISTA,COLONIA,True,-100.203,25.713
739,34263,67112,NUEVO LEON,GUADALUPE,PLAZA SAN ANTONIO,COLONIA,True,-100.205,25.712
740,34264,67112,NUEVO LEON,GUADALUPE,PRIVADAS DE LINDA VISTA,COLONIA,False,-100.208,25.714
741,34265,67112,NUEVO LEON,GUADALUPE,VALLE DE SAN ANTONIO,COLONIA,False,-100.205,25.709
742,34266,67112,NUEVO LEON,GUADALUPE,VILLA DE SAN ANTONIO,COLONIA,False,-100.203,25.707
743,34267,67112,NUEVO LEON,GUADALUPE,ARBOLEDAS DE SAN MIGUEL,COLONIA,False,-100.209,25.711
744,34268,67112,NUEVO LEON,GUADALUPE,HACIENDA LOS ENCINOS,COLONIA,False,-100.204,25.71
745,34269,67112,NUEVO LEON,GUADALUPE,LA AMISTAD,COLONIA,False,-100.207,25.712
746,34270,67113,NUEVO LEON,GUADALUPE,HACIENDA SAN MIGUEL,COLONIA,True,-100.193,25.722
747,34271,67113,NUEVO LEON,GUADALUPE,HDA SAN MIGUEL SECT JARDINES,COLONIA,True,-100.193,25.72
748,34272,67113,NUEVO LEON,GUADALUPE,INFONAVIT BENITO JUAREZ,COLONIA,True,-100.194,25.717
749,34273,67113,NUEVO LEON,GUADALUPE,LOMAS DE SAN MIGUEL,COLONIA,True,-100.189,25.72
750,34274,67113,NUEVO LEON,GUADALUPE,PRIVADA SAN FERNANDO,COLONIA,False,-100.194,25.719
751,34275,67113,NUEVO LEON,GUADALUPE,TORRES DE SAN MIGUEL,COLONIA,False,-100.19,25.717
752,34276,67113,NUEVO LEON,GUADALUPE,ARBOLEDAS DE ACAPULCO,COLONIA,False,-100.196,25.723
753,34277,67113,NUEVO LEON,GUADALUPE,COLONIAL SAN MIGUEL 1ER SECT,COLONIA,False,-100.19,25.714
754,34278,67113,NUEVO LEON,GUADALUPE,FUENTES DE SAN MIGUEL,COLONIA,False,-100.19,25.716
755,34279,67114,NUEVO LEON,GUADALUPE,COLONIAL SAN MIGUEL 2DO SECT,FRACCIONAMIENTO,True,-100.19,25.71
756,34280,67114,NUEVO LEON,GUADALUPE,FRACC INDUSTRIAL VIGA,FRACCIONAMIENTO,False,-100.174,25.704
757,34281,67114,NUEVO LEON,GUADALUPE,JOSEFA ZOZAYA 2DO SECT,FRACCIONAMIENTO,True,-100.18,25.726
758,34282,67114,NUEVO LEON,GUADALUPE,MIXCOAC,FRACCIONAMIENTO,True,-100.175,25.703
759,34283,67114,NUEVO LEON,GUADALUPE,POLICIA AUXILIAR,FRACCIONAMIENTO,False,-100.186,25.711
760,34284,67114,NUEVO LEON,GUADALUPE,REAL DE SAN MIGUEL 1ER SECT,FRACCIONAMIENTO,True,-100.198,25.717
761,34285,67114,NUEVO LEON,GUADALUPE,REAL DE SAN MIGUEL 2DO SECT,FRACCIONAMIENTO,False,-100.198,25.714
762,34286,67114,NUEVO LEON,GUADALUPE,REAL DE SAN MIGUEL 3ER SECT,FRACCIONAMIENTO,True,-100.198,25.721
763,34287,67114,NUEVO LEON,GUADALUPE,VALLE SOLEADO,FRACCIONAMIENTO,True,-100.157,25.695
764,34288,67114,NUEVO LEON,GUADALUPE,VALLES DE SAN MIGUEL,FRACCIONAMIENTO,False,-100.186,25.714
765,34289,67114,NUEVO LEON,GUADALUPE,VILLA DEL RIO,FRACCIONAMIENTO,False,-100.193,25.711
766,34290,67114,NUEVO LEON,GUADALUPE,BALCONES DE SAN MIGUEL,FRACCIONAMIENTO,False,-100.185,25.718
767,34291,67114,NUEVO LEON,GUADALUPE,CAÃADA BLANCA,FRACCIONAMIENTO,True,-100.185,25.726
768,34292,67114,NUEVO LEON,GUADALUPE,CENTROAMERICA,FRACCIONAMIENTO,False,-100.189,25.729
769,34293,67115,NUEVO LEON,GUADALUPE,NUEVO MILENIO,COLONIA,False,-100.193,25.706
770,34294,67115,NUEVO LEON,GUADALUPE,PARQUE INDUSTRIAL SAN MIGUEL,COLONIA,True,-100.183,25.706
771,34295,67115,NUEVO LEON,GUADALUPE,INFONAVIT JARDINES DE CASABLANCA,COLONIA,False,-100.188,25.701
772,34296,67115,NUEVO LEON,GUADALUPE,INFONAVIT JARDINES DE GUADALUPE,COLONIA,False,-100.183,25.7
773,34297,67115,NUEVO LEON,GUADALUPE,INFONAVIT JARDINES DEL RIO,COLONIA,True,-100.185,25.699
774,34298,67116,NUEVO LEON,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),COLONIA,True,-100.195,25.695
775,34299,67116,NUEVO LEON,GUADALUPE,UNION NUEVO SAN MIGUEL,COLONIA,False,-100.188,25.694
776,34300,67116,NUEVO LEON,GUADALUPE,BENITO JUAREZ SECT 1,COLONIA,False,-100.191,25.699
777,34301,67116,NUEVO LEON,GUADALUPE,BENITO JUAREZ SECT 2,COLONIA,False,-100.197,25.703
778,34302,67116,NUEVO LEON,GUADALUPE,JARDINES DE SAN MIGUEL,COLONIA,False,-100.184,25.695
779,34303,67117,NUEVO LEON,GUADALUPE,LA FE,FRACCIONAMIENTO,False,-100.204,25.725
780,34304,67117,NUEVO LEON,GUADALUPE,LOS CRISTALES 1ER SECT,FRACCIONAMIENTO,False,-100.201,25.724
781,34305,67117,NUEVO LEON,GUADALUPE,LOS CRISTALES 2DO SECT,FRACCIONAMIENTO,False,-100.2,25.726
782,34306,67117,NUEVO LEON,GUADALUPE,LOS CRISTALES 3ER SECT,FRACCIONAMIENTO,False,-100.202,25.73
783,34307,67117,NUEVO LEON,GUADALUPE,MISION DE GUADALUPE,FRACCIONAMIENTO,False,-100.205,25.731
784,34308,67117,NUEVO LEON,GUADALUPE,PROL EDUARDO CABALLERO ESCAMILLA,FRACCIONAMIENTO,True,-100.195,25.729
785,34309,67117,NUEVO LEON,GUADALUPE,RAUL CABALLERO,FRACCIONAMIENTO,False,-100.198,25.725
786,34310,67117,NUEVO LEON,GUADALUPE,SANTA FE,FRACCIONAMIENTO,False,-100.204,25.72
787,34311,67117,NUEVO LEON,GUADALUPE,TORREMOLINOS LA FE,FRACCIONAMIENTO,False,-100.198,25.73
788,34312,67117,NUEVO LEON,GUADALUPE,VALLE DE TORREMOLINOS,FRACCIONAMIENTO,False,-100.203,25.728
789,34313,67117,NUEVO LEON,GUADALUPE,ARBOLEDAS DEL ORIENTE,FRACCIONAMIENTO,True,-100.198,25.728
790,34314,67117,NUEVO LEON,GUADALUPE,EDUARDO CABALLERO ESCAMILLA,FRACCIONAMIENTO,True,-100.195,25.726
791,34315,67117,NUEVO LEON,GUADALUPE,JOSEFA ZOZAYA 1ER SECT,FRACCIONAMIENTO,True,-100.192,25.727
792,34316,67118,NUEVO LEON,GUADALUPE,VALLE DE SAN RAFAEL SECT 2,COLONIA,False,-100.21,25.698
793,34317,67118,NUEVO LEON,GUADALUPE,VILLA ESPAÃOLA,COLONIA,False,-100.211,25.7
794,34318,67118,NUEVO LEON,GUADALUPE,LA FLORESTA,COLONIA,True,-100.211,25.695
795,34319,67118,NUEVO LEON,GUADALUPE,MISION DEL VALLE,COLONIA,True,-100.204,25.7
796,34320,67118,NUEVO LEON,GUADALUPE,PRADERAS DE SAN RAFAEL,COLONIA,False,-100.215,25.701
797,34321,67119,NUEVO LEON,GUADALUPE,JARDINES DE LA VICTORIA,COLONIA,False,-100.223,25.703
798,34322,67119,NUEVO LEON,GUADALUPE,INDUSTRIAL SAN RAFAEL,COLONIA,False,-100.223,25.702
799,34323,67120,NUEVO LEON,GUADALUPE,ADOLFO PRIETO SECT 4,COLONIA,False,-100.256,25.698
800,34324,67120,NUEVO LEON,GUADALUPE,AMERICA,COLONIA,False,-100.245,25.694
801,34325,67120,NUEVO LEON,GUADALUPE,AMERICA OBRERA,COLONIA,True,-100.246,25.705
802,34326,67120,NUEVO LEON,GUADALUPE,ESCAMILLA,COLONIA,True,-100.26,25.698
803,34327,67120,NUEVO LEON,GUADALUPE,HERCULES,COLONIA,True,-100.249,25.701
804,34328,67120,NUEVO LEON,GUADALUPE,LA LUZ,COLONIA,False,-100.242,25.706
805,34329,67120,NUEVO LEON,GUADALUPE,LEON XIII,COLONIA,True,-100.245,25.701
806,34330,67120,NUEVO LEON,GUADALUPE,MINERVA,COLONIA,False,-100.248,25.699
807,34331,67120,NUEVO LEON,GUADALUPE,NUEVA LIBERTAD,COLONIA,True,-100.249,25.705
808,34332,67120,NUEVO LEON,GUADALUPE,ADOLFO PRIETO SECT 1,COLONIA,False,-100.253,25.705
809,34333,67120,NUEVO LEON,GUADALUPE,ADOLFO PRIETO SECT 2,COLONIA,True,-100.254,25.702
810,34334,67120,NUEVO LEON,GUADALUPE,ADOLFO PRIETO SECT 3,COLONIA,False,-100.252,25.699
811,34335,67124,NUEVO LEON,GUADALUPE,REAL DE MINAS,COLONIA,False,-100.259,25.702
812,34336,67124,NUEVO LEON,GUADALUPE,ARAGONES,COLONIA,False,-100.257,25.7
813,34337,67128,NUEVO LEON,GUADALUPE,VISTA SOL,FRACCIONAMIENTO,False,-100.232,25.699
814,34338,67128,NUEVO LEON,GUADALUPE,CONDOCASA LINDAVISTA,FRACCIONAMIENTO,False,-100.242,25.695
815,34339,67128,NUEVO LEON,GUADALUPE,INDUSTRIAL LAS AMERICAS,FRACCIONAMIENTO,False,-100.242,25.7
816,34340,67128,NUEVO LEON,GUADALUPE,PRIVADA PURISIMA,FRACCIONAMIENTO,False,-100.24,25.696
817,34341,67129,NUEVO LEON,GUADALUPE,CENTRAL DE CARGA,COLONIA,False,-100.238,25.706
818,34342,67129,NUEVO LEON,GUADALUPE,LA PURISIMA,COLONIA,True,-100.233,25.706
819,34343,67129,NUEVO LEON,GUADALUPE,RINCON DE LA PURISIMA,COLONIA,True,-100.233,25.709
820,34344,67130,NUEVO LEON,GUADALUPE,LIBERTAD,COLONIA,True,-100.252,25.688
821,34345,67130,NUEVO LEON,GUADALUPE,LINDA VISTA,COLONIA,False,-100.256,25.693
822,34346,67130,NUEVO LEON,GUADALUPE,LOLYTA,COLONIA,False,-100.249,25.694
823,34347,67130,NUEVO LEON,GUADALUPE,VALLES DE LINDA VISTA,COLONIA,False,-100.247,25.695
824,34348,67130,NUEVO LEON,GUADALUPE,10 DE MAYO,COLONIA,False,-100.26,25.687
825,34349,67130,NUEVO LEON,GUADALUPE,ARBOLEDAS DE CORREGIDORA,COLONIA,False,-100.26,25.685
826,34350,67130,NUEVO LEON,GUADALUPE,CERRADAS DE LINDA VISTA,COLONIA,False,-100.243,25.697
