object_id1,object_id2,count,mun_name_x,neighborhood_name_x,mun_name_y,neighborhood_name_y,year
33953.0,34960.0,1,CARMEN,EL CARMEN CENTRO,MONTERREY,GONZALITOS,2011
33945.0,36484.0,1,CADEREYTA JIMÉNEZ,LOMAS DE LOS PILARES,SANTIAGO,FRACC LA BOCA,2011
33953.0,35025.0,1,CARMEN,EL CARMEN CENTRO,MONTERREY,FIDEL VELAZQUEZ,2011
33953.0,35068.0,1,CARMEN,EL CARMEN CENTRO,MONTERREY,CROC,2011
33953.0,35125.0,1,CARMEN,EL CARMEN CENTRO,MONTERREY,TIERRA Y LIBERTAD SECT NORTE,2011
33944.0,35096.0,1,CADEREYTA JIMÉNEZ,EJIDO CADEREYTA JIMENEZ,MONTERREY,TIRO AL BLANCO,2011
33941.0,34284.0,1,CADEREYTA JIMÉNEZ,ADOLFO LOPEZ MATEOS 1ER SECT,GUADALUPE,REAL DE SAN MIGUEL 1ER SECT,2011
33903.0,34161.0,1,CADEREYTA JIMÉNEZ,FRACC PEMEX,GENERAL ESCOBEDO,PARQUE INDUSTRIAL ESCOBEDO II,2011
33937.0,34956.0,1,CADEREYTA JIMÉNEZ,NUEVA MADERO,MONTERREY,OBRERA,2011
33941.0,34887.0,1,CADEREYTA JIMÉNEZ,ADOLFO LOPEZ MATEOS 1ER SECT,MARÍN,TAMPIQUITO,2011
33941.0,34650.0,1,CADEREYTA JIMÉNEZ,ADOLFO LOPEZ MATEOS 1ER SECT,GUADALUPE,HACIENDA LA SILLA,2011
33937.0,35264.0,1,CADEREYTA JIMÉNEZ,NUEVA MADERO,MONTERREY,MODERNA,2011
33937.0,34461.0,1,CADEREYTA JIMÉNEZ,NUEVA MADERO,GUADALUPE,COUNTRY LA SILLA,2011
33937.0,34634.0,1,CADEREYTA JIMÉNEZ,NUEVA MADERO,GUADALUPE,CIUDAD CROC,2011
33937.0,34955.0,1,CADEREYTA JIMÉNEZ,NUEVA MADERO,MONTERREY,CENTRO DE MONTERREY,2011
33937.0,35102.0,1,CADEREYTA JIMÉNEZ,NUEVA MADERO,MONTERREY,FRANCISCO VILLA,2011
33941.0,33953.0,1,CADEREYTA JIMÉNEZ,ADOLFO LOPEZ MATEOS 1ER SECT,CARMEN,EL CARMEN CENTRO,2011
33937.0,35261.0,1,CADEREYTA JIMÉNEZ,NUEVA MADERO,MONTERREY,CEMENTOS,2011
33937.0,35365.0,1,CADEREYTA JIMÉNEZ,NUEVA MADERO,MONTERREY,LOMA LARGA,2011
33941.0,34603.0,1,CADEREYTA JIMÉNEZ,ADOLFO LOPEZ MATEOS 1ER SECT,GUADALUPE,TIERRA PROPIA SECT 1,2011
33937.0,35377.0,1,CADEREYTA JIMÉNEZ,NUEVA MADERO,MONTERREY,ANCIRA,2011
33937.0,35454.0,1,CADEREYTA JIMÉNEZ,NUEVA MADERO,MONTERREY,JARDIN ESPAÑOL,2011
33937.0,35557.0,1,CADEREYTA JIMÉNEZ,NUEVA MADERO,MONTERREY,LOMAS DE VALLE ALTO,2011
33953.0,35169.0,1,CARMEN,EL CARMEN CENTRO,MONTERREY,HIDALGO,2011
33953.0,35264.0,1,CARMEN,EL CARMEN CENTRO,MONTERREY,MODERNA,2011
33953.0,35305.0,1,CARMEN,EL CARMEN CENTRO,MONTERREY,CUMBRES 5TO SECT SECC A,2011
33901.0,36377.0,1,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,SANTA CATARINA,HACIENDA SAN JOSE,2011
33937.0,34053.0,1,CADEREYTA JIMÉNEZ,NUEVA MADERO,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,2011
33937.0,34029.0,1,CADEREYTA JIMÉNEZ,NUEVA MADERO,GARCÍA,LA CRUZ,2011
33925.0,35969.0,1,CADEREYTA JIMÉNEZ,CARLOS SALINAS DE GORTARI,SAN NICOLÁS DE LOS GARZA,LOS MEZQUITES,2011
33901.0,36471.0,1,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,SANTIAGO,SAN FRANCISCO,2011
33901.0,36329.0,1,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,SANTA CATARINA,JOSE MARIA MORELOS,2011
33901.0,36356.0,1,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,SANTA CATARINA,ZIMEX,2011
33901.0,36399.0,1,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,SANTA CATARINA,PRADERAS DE SANTA CATARINA,2011
33953.0,34041.0,1,CARMEN,EL CARMEN CENTRO,GENERAL ESCOBEDO,LA ALIANZA,2011
33901.0,36425.0,1,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,SANTA CATARINA,RINCON DEL PONIENTE,2011
33901.0,36459.0,1,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,SANTIAGO,RANCHO SAN VICENTE,2011
33901.0,36488.0,1,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,SANTIAGO,CONCEPCION SALAZAR,2011
33901.0,36037.0,1,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,SAN PEDRO GARZA GARCÍA,SANTA ELENA,2011
33902.0,34093.0,1,CADEREYTA JIMÉNEZ,CANDELARIA RIOS,GENERAL ESCOBEDO,PUERTA DEL NORTE,2011
33902.0,35465.0,1,CADEREYTA JIMÉNEZ,CANDELARIA RIOS,MONTERREY,ALTAVISTA,2011
33945.0,35545.0,1,CADEREYTA JIMÉNEZ,LOMAS DE LOS PILARES,MONTERREY,JARDINES DE LA ESTANZUELA,2011
33945.0,35376.0,1,CADEREYTA JIMÉNEZ,LOMAS DE LOS PILARES,MONTERREY,INDEPENDENCIA,2011
33945.0,35237.0,1,CADEREYTA JIMÉNEZ,LOMAS DE LOS PILARES,MONTERREY,GARZA NIETO,2011
33945.0,35002.0,1,CADEREYTA JIMÉNEZ,LOMAS DE LOS PILARES,MONTERREY,SAN BERNABE X FOMERREY 113,2011
33945.0,34955.0,1,CADEREYTA JIMÉNEZ,LOMAS DE LOS PILARES,MONTERREY,CENTRO DE MONTERREY,2011
33945.0,34748.0,1,CADEREYTA JIMÉNEZ,LOMAS DE LOS PILARES,JUÁREZ,LA PAZ,2011
33945.0,35572.0,1,CADEREYTA JIMÉNEZ,LOMAS DE LOS PILARES,MONTERREY,LAS JARAS,2011
33945.0,34718.0,1,CADEREYTA JIMÉNEZ,LOMAS DE LOS PILARES,JUÁREZ,REAL DE SAN JOSE,2011
33945.0,34395.0,1,CADEREYTA JIMÉNEZ,LOMAS DE LOS PILARES,GUADALUPE,EL SABINO,2011
33945.0,34045.0,1,CADEREYTA JIMÉNEZ,LOMAS DE LOS PILARES,GENERAL ESCOBEDO,PORTAL DE HIERRO,2011
33945.0,33965.0,1,CADEREYTA JIMÉNEZ,LOMAS DE LOS PILARES,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,2011
33944.0,36399.0,1,CADEREYTA JIMÉNEZ,EJIDO CADEREYTA JIMENEZ,SANTA CATARINA,PRADERAS DE SANTA CATARINA,2011
33944.0,35937.0,1,CADEREYTA JIMÉNEZ,EJIDO CADEREYTA JIMENEZ,SAN NICOLÁS DE LOS GARZA,CONSTITUYENTES DE QUERETARO SECT 2,2011
33944.0,35545.0,1,CADEREYTA JIMÉNEZ,EJIDO CADEREYTA JIMENEZ,MONTERREY,JARDINES DE LA ESTANZUELA,2011
33945.0,34507.0,1,CADEREYTA JIMÉNEZ,LOMAS DE LOS PILARES,GUADALUPE,GUADALUPE VICTORIA,2011
33944.0,35384.0,1,CADEREYTA JIMÉNEZ,EJIDO CADEREYTA JIMENEZ,MONTERREY,ARTURO B DE LA GARZA,2011
33945.0,35629.0,1,CADEREYTA JIMÉNEZ,LOMAS DE LOS PILARES,SALINAS VICTORIA,SALINAS VICTORIA (CENTRO),2011
34298.0,35261.0,1,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),MONTERREY,CEMENTOS,2011
34308.0,35068.0,1,GUADALUPE,PROL EDUARDO CABALLERO ESCAMILLA,MONTERREY,CROC,2011
34298.0,35266.0,1,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),MONTERREY,JARDINES DE LA MODERNA,2011
33965.0,34395.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,GUADALUPE,EL SABINO,2011
33965.0,34045.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,GENERAL ESCOBEDO,PORTAL DE HIERRO,2011
33965.0,34066.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,GENERAL ESCOBEDO,LOS ELIZONDO,2011
33965.0,34161.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,GENERAL ESCOBEDO,PARQUE INDUSTRIAL ESCOBEDO II,2011
33965.0,34251.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,GUADALUPE,PROVIVIENDA GUADALUPE,2011
33965.0,34318.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,GUADALUPE,LA FLORESTA,2011
33965.0,34748.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,JUÁREZ,LA PAZ,2011
33965.0,34431.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,GUADALUPE,VALLE HERMOSO 2DO SECT,2011
33953.0,35696.0,1,CARMEN,EL CARMEN CENTRO,SAN NICOLÁS DE LOS GARZA,MIRADOR SAN NICOLAS,2011
33965.0,34461.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,GUADALUPE,COUNTRY LA SILLA,2011
33965.0,34507.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,GUADALUPE,GUADALUPE VICTORIA,2011
33965.0,34713.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,JUÁREZ,BENITO JUAREZ CENTRO,2011
33965.0,34718.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,JUÁREZ,REAL DE SAN JOSE,2011
33965.0,36469.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,SANTIAGO,DEL MAESTRO,2011
33965.0,36484.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,SANTIAGO,FRACC LA BOCA,2011
33953.0,36459.0,1,CARMEN,EL CARMEN CENTRO,SANTIAGO,RANCHO SAN VICENTE,2011
33965.0,34272.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,GUADALUPE,INFONAVIT BENITO JUAREZ,2011
34029.0,35365.0,1,GARCÍA,LA CRUZ,MONTERREY,LOMA LARGA,2011
33965.0,35629.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,SALINAS VICTORIA,SALINAS VICTORIA (CENTRO),2011
33965.0,35376.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,MONTERREY,INDEPENDENCIA,2011
33965.0,35412.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,MONTERREY,BUROCRATAS MUNICIPALES,2011
33965.0,35458.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,MONTERREY,PRIMAVERA,2011
33965.0,35545.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,MONTERREY,JARDINES DE LA ESTANZUELA,2011
33965.0,35572.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,MONTERREY,LAS JARAS,2011
33965.0,35588.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,PESQUERÍA,PESQUERIA,2011
33965.0,35781.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,SAN NICOLÁS DE LOS GARZA,PERIFERICO NORTE,2011
33965.0,35001.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,MONTERREY,SAN BERNABE II FOMERREY 120,2011
33965.0,35820.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,SAN NICOLÁS DE LOS GARZA,JARDINES DE LAS PUENTES,2011
33965.0,36065.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,SAN PEDRO GARZA GARCÍA,LOS PINOS,2011
33965.0,36459.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,SANTIAGO,RANCHO SAN VICENTE,2011
33965.0,36463.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,SANTIAGO,CONGREGACION SAN JOSE NORTE,2011
33965.0,35102.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,MONTERREY,FRANCISCO VILLA,2011
33965.0,35002.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,MONTERREY,SAN BERNABE X FOMERREY 113,2011
34018.0,34358.0,1,GARCÍA,NUEVO AMANECER,GUADALUPE,GUERRA,2011
34029.0,35161.0,1,GARCÍA,LA CRUZ,MONTERREY,LAZARO CARDENAS,2011
33965.0,35237.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,MONTERREY,GARZA NIETO,2011
34029.0,34298.0,1,GARCÍA,LA CRUZ,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),2011
34018.0,35121.0,1,GARCÍA,NUEVO AMANECER,MONTERREY,TIERRA Y LIBERTAD SECTOR SUR,2011
34018.0,35915.0,1,GARCÍA,NUEVO AMANECER,SAN NICOLÁS DE LOS GARZA,VALLE DE NOGALAR,2011
34018.0,36377.0,1,GARCÍA,NUEVO AMANECER,SANTA CATARINA,HACIENDA SAN JOSE,2011
34029.0,34053.0,1,GARCÍA,LA CRUZ,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,2011
34029.0,34286.0,1,GARCÍA,LA CRUZ,GUADALUPE,REAL DE SAN MIGUEL 3ER SECT,2011
34029.0,34590.0,1,GARCÍA,LA CRUZ,GUADALUPE,RINCON DE LA SIERRA,2011
34029.0,34380.0,1,GARCÍA,LA CRUZ,GUADALUPE,PUESTA DEL SOL,2011
34018.0,34958.0,1,GARCÍA,NUEVO AMANECER,MONTERREY,CONDOMINIOS CONSTITUCION,2011
34029.0,34435.0,1,GARCÍA,LA CRUZ,GUADALUPE,CAMINO REAL,2011
34029.0,34454.0,1,GARCÍA,LA CRUZ,GUADALUPE,TOLTECA,2011
34029.0,34461.0,1,GARCÍA,LA CRUZ,GUADALUPE,COUNTRY LA SILLA,2011
34029.0,34536.0,1,GARCÍA,LA CRUZ,GUADALUPE,ARBOLEDAS DE LA SILLA,2011
34053.0,35384.0,1,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,MONTERREY,ARTURO B DE LA GARZA,2011
34053.0,35447.0,1,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,MONTERREY,CARACOL,2011
34018.0,34961.0,1,GARCÍA,NUEVO AMANECER,MONTERREY,LOMAS,2011
34029.0,34191.0,1,GARCÍA,LA CRUZ,GENERAL ESCOBEDO,COLINAS DEL TOPO CHICO,2011
34029.0,35162.0,1,GARCÍA,LA CRUZ,MONTERREY,SIMON BOLIVAR,2011
34029.0,35392.0,1,GARCÍA,LA CRUZ,MONTERREY,HERIBERTO JARA,2011
34029.0,35266.0,1,GARCÍA,LA CRUZ,MONTERREY,JARDINES DE LA MODERNA,2011
34029.0,35279.0,1,GARCÍA,LA CRUZ,MONTERREY,ASARCO,2011
34029.0,35282.0,1,GARCÍA,LA CRUZ,MONTERREY,NUEVA MADERO,2011
34029.0,35360.0,1,GARCÍA,LA CRUZ,MONTERREY,ROMA SUR,2011
34029.0,35377.0,1,GARCÍA,LA CRUZ,MONTERREY,ANCIRA,2011
34029.0,34956.0,1,GARCÍA,LA CRUZ,MONTERREY,OBRERA,2011
34029.0,35395.0,1,GARCÍA,LA CRUZ,MONTERREY,ALTAMIRA,2011
34018.0,34955.0,1,GARCÍA,NUEVO AMANECER,MONTERREY,CENTRO DE MONTERREY,2011
34029.0,35425.0,1,GARCÍA,LA CRUZ,MONTERREY,VALLE DEL MARQUEZ,2011
34029.0,35445.0,1,GARCÍA,LA CRUZ,MONTERREY,RES FLORIDA,2011
34029.0,35454.0,1,GARCÍA,LA CRUZ,MONTERREY,JARDIN ESPAÑOL,2011
34029.0,35461.0,1,GARCÍA,LA CRUZ,MONTERREY,LTH,2011
34029.0,35102.0,1,GARCÍA,LA CRUZ,MONTERREY,FRANCISCO VILLA,2011
34029.0,34634.0,1,GARCÍA,LA CRUZ,GUADALUPE,CIUDAD CROC,2011
33965.0,35279.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,MONTERREY,ASARCO,2011
33965.0,35178.0,1,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,MONTERREY,MITRAS NORTE,2011
34298.0,35282.0,1,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),MONTERREY,NUEVA MADERO,2011
34029.0,36488.0,1,GARCÍA,LA CRUZ,SANTIAGO,CONCEPCION SALAZAR,2011
34029.0,35915.0,1,GARCÍA,LA CRUZ,SAN NICOLÁS DE LOS GARZA,VALLE DE NOGALAR,2011
34029.0,35945.0,1,GARCÍA,LA CRUZ,SAN NICOLÁS DE LOS GARZA,NUEVO MUNDO SECT 2,2011
34029.0,35973.0,1,GARCÍA,LA CRUZ,SAN PEDRO GARZA GARCÍA,AMPL SAN PEDRO 400,2011
34029.0,36329.0,1,GARCÍA,LA CRUZ,SANTA CATARINA,JOSE MARIA MORELOS,2011
34034.0,35376.0,1,GARCÍA,LAS PALMAS,MONTERREY,INDEPENDENCIA,2011
34029.0,36425.0,1,GARCÍA,LA CRUZ,SANTA CATARINA,RINCON DEL PONIENTE,2011
34034.0,34079.0,1,GARCÍA,LAS PALMAS,GENERAL ESCOBEDO,NUEVA CASTILLA,2011
34029.0,35629.0,1,GARCÍA,LA CRUZ,SALINAS VICTORIA,SALINAS VICTORIA (CENTRO),2011
34034.0,34313.0,1,GARCÍA,LAS PALMAS,GUADALUPE,ARBOLEDAS DEL ORIENTE,2011
34034.0,34615.0,1,GARCÍA,LAS PALMAS,GUADALUPE,31 DE DICIEMBRE,2011
34034.0,35283.0,1,GARCÍA,LAS PALMAS,MONTERREY,VENUSTIANO CARRANZA,2011
34041.0,34760.0,1,GENERAL ESCOBEDO,LA ALIANZA,JUÁREZ,FRACC FUENTES DE JUAREZ,2011
34041.0,35009.0,1,GENERAL ESCOBEDO,LA ALIANZA,MONTERREY,SAN BERNABE FOMERREY 25,2011
34041.0,35068.0,1,GENERAL ESCOBEDO,LA ALIANZA,MONTERREY,CROC,2011
34029.0,35656.0,1,GARCÍA,LA CRUZ,SAN NICOLÁS DE LOS GARZA,RES ROBLE 4TO SECT,2011
34029.0,35557.0,1,GARCÍA,LA CRUZ,MONTERREY,LOMAS DE VALLE ALTO,2011
34045.0,35545.0,1,GENERAL ESCOBEDO,PORTAL DE HIERRO,MONTERREY,JARDINES DE LA ESTANZUELA,2011
34041.0,34066.0,1,GENERAL ESCOBEDO,LA ALIANZA,GENERAL ESCOBEDO,LOS ELIZONDO,2011
34037.0,35168.0,1,GARCÍA,FRACC VILLAS DEL PONIENTE,MONTERREY,NIÑO ARTILLERO,2011
34037.0,35264.0,1,GARCÍA,FRACC VILLAS DEL PONIENTE,MONTERREY,MODERNA,2011
34037.0,35384.0,1,GARCÍA,FRACC VILLAS DEL PONIENTE,MONTERREY,ARTURO B DE LA GARZA,2011
34037.0,35418.0,1,GARCÍA,FRACC VILLAS DEL PONIENTE,MONTERREY,MARTIRES DE TLATELOLCO,2011
34037.0,35776.0,1,GARCÍA,FRACC VILLAS DEL PONIENTE,SAN NICOLÁS DE LOS GARZA,CUAUHTEMOC SECT 2,2011
34037.0,35931.0,1,GARCÍA,FRACC VILLAS DEL PONIENTE,SAN NICOLÁS DE LOS GARZA,FLORIDOS BOSQUES DEL NOGALAR,2011
34041.0,34359.0,1,GENERAL ESCOBEDO,LA ALIANZA,GUADALUPE,GUERRA NORTE,2011
34029.0,36001.0,1,GARCÍA,LA CRUZ,SAN PEDRO GARZA GARCÍA,DEL VALLE,2011
34041.0,34527.0,1,GENERAL ESCOBEDO,LA ALIANZA,GUADALUPE,VILLA OLIMPICA,2011
34041.0,34643.0,1,GENERAL ESCOBEDO,LA ALIANZA,GUADALUPE,MARIA TERESA,2011
34041.0,34648.0,1,GENERAL ESCOBEDO,LA ALIANZA,GUADALUPE,VALLE DEL SOL,2011
34034.0,35869.0,1,GARCÍA,LAS PALMAS,SAN NICOLÁS DE LOS GARZA,LOS REALES,2011
34034.0,35524.0,1,GARCÍA,LAS PALMAS,MONTERREY,FRACCIONAMIENTO LA RIOJA,2011
34034.0,35506.0,1,GARCÍA,LAS PALMAS,MONTERREY,MEDEROS,2011
34053.0,34634.0,1,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,GUADALUPE,CIUDAD CROC,2011
34045.0,35572.0,1,GENERAL ESCOBEDO,PORTAL DE HIERRO,MONTERREY,LAS JARAS,2011
34029.0,35465.0,1,GARCÍA,LA CRUZ,MONTERREY,ALTAVISTA,2011
34041.0,36459.0,1,GENERAL ESCOBEDO,LA ALIANZA,SANTIAGO,RANCHO SAN VICENTE,2011
34041.0,35424.0,1,GENERAL ESCOBEDO,LA ALIANZA,MONTERREY,REVOLUCION PROLETARIA,2011
34041.0,35447.0,1,GENERAL ESCOBEDO,LA ALIANZA,MONTERREY,CARACOL,2011
34041.0,35524.0,1,GENERAL ESCOBEDO,LA ALIANZA,MONTERREY,FRACCIONAMIENTO LA RIOJA,2011
34041.0,35788.0,1,GENERAL ESCOBEDO,LA ALIANZA,SAN NICOLÁS DE LOS GARZA,CIUDAD UNIVERSITARIA,2011
34045.0,34955.0,1,GENERAL ESCOBEDO,PORTAL DE HIERRO,MONTERREY,CENTRO DE MONTERREY,2011
34041.0,36266.0,1,GENERAL ESCOBEDO,LA ALIANZA,SANTA CATARINA,LA ERMITA,2011
34045.0,34395.0,1,GENERAL ESCOBEDO,PORTAL DE HIERRO,GUADALUPE,EL SABINO,2011
34041.0,35380.0,1,GENERAL ESCOBEDO,LA ALIANZA,MONTERREY,LA PEDRERA,2011
34045.0,34507.0,1,GENERAL ESCOBEDO,PORTAL DE HIERRO,GUADALUPE,GUADALUPE VICTORIA,2011
34045.0,34718.0,1,GENERAL ESCOBEDO,PORTAL DE HIERRO,JUÁREZ,REAL DE SAN JOSE,2011
34045.0,34748.0,1,GENERAL ESCOBEDO,PORTAL DE HIERRO,JUÁREZ,LA PAZ,2011
34029.0,35545.0,1,GARCÍA,LA CRUZ,MONTERREY,JARDINES DE LA ESTANZUELA,2011
34029.0,35532.0,1,GARCÍA,LA CRUZ,MONTERREY,LOS CRISTALES,2011
34270.0,35169.0,1,GUADALUPE,HACIENDA SAN MIGUEL,MONTERREY,HIDALGO,2011
34041.0,35407.0,1,GENERAL ESCOBEDO,LA ALIANZA,MONTERREY,CERRO DE CAMPANA,2011
34041.0,35305.0,1,GENERAL ESCOBEDO,LA ALIANZA,MONTERREY,CUMBRES 5TO SECT SECC A,2011
34045.0,35629.0,1,GENERAL ESCOBEDO,PORTAL DE HIERRO,SALINAS VICTORIA,SALINAS VICTORIA (CENTRO),2011
34053.0,35102.0,1,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,MONTERREY,FRANCISCO VILLA,2011
34045.0,36484.0,1,GENERAL ESCOBEDO,PORTAL DE HIERRO,SANTIAGO,FRACC LA BOCA,2011
34053.0,34366.0,1,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,GUADALUPE,PARAISO,2011
34053.0,34461.0,1,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,GUADALUPE,COUNTRY LA SILLA,2011
34053.0,34955.0,1,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,MONTERREY,CENTRO DE MONTERREY,2011
34045.0,35237.0,1,GENERAL ESCOBEDO,PORTAL DE HIERRO,MONTERREY,GARZA NIETO,2011
34053.0,34956.0,1,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,MONTERREY,OBRERA,2011
34053.0,35261.0,1,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,MONTERREY,CEMENTOS,2011
34041.0,35696.0,1,GENERAL ESCOBEDO,LA ALIANZA,SAN NICOLÁS DE LOS GARZA,MIRADOR SAN NICOLAS,2011
34053.0,35264.0,1,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,MONTERREY,MODERNA,2011
34053.0,35365.0,1,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,MONTERREY,LOMA LARGA,2011
34053.0,35377.0,1,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,MONTERREY,ANCIRA,2011
34045.0,35376.0,1,GENERAL ESCOBEDO,PORTAL DE HIERRO,MONTERREY,INDEPENDENCIA,2011
34045.0,35002.0,1,GENERAL ESCOBEDO,PORTAL DE HIERRO,MONTERREY,SAN BERNABE X FOMERREY 113,2011
34041.0,35264.0,1,GENERAL ESCOBEDO,LA ALIANZA,MONTERREY,MODERNA,2011
34053.0,35454.0,1,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,MONTERREY,JARDIN ESPAÑOL,2011
34053.0,35557.0,1,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,MONTERREY,LOMAS DE VALLE ALTO,2011
34191.0,35392.0,1,GENERAL ESCOBEDO,COLINAS DEL TOPO CHICO,MONTERREY,HERIBERTO JARA,2011
34061.0,36375.0,1,GENERAL ESCOBEDO,GENERAL ESCOBEDO CENTRO,SANTA CATARINA,EL OBISPO,2011
34053.0,36471.0,1,GENERAL ESCOBEDO,CUMBRES ELITE 6TO SECT,SANTIAGO,SAN FRANCISCO,2011
34061.0,34683.0,1,GENERAL ESCOBEDO,GENERAL ESCOBEDO CENTRO,GUADALUPE,CERRO AZUL,2011
34061.0,34742.0,1,GENERAL ESCOBEDO,GENERAL ESCOBEDO CENTRO,JUÁREZ,COLINAS DE SAN JUAN,2011
34061.0,35036.0,1,GENERAL ESCOBEDO,GENERAL ESCOBEDO CENTRO,MONTERREY,SANTA CECILIA,2011
34061.0,35050.0,1,GENERAL ESCOBEDO,GENERAL ESCOBEDO CENTRO,MONTERREY,AZTLAN,2011
34061.0,35123.0,1,GENERAL ESCOBEDO,GENERAL ESCOBEDO CENTRO,MONTERREY,TIERRA Y LIBERTAD SECT CENTRO,2011
34066.0,34776.0,1,GENERAL ESCOBEDO,LOS ELIZONDO,JUÁREZ,RANCHO VIEJO,2011
34066.0,36399.0,1,GENERAL ESCOBEDO,LOS ELIZONDO,SANTA CATARINA,PRADERAS DE SANTA CATARINA,2011
34066.0,34298.0,1,GENERAL ESCOBEDO,LOS ELIZONDO,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),2011
34066.0,34318.0,1,GENERAL ESCOBEDO,LOS ELIZONDO,GUADALUPE,LA FLORESTA,2011
34066.0,34373.0,1,GENERAL ESCOBEDO,LOS ELIZONDO,GUADALUPE,VALLES DE CHAPULTEPEC,2011
34066.0,34527.0,1,GENERAL ESCOBEDO,LOS ELIZONDO,GUADALUPE,VILLA OLIMPICA,2011
34066.0,34760.0,1,GENERAL ESCOBEDO,LOS ELIZONDO,JUÁREZ,FRACC FUENTES DE JUAREZ,2011
34066.0,34768.0,1,GENERAL ESCOBEDO,LOS ELIZONDO,JUÁREZ,AMERICA UNIDA,2011
34061.0,35376.0,1,GENERAL ESCOBEDO,GENERAL ESCOBEDO CENTRO,MONTERREY,INDEPENDENCIA,2011
34066.0,35096.0,1,GENERAL ESCOBEDO,LOS ELIZONDO,MONTERREY,TIRO AL BLANCO,2011
