object_id1,object_id2,count,mun_name_x,neighborhood_name_x,mun_name_y,neighborhood_name_y,year
33901.0,34961.0,2,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,MONTERREY,LOMAS,2011
34955.0,35162.0,2,MONTERREY,CENTRO DE MONTERREY,MONTERREY,SIMON BOLIVAR,2011
34955.0,35915.0,2,MONTERREY,CENTRO DE MONTERREY,SAN NICOLÁS DE LOS GARZA,VALLE DE NOGALAR,2011
33901.0,34634.0,2,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,GUADALUPE,CIUDAD CROC,2011
34955.0,35557.0,2,MONTERREY,CENTRO DE MONTERREY,MONTERREY,LOMAS DE VALLE ALTO,2011
35524.0,35588.0,2,MONTERREY,FRACCIONAMIENTO LA RIOJA,PESQUERÍA,PESQUERIA,2011
34955.0,35545.0,2,MONTERREY,CENTRO DE MONTERREY,MONTERREY,JARDINES DE LA ESTANZUELA,2011
34955.0,34968.0,2,MONTERREY,CENTRO DE MONTERREY,MONTERREY,OBISPADO,2011
34507.0,36484.0,2,GUADALUPE,GUADALUPE VICTORIA,SANTIAGO,FRACC LA BOCA,2011
34298.0,35937.0,2,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),SAN NICOLÁS DE LOS GARZA,CONSTITUYENTES DE QUERETARO SECT 2,2011
33941.0,34955.0,2,CADEREYTA JIMÉNEZ,ADOLFO LOPEZ MATEOS 1ER SECT,MONTERREY,CENTRO DE MONTERREY,2011
35376.0,36484.0,2,MONTERREY,INDEPENDENCIA,SANTIAGO,FRACC LA BOCA,2011
35384.0,35545.0,2,MONTERREY,ARTURO B DE LA GARZA,MONTERREY,JARDINES DE LA ESTANZUELA,2011
33901.0,34230.0,2,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,GENERAL ZUAZUA,GENERAL ZUAZUA CENTRO,2011
33901.0,35937.0,2,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,SAN NICOLÁS DE LOS GARZA,CONSTITUYENTES DE QUERETARO SECT 2,2011
33901.0,35915.0,2,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,SAN NICOLÁS DE LOS GARZA,VALLE DE NOGALAR,2011
35376.0,36001.0,2,MONTERREY,INDEPENDENCIA,SAN PEDRO GARZA GARCÍA,DEL VALLE,2011
34298.0,35376.0,2,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),MONTERREY,INDEPENDENCIA,2011
35264.0,35384.0,2,MONTERREY,MODERNA,MONTERREY,ARTURO B DE LA GARZA,2011
33721.0,33901.0,2,APODACA,KALOS,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,2011
34634.0,35264.0,2,GUADALUPE,CIUDAD CROC,MONTERREY,MODERNA,2011
34955.0,35261.0,2,MONTERREY,CENTRO DE MONTERREY,MONTERREY,CEMENTOS,2011
34955.0,35178.0,2,MONTERREY,CENTRO DE MONTERREY,MONTERREY,MITRAS NORTE,2011
33901.0,34029.0,2,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,GARCÍA,LA CRUZ,2011
34029.0,35376.0,2,GARCÍA,LA CRUZ,MONTERREY,INDEPENDENCIA,2011
35376.0,35629.0,2,MONTERREY,INDEPENDENCIA,SALINAS VICTORIA,SALINAS VICTORIA (CENTRO),2011
33651.0,35068.0,1,APODACA,FRACC VALLE DE SAN ANDRES 4TO SECT,MONTERREY,CROC,2011
33600.0,34958.0,1,APODACA,APODACA CENTRO,MONTERREY,CONDOMINIOS CONSTITUCION,2011
33600.0,34961.0,1,APODACA,APODACA CENTRO,MONTERREY,LOMAS,2011
33609.0,33710.0,1,APODACA,CASAS REALES DE APODACA,APODACA,NUEVO MEZQUITAL,2011
33609.0,33729.0,1,APODACA,CASAS REALES DE APODACA,APODACA,PARQUE INDUSTRIAL INTERPARK,2011
33609.0,34565.0,1,APODACA,CASAS REALES DE APODACA,GUADALUPE,FRACC EVOLUCION,2011
33651.0,34955.0,1,APODACA,FRACC VALLE DE SAN ANDRES 4TO SECT,MONTERREY,CENTRO DE MONTERREY,2011
33651.0,34308.0,1,APODACA,FRACC VALLE DE SAN ANDRES 4TO SECT,GUADALUPE,PROL EDUARDO CABALLERO ESCAMILLA,2011
33651.0,34353.0,1,APODACA,FRACC VALLE DE SAN ANDRES 4TO SECT,GUADALUPE,RIBERAS DE LA PURISIMA,2011
33651.0,34600.0,1,APODACA,FRACC VALLE DE SAN ANDRES 4TO SECT,GUADALUPE,SIERRA MORENA,2011
33651.0,34607.0,1,APODACA,FRACC VALLE DE SAN ANDRES 4TO SECT,GUADALUPE,TRES CAMINOS PTE,2011
33651.0,34750.0,1,APODACA,FRACC VALLE DE SAN ANDRES 4TO SECT,JUÁREZ,EL MIRADOR,2011
33651.0,35264.0,1,APODACA,FRACC VALLE DE SAN ANDRES 4TO SECT,MONTERREY,MODERNA,2011
33600.0,34395.0,1,APODACA,APODACA CENTRO,GUADALUPE,EL SABINO,2011
33600.0,34713.0,1,APODACA,APODACA CENTRO,JUÁREZ,BENITO JUAREZ CENTRO,2011
33600.0,35279.0,1,APODACA,APODACA CENTRO,MONTERREY,ASARCO,2011
33600.0,34358.0,1,APODACA,APODACA CENTRO,GUADALUPE,GUERRA,2011
33600.0,34318.0,1,APODACA,APODACA CENTRO,GUADALUPE,LA FLORESTA,2011
33600.0,36469.0,1,APODACA,APODACA CENTRO,SANTIAGO,DEL MAESTRO,2011
33609.0,33654.0,1,APODACA,CASAS REALES DE APODACA,APODACA,HACIENDA SANTA ISABEL,2011
33609.0,33707.0,1,APODACA,CASAS REALES DE APODACA,APODACA,EL MEZQUITAL,2011
33651.0,35478.0,1,APODACA,FRACC VALLE DE SAN ANDRES 4TO SECT,MONTERREY,CONTRY,2011
33600.0,35178.0,1,APODACA,APODACA CENTRO,MONTERREY,MITRAS NORTE,2011
33600.0,35162.0,1,APODACA,APODACA CENTRO,MONTERREY,SIMON BOLIVAR,2011
33600.0,34294.0,1,APODACA,APODACA CENTRO,GUADALUPE,PARQUE INDUSTRIAL SAN MIGUEL,2011
33600.0,33861.0,1,APODACA,APODACA CENTRO,APODACA,MISION REAL,2011
33600.0,33901.0,1,APODACA,APODACA CENTRO,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,2011
33600.0,33910.0,1,APODACA,APODACA CENTRO,CADEREYTA JIMÉNEZ,NUEVA CADEREYTA,2011
33600.0,33965.0,1,APODACA,APODACA CENTRO,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,2011
33600.0,34018.0,1,APODACA,APODACA CENTRO,GARCÍA,NUEVO AMANECER,2011
33600.0,34066.0,1,APODACA,APODACA CENTRO,GENERAL ESCOBEDO,LOS ELIZONDO,2011
33600.0,34314.0,1,APODACA,APODACA CENTRO,GUADALUPE,EDUARDO CABALLERO ESCAMILLA,2011
33600.0,35121.0,1,APODACA,APODACA CENTRO,MONTERREY,TIERRA Y LIBERTAD SECTOR SUR,2011
33635.0,34391.0,1,APODACA,FRACC METROPLEX 2DO SECT,GUADALUPE,RES AZTECA,2011
33613.0,34395.0,1,APODACA,TERESITA,GUADALUPE,EL SABINO,2011
33651.0,35532.0,1,APODACA,FRACC VALLE DE SAN ANDRES 4TO SECT,MONTERREY,LOS CRISTALES,2011
33729.0,36014.0,1,APODACA,PARQUE INDUSTRIAL INTERPARK,SAN PEDRO GARZA GARCÍA,SAN FRANCISCO,2011
33613.0,35545.0,1,APODACA,TERESITA,MONTERREY,JARDINES DE LA ESTANZUELA,2011
33613.0,35572.0,1,APODACA,TERESITA,MONTERREY,LAS JARAS,2011
33707.0,35969.0,1,APODACA,EL MEZQUITAL,SAN NICOLÁS DE LOS GARZA,LOS MEZQUITES,2011
33707.0,36014.0,1,APODACA,EL MEZQUITAL,SAN PEDRO GARZA GARCÍA,SAN FRANCISCO,2011
33707.0,36426.0,1,APODACA,EL MEZQUITAL,SANTA CATARINA,SAN FRANCISCO,2011
33707.0,36484.0,1,APODACA,EL MEZQUITAL,SANTIAGO,FRACC LA BOCA,2011
33729.0,36426.0,1,APODACA,PARQUE INDUSTRIAL INTERPARK,SANTA CATARINA,SAN FRANCISCO,2011
33613.0,35237.0,1,APODACA,TERESITA,MONTERREY,GARZA NIETO,2011
33736.0,34034.0,1,APODACA,RES HUINALA,GARCÍA,LAS PALMAS,2011
33736.0,34079.0,1,APODACA,RES HUINALA,GENERAL ESCOBEDO,NUEVA CASTILLA,2011
33736.0,34313.0,1,APODACA,RES HUINALA,GUADALUPE,ARBOLEDAS DEL ORIENTE,2011
33736.0,34615.0,1,APODACA,RES HUINALA,GUADALUPE,31 DE DICIEMBRE,2011
33736.0,35283.0,1,APODACA,RES HUINALA,MONTERREY,VENUSTIANO CARRANZA,2011
33600.0,36377.0,1,APODACA,APODACA CENTRO,SANTA CATARINA,HACIENDA SAN JOSE,2011
33613.0,35376.0,1,APODACA,TERESITA,MONTERREY,INDEPENDENCIA,2011
33613.0,35002.0,1,APODACA,TERESITA,MONTERREY,SAN BERNABE X FOMERREY 113,2011
33654.0,33707.0,1,APODACA,HACIENDA SANTA ISABEL,APODACA,EL MEZQUITAL,2011
33613.0,34718.0,1,APODACA,TERESITA,JUÁREZ,REAL DE SAN JOSE,2011
33654.0,33710.0,1,APODACA,HACIENDA SANTA ISABEL,APODACA,NUEVO MEZQUITAL,2011
33654.0,33729.0,1,APODACA,HACIENDA SANTA ISABEL,APODACA,PARQUE INDUSTRIAL INTERPARK,2011
33654.0,34565.0,1,APODACA,HACIENDA SANTA ISABEL,GUADALUPE,FRACC EVOLUCION,2011
33651.0,33901.0,1,APODACA,FRACC VALLE DE SAN ANDRES 4TO SECT,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,2011
33613.0,36484.0,1,APODACA,TERESITA,SANTIAGO,FRACC LA BOCA,2011
33609.0,36014.0,1,APODACA,CASAS REALES DE APODACA,SAN PEDRO GARZA GARCÍA,SAN FRANCISCO,2011
33609.0,36426.0,1,APODACA,CASAS REALES DE APODACA,SANTA CATARINA,SAN FRANCISCO,2011
33613.0,34955.0,1,APODACA,TERESITA,MONTERREY,CENTRO DE MONTERREY,2011
33613.0,33945.0,1,APODACA,TERESITA,CADEREYTA JIMÉNEZ,LOMAS DE LOS PILARES,2011
33613.0,33965.0,1,APODACA,TERESITA,CIÉNEGA DE FLORES,CIENEGA DE FLORES CENTRO,2011
33613.0,34045.0,1,APODACA,TERESITA,GENERAL ESCOBEDO,PORTAL DE HIERRO,2011
33613.0,34507.0,1,APODACA,TERESITA,GUADALUPE,GUADALUPE VICTORIA,2011
33613.0,34748.0,1,APODACA,TERESITA,JUÁREZ,LA PAZ,2011
33613.0,35629.0,1,APODACA,TERESITA,SALINAS VICTORIA,SALINAS VICTORIA (CENTRO),2011
33600.0,36463.0,1,APODACA,APODACA CENTRO,SANTIAGO,CONGREGACION SAN JOSE NORTE,2011
33707.0,35436.0,1,APODACA,EL MEZQUITAL,MONTERREY,TORRE BRISAS,2011
33600.0,36241.0,1,APODACA,APODACA CENTRO,SANTA CATARINA,LA FAMA,2011
33707.0,35096.0,1,APODACA,EL MEZQUITAL,MONTERREY,TIRO AL BLANCO,2011
33664.0,34454.0,1,APODACA,REAL DE SAN ANDRES,GUADALUPE,TOLTECA,2011
33706.0,34630.0,1,APODACA,VIEJO MEZQUITAL,GUADALUPE,JARDINES DE ANDALUCIA,2011
33706.0,35092.0,1,APODACA,VIEJO MEZQUITAL,MONTERREY,BENITO JUAREZ I,2011
33706.0,35102.0,1,APODACA,VIEJO MEZQUITAL,MONTERREY,FRANCISCO VILLA,2011
33707.0,35376.0,1,APODACA,EL MEZQUITAL,MONTERREY,INDEPENDENCIA,2011
33707.0,35009.0,1,APODACA,EL MEZQUITAL,MONTERREY,SAN BERNABE FOMERREY 25,2011
33707.0,35232.0,1,APODACA,EL MEZQUITAL,MONTERREY,ESTRELLA,2011
33664.0,34286.0,1,APODACA,REAL DE SAN ANDRES,GUADALUPE,REAL DE SAN MIGUEL 3ER SECT,2011
33707.0,35243.0,1,APODACA,EL MEZQUITAL,MONTERREY,15 DE MAYO,2011
33707.0,35282.0,1,APODACA,EL MEZQUITAL,MONTERREY,NUEVA MADERO,2011
33707.0,35289.0,1,APODACA,EL MEZQUITAL,MONTERREY,PABLO A DE LA GARZA,2011
33707.0,35384.0,1,APODACA,EL MEZQUITAL,MONTERREY,ARTURO B DE LA GARZA,2011
33707.0,34622.0,1,APODACA,EL MEZQUITAL,GUADALUPE,MOLINO DEL REY,2011
33707.0,35409.0,1,APODACA,EL MEZQUITAL,MONTERREY,LOS ROSALES,2011
33664.0,34298.0,1,APODACA,REAL DE SAN ANDRES,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),2011
33664.0,34029.0,1,APODACA,REAL DE SAN ANDRES,GARCÍA,LA CRUZ,2011
33600.0,36179.0,1,APODACA,APODACA CENTRO,SAN PEDRO GARZA GARCÍA,LOMAS DEL CAMPESTRE,2011
33657.0,34298.0,1,APODACA,LAS NUEVAS PUENTES,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),2011
33706.0,33826.0,1,APODACA,VIEJO MEZQUITAL,APODACA,FRACC BALCONES DE HUINALA 1ER SECT,2011
33664.0,35376.0,1,APODACA,REAL DE SAN ANDRES,MONTERREY,INDEPENDENCIA,2011
33664.0,35360.0,1,APODACA,REAL DE SAN ANDRES,MONTERREY,ROMA SUR,2011
33664.0,35266.0,1,APODACA,REAL DE SAN ANDRES,MONTERREY,JARDINES DE LA MODERNA,2011
33657.0,35282.0,1,APODACA,LAS NUEVAS PUENTES,MONTERREY,NUEVA MADERO,2011
33657.0,33925.0,1,APODACA,LAS NUEVAS PUENTES,CADEREYTA JIMÉNEZ,CARLOS SALINAS DE GORTARI,2011
33657.0,34802.0,1,APODACA,LAS NUEVAS PUENTES,JUÁREZ,MONTE KRISTAL,2011
33664.0,33901.0,1,APODACA,REAL DE SAN ANDRES,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,2011
33657.0,35009.0,1,APODACA,LAS NUEVAS PUENTES,MONTERREY,SAN BERNABE FOMERREY 25,2011
33657.0,35096.0,1,APODACA,LAS NUEVAS PUENTES,MONTERREY,TIRO AL BLANCO,2011
33657.0,35243.0,1,APODACA,LAS NUEVAS PUENTES,MONTERREY,15 DE MAYO,2011
33657.0,35937.0,1,APODACA,LAS NUEVAS PUENTES,SAN NICOLÁS DE LOS GARZA,CONSTITUYENTES DE QUERETARO SECT 2,2011
33664.0,34590.0,1,APODACA,REAL DE SAN ANDRES,GUADALUPE,RINCON DE LA SIERRA,2011
33657.0,35969.0,1,APODACA,LAS NUEVAS PUENTES,SAN NICOLÁS DE LOS GARZA,LOS MEZQUITES,2011
33736.0,35506.0,1,APODACA,RES HUINALA,MONTERREY,MEDEROS,2011
33707.0,35482.0,1,APODACA,EL MEZQUITAL,MONTERREY,SAN ANGEL,2011
33707.0,35545.0,1,APODACA,EL MEZQUITAL,MONTERREY,JARDINES DE LA ESTANZUELA,2011
33600.0,35371.0,1,APODACA,APODACA CENTRO,MONTERREY,DEL CARMEN,2011
33707.0,34298.0,1,APODACA,EL MEZQUITAL,GUADALUPE,RIBERAS DE LA SILLA (FOMERREY 31),2011
33707.0,34461.0,1,APODACA,EL MEZQUITAL,GUADALUPE,COUNTRY LA SILLA,2011
33657.0,33886.0,1,APODACA,LAS NUEVAS PUENTES,APODACA,FRACC GOLONDRINAS,2011
33654.0,36426.0,1,APODACA,HACIENDA SANTA ISABEL,SANTA CATARINA,SAN FRANCISCO,2011
33796.0,34373.0,1,APODACA,FRACC PORTAL DE ANAHUAC,GUADALUPE,VALLES DE CHAPULTEPEC,2011
33654.0,36014.0,1,APODACA,HACIENDA SANTA ISABEL,SAN PEDRO GARZA GARCÍA,SAN FRANCISCO,2011
33600.0,35412.0,1,APODACA,APODACA CENTRO,MONTERREY,BUROCRATAS MUNICIPALES,2011
33707.0,35829.0,1,APODACA,EL MEZQUITAL,SAN NICOLÁS DE LOS GARZA,ARBOLEDAS DE SAN JORGE,2011
33600.0,35442.0,1,APODACA,APODACA CENTRO,MONTERREY,BUENOS AIRES,2011
33600.0,35449.0,1,APODACA,APODACA CENTRO,MONTERREY,ESPAÑA,2011
33600.0,35588.0,1,APODACA,APODACA CENTRO,PESQUERÍA,PESQUERIA,2011
33600.0,35788.0,1,APODACA,APODACA CENTRO,SAN NICOLÁS DE LOS GARZA,CIUDAD UNIVERSITARIA,2011
33600.0,35792.0,1,APODACA,APODACA CENTRO,SAN NICOLÁS DE LOS GARZA,RESIDENCIAL ANAHUAC,2011
33600.0,35915.0,1,APODACA,APODACA CENTRO,SAN NICOLÁS DE LOS GARZA,VALLE DE NOGALAR,2011
33707.0,34263.0,1,APODACA,EL MEZQUITAL,GUADALUPE,PLAZA SAN ANTONIO,2011
33707.0,34138.0,1,APODACA,EL MEZQUITAL,GENERAL ESCOBEDO,LAS MALVINAS,2011
33707.0,33925.0,1,APODACA,EL MEZQUITAL,CADEREYTA JIMÉNEZ,CARLOS SALINAS DE GORTARI,2011
33707.0,33901.0,1,APODACA,EL MEZQUITAL,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,2011
33707.0,34507.0,1,APODACA,EL MEZQUITAL,GUADALUPE,GUADALUPE VICTORIA,2011
33707.0,33886.0,1,APODACA,EL MEZQUITAL,APODACA,FRACC GOLONDRINAS,2011
33707.0,33710.0,1,APODACA,EL MEZQUITAL,APODACA,NUEVO MEZQUITAL,2011
33706.0,36250.0,1,APODACA,VIEJO MEZQUITAL,SANTA CATARINA,LA FAMA 3 (FOMERREY 123),2011
33706.0,35588.0,1,APODACA,VIEJO MEZQUITAL,PESQUERÍA,PESQUERIA,2011
33706.0,35524.0,1,APODACA,VIEJO MEZQUITAL,MONTERREY,FRACCIONAMIENTO LA RIOJA,2011
33706.0,35339.0,1,APODACA,VIEJO MEZQUITAL,MONTERREY,RINCON DE SAN JERONIMO,2011
33706.0,35271.0,1,APODACA,VIEJO MEZQUITAL,MONTERREY,LOS FRESNOS,2011
33707.0,33729.0,1,APODACA,EL MEZQUITAL,APODACA,PARQUE INDUSTRIAL INTERPARK,2011
33706.0,35264.0,1,APODACA,VIEJO MEZQUITAL,MONTERREY,MODERNA,2011
33707.0,34565.0,1,APODACA,EL MEZQUITAL,GUADALUPE,FRACC EVOLUCION,2011
33707.0,34802.0,1,APODACA,EL MEZQUITAL,JUÁREZ,MONTE KRISTAL,2011
33707.0,35937.0,1,APODACA,EL MEZQUITAL,SAN NICOLÁS DE LOS GARZA,CONSTITUYENTES DE QUERETARO SECT 2,2011
33736.0,35376.0,1,APODACA,RES HUINALA,MONTERREY,INDEPENDENCIA,2011
33778.0,36065.0,1,APODACA,LOS FRESNOS 2DO SECT,SAN PEDRO GARZA GARCÍA,LOS PINOS,2011
33736.0,35524.0,1,APODACA,RES HUINALA,MONTERREY,FRACCIONAMIENTO LA RIOJA,2011
33714.0,33901.0,1,APODACA,HACIENDA DEL MEZQUITAL,CADEREYTA JIMÉNEZ,CADEREYTA JIMENEZ CENTRO,2011
33709.0,35264.0,1,APODACA,FRANCISCO ELIZONDO,MONTERREY,MODERNA,2011
33709.0,35325.0,1,APODACA,FRANCISCO ELIZONDO,MONTERREY,VALLE DE SAN JERONIMO,2011
33709.0,35376.0,1,APODACA,FRANCISCO ELIZONDO,MONTERREY,INDEPENDENCIA,2011
33709.0,35384.0,1,APODACA,FRANCISCO ELIZONDO,MONTERREY,ARTURO B DE LA GARZA,2011
33709.0,35496.0,1,APODACA,FRANCISCO ELIZONDO,MONTERREY,EMPLEADOS SFEO,2011
33711.0,36179.0,1,APODACA,VALLE DEL MEZQUITAL,SAN PEDRO GARZA GARCÍA,LOMAS DEL CAMPESTRE,2011
33721.0,35588.0,1,APODACA,KALOS,PESQUERÍA,PESQUERIA,2011
33709.0,35588.0,1,APODACA,FRANCISCO ELIZONDO,PESQUERÍA,PESQUERIA,2011
33721.0,35125.0,1,APODACA,KALOS,MONTERREY,TIERRA Y LIBERTAD SECT NORTE,2011
33721.0,34960.0,1,APODACA,KALOS,MONTERREY,GONZALITOS,2011
33721.0,34968.0,1,APODACA,KALOS,MONTERREY,OBISPADO,2011
33721.0,35025.0,1,APODACA,KALOS,MONTERREY,FIDEL VELAZQUEZ,2011
33721.0,35034.0,1,APODACA,KALOS,MONTERREY,GENARO VAZQUEZ ROJAS,2011
33721.0,35067.0,1,APODACA,KALOS,MONTERREY,CENTRAL,2011
33709.0,35102.0,1,APODACA,FRANCISCO ELIZONDO,MONTERREY,FRANCISCO VILLA,2011
33709.0,35067.0,1,APODACA,FRANCISCO ELIZONDO,MONTERREY,CENTRAL,2011
33721.0,35264.0,1,APODACA,KALOS,MONTERREY,MODERNA,2011
33710.0,33729.0,1,APODACA,NUEVO MEZQUITAL,APODACA,PARQUE INDUSTRIAL INTERPARK,2011
33711.0,35371.0,1,APODACA,VALLE DEL MEZQUITAL,MONTERREY,DEL CARMEN,2011
33711.0,35442.0,1,APODACA,VALLE DEL MEZQUITAL,MONTERREY,BUENOS AIRES,2011
33711.0,35449.0,1,APODACA,VALLE DEL MEZQUITAL,MONTERREY,ESPAÑA,2011
33711.0,35788.0,1,APODACA,VALLE DEL MEZQUITAL,SAN NICOLÁS DE LOS GARZA,CIUDAD UNIVERSITARIA,2011
33711.0,35792.0,1,APODACA,VALLE DEL MEZQUITAL,SAN NICOLÁS DE LOS GARZA,RESIDENCIAL ANAHUAC,2011
33710.0,36014.0,1,APODACA,NUEVO MEZQUITAL,SAN PEDRO GARZA GARCÍA,SAN FRANCISCO,2011
