,source,target,week_id,week_date
775,35050,35264,6,2011-02-13
776,35050,35478,6,2011-02-13
777,35050,35532,6,2011-02-13
778,35068,35377,6,2011-02-13
779,35068,35393,6,2011-02-13
780,35068,35716,6,2011-02-13
781,35264,35377,6,2011-02-13
782,35264,35393,6,2011-02-13
783,35264,35716,6,2011-02-13
784,35377,35478,6,2011-02-13
785,35377,35532,6,2011-02-13
786,35393,35478,6,2011-02-13
787,35393,35532,6,2011-02-13
788,35478,35716,6,2011-02-13
789,35532,35716,6,2011-02-13
790,33651,33901,7,2011-02-20
791,33651,34037,7,2011-02-20
792,33651,34256,7,2011-02-20
793,33651,34634,7,2011-02-20
794,33651,34955,7,2011-02-20
795,33651,35168,7,2011-02-20
796,33651,35264,7,2011-02-20
797,33651,35384,7,2011-02-20
798,33651,35418,7,2011-02-20
799,33651,35776,7,2011-02-20
800,33651,35931,7,2011-02-20
801,33901,33901,7,2011-02-20
802,33901,34037,7,2011-02-20
803,33901,34256,7,2011-02-20
804,33901,34308,7,2011-02-20
805,33901,34353,7,2011-02-20
806,33901,34600,7,2011-02-20
807,33901,34607,7,2011-02-20
808,33901,34634,7,2011-02-20
809,33901,34750,7,2011-02-20
810,33901,34955,7,2011-02-20
811,33901,34955,7,2011-02-20
812,33901,35068,7,2011-02-20
813,33901,35168,7,2011-02-20
814,33901,35264,7,2011-02-20
815,33901,35264,7,2011-02-20
816,33901,35384,7,2011-02-20
817,33901,35418,7,2011-02-20
